materialSampleID,watersample,sampleDepth,waterColumnLocation,samplingStation,controlType,volumeFiltered,dateFiltered,timeFiltration,totalDNAconc,unitsDNAconc,eventDate,eventTime,decimalLatitude,decimalLongitude,recordedBy,tide,waterTemp,depthWaterTemp
2023SAB-80,413423,47.8,Bottom,SAB_24,,3.14,8/17/2023,12:57:00,1.33,ng/ul,8/17/2023,12:57:00,46 02.5128,59 28.6502,"Nick Jeffery, Ryan Stanley, Harri Pettitt-Wade, Katie Thistle",,,
2023SAB-81,413424,47.8,Bottom,SAB_24,,3.11,8/17/2023,12:57:00,1.49,ng/ul,8/17/2023,12:57:00,46 02.5128,59 28.6502,"Nick Jeffery, Ryan Stanley, Harri Pettitt-Wade, Katie Thistle",,,
2023SAB-82,413408,143,Surface,SAB_19,,3.2,8/16/2023,14:41:00,8.25,ng/ul,8/16/2023,14:41:00,45 54.2999,59 01.4765,"Nick Jeffery, Ryan Stanley, Harri Pettitt-Wade, Katie Thistle",,,
2023SAB-83,413420,56.2,Bottom,SAB_23,,3.15,8/17/2023,12:10:00,1.89,ng/ul,8/17/2023,12:10:00,45 56.9505,59 29.1574,"Nick Jeffery, Ryan Stanley, Harri Pettitt-Wade, Katie Thistle",,,
2023SAB-84,413426,47.8,Surface,SAB_24,,3.17,8/17/2023,12:57:00,5.67,ng/ul,8/17/2023,12:57:00,46 02.5128,59 28.6502,"Nick Jeffery, Ryan Stanley, Harri Pettitt-Wade, Katie Thistle",,,
2023SAB-85,413427,47.8,Surface,SAB_24,,3.07,8/17/2023,12:57:00,7.94,ng/ul,8/17/2023,12:57:00,46 02.5128,59 28.6502,"Nick Jeffery, Ryan Stanley, Harri Pettitt-Wade, Katie Thistle",,,
2023SAB-86,413429,65.3,Bottom,SAB_25,,3.09,8/18/2023,8:23:00,2.14,ng/ul,8/18/2023,8:23:00,45 53.7557,59 33.6001,"Nick Jeffery, Ryan Stanley, Harri Pettitt-Wade, Katie Thistle",,,
2023SAB-87,413430,65.3,Bottom,SAB_25,,3.14,8/18/2023,8:23:00,2.4,ng/ul,8/18/2023,8:23:00,45 53.7557,59 33.6001,"Nick Jeffery, Ryan Stanley, Harri Pettitt-Wade, Katie Thistle",,,
2023SAB-88,413432,35.4,Bottom,SAB_26,,3.16,8/18/2023,9:02:00,2.86,ng/ul,8/18/2023,9:02:00,45 53.8790,59 30.3193,"Nick Jeffery, Ryan Stanley, Harri Pettitt-Wade, Katie Thistle",,,
2023SAB-89,413433,35.4,Bottom,SAB_26,,3.11,8/18/2023,9:02:00,2.55,ng/ul,8/18/2023,9:02:00,45 53.8790,59 30.3193,"Nick Jeffery, Ryan Stanley, Harri Pettitt-Wade, Katie Thistle",,,
2023SAB-90,413434,35.4,Bottom,SAB_26,,3.15,8/18/2023,9:02:00,2.86,ng/ul,8/18/2023,9:02:00,45 53.8790,59 30.3193,"Nick Jeffery, Ryan Stanley, Harri Pettitt-Wade, Katie Thistle",,,
2023SAB-91,413436,57.8,Bottom,SAB_27,,3.09,8/18/2023,9:29:00,1.53,ng/ul,8/18/2023,9:29:00,45 53.9471,59 31.9263,"Nick Jeffery, Ryan Stanley, Harri Pettitt-Wade, Katie Thistle",,,
2023SAB-92,413437,57.8,Bottom,SAB_27,,3.06,8/18/2023,9:29:00,2.19,ng/ul,8/18/2023,9:29:00,45 53.9471,59 31.9263,"Nick Jeffery, Ryan Stanley, Harri Pettitt-Wade, Katie Thistle",,,
2023SAB-93,413439,53,Bottom,SAB_28,,3.21,8/18/2023,9:58:00,1.44,ng/ul,8/18/2023,9:58:00,45 52.8622,59 32.4424,"Nick Jeffery, Ryan Stanley, Harri Pettitt-Wade, Katie Thistle",,,
2023SAB-94,413440,53,Bottom,SAB_28,,3.12,8/18/2023,9:58:00,2.19,ng/ul,8/18/2023,9:58:00,45 52.8622,59 32.4424,"Nick Jeffery, Ryan Stanley, Harri Pettitt-Wade, Katie Thistle",,,
2023SAB-95,413441,66.2,Bottom,SAB_29,,3.68,8/18/2023,11:34:00,2.37,ng/ul,8/18/2023,11:34:00,45 54.2821,59 31.3079,"Nick Jeffery, Ryan Stanley, Harri Pettitt-Wade, Katie Thistle",,,
2023SAB-96,413442,66.2,Bottom,SAB_29,,3.06,8/18/2023,11:34:00,1.78,ng/ul,8/18/2023,11:34:00,45 54.2821,59 31.3079,"Nick Jeffery, Ryan Stanley, Harri Pettitt-Wade, Katie Thistle",,,
2023SAB-97,413443,66.2,Bottom,SAB_29,,3.28,8/18/2023,11:34:00,1.44,ng/ul,8/18/2023,11:34:00,45 54.2821,59 31.3079,"Nick Jeffery, Ryan Stanley, Harri Pettitt-Wade, Katie Thistle",,,
2023SAB-98,413444,79.2,Bottom,SAB_30,,3.11,8/18/2023,12:07:00,1.82,ng/ul,8/18/2023,12:07:00,46 02.2520,59 20.4784,"Nick Jeffery, Ryan Stanley, Harri Pettitt-Wade, Katie Thistle",,,
2023SAB-99,413445,79.2,Bottom,SAB_30,,3.17,8/18/2023,12:07:00,1.5,ng/ul,8/18/2023,12:07:00,46 02.2520,59 20.4784,"Nick Jeffery, Ryan Stanley, Harri Pettitt-Wade, Katie Thistle",,,
2023SCATARIE-001,413471,26,Bottom,SCATARIE2,,3.25,8/23/2023,16:40:00,2.55,ng/ul,8/23/2023,16:40:00,45 59.3417,59 12.5072,"Nick Jeffery, Ryan Stanley, Harri Pettitt-Wade, Katie Thistle",,,
2023SCATARIE-002,413472,26,Bottom,SCATARIE2,,3.21,8/23/2023,16:40:00,1.77,ng/ul,8/23/2023,16:40:00,45 59.3417,59 12.5072,"Nick Jeffery, Ryan Stanley, Harri Pettitt-Wade, Katie Thistle",,,
2023SCATARIE-003,413474,0,BLANK,BLANK,field blank,2,8/23/2023,16:40:00,0.902,ng/ul,8/23/2023,16:40:00,NA,NA,"Nick Jeffery, Ryan Stanley, Harri Pettitt-Wade, Katie Thistle",,,
807-ENEG-2,TUBES807,0,lab negative,ENEG,lab negative,0,,,0,ng/ul,,,,,"Nick Jeffery, Ryan Stanley, Harri Pettitt-Wade, Katie Thistle",,,
843-ENEG-1,TUBES843,0,lab negative,ENEG,lab negative,0,,,0,ng/ul,,,,,"Nick Jeffery, Ryan Stanley, Harri Pettitt-Wade, Katie Thistle",,,
843-ENEG-2,TUBES843,0,lab negative,ENEG,lab negative,0,,,0,ng/ul,,,,,"Nick Jeffery, Ryan Stanley, Harri Pettitt-Wade, Katie Thistle",,,
872-ENEG-2,TUBES872,0,lab negative,ENEG,lab negative,0,,,0,ng/ul,,,,,"Nick Jeffery, Ryan Stanley, Harri Pettitt-Wade, Katie Thistle",,,
873-ENEG-1,TUBES873,0,lab negative,ENEG,lab negative,0,,,0,ng/ul,,,,,"Nick Jeffery, Ryan Stanley, Harri Pettitt-Wade, Katie Thistle",,,
874-ENEG-1,TUBES873,0,lab negative,ENEG,lab negative,0,,,0,ng/ul,,,,,"Nick Jeffery, Ryan Stanley, Harri Pettitt-Wade, Katie Thistle",,,
874-ENEG-2,TUBES874,0,lab negative,ENEG,lab negative,0,,,0,ng/ul,,,,,"Nick Jeffery, Ryan Stanley, Harri Pettitt-Wade, Katie Thistle",,,
875-ENEG-1,TUBES874,0,lab negative,ENEG,lab negative,0,,,0,ng/ul,,,,,"Nick Jeffery, Ryan Stanley, Harri Pettitt-Wade, Katie Thistle",,,
875-ENEG-2,TUBES875,0,lab negative,ENEG,lab negative,0,,,0,ng/ul,,,,,"Nick Jeffery, Ryan Stanley, Harri Pettitt-Wade, Katie Thistle",,,
876-ENEG-1,TUBES876,0,lab negative,ENEG,lab negative,0,,,0,ng/ul,,,,,"Nick Jeffery, Ryan Stanley, Harri Pettitt-Wade, Katie Thistle",,,
876-ENEG-2,TUBES876,0,lab negative,ENEG,lab negative,0,,,0,ng/ul,,,,,"Nick Jeffery, Ryan Stanley, Harri Pettitt-Wade, Katie Thistle",,,
877-ENEG-1,TUBES877,0,lab negative,ENEG,lab negative,0,,,0,ng/ul,,,,,"Nick Jeffery, Ryan Stanley, Harri Pettitt-Wade, Katie Thistle",,,
877-ENEG-2,TUBES877,0,lab negative,ENEG,lab negative,0,,,0,ng/ul,,,,,"Nick Jeffery, Ryan Stanley, Harri Pettitt-Wade, Katie Thistle",,,
