aphia_id,code,common_name_en,common_name_fr,created_at,created_by,created_by_id,id,invertebrate,is_invalid,is_new,last_modified_by,last_modified_by_id,scientific_name,shrimp,updated_at,uuid
159626,653,CORAL DRAGONET,,2023-01-30 18:47:50 UTC,,,11542,No,No,Yes,,,Callionymus bairdi,No,2023-03-07 15:21:24 UTC,f3570188-2d9b-4fc8-b492-ad42ebc23fa9
158768,654,MOONEYE CUSK-EEL,,2023-01-30 18:47:52 UTC,,,11543,No,No,Yes,,,Ophidion selenops,No,2023-03-07 15:21:24 UTC,cb2ca8be-aa9d-433b-9398-84e8a6df5646
125503,655,viviparous brotulas,,2023-01-30 18:47:54 UTC,,,11544,No,No,Yes,,,Bythitidae,No,2023-03-07 15:21:24 UTC,f4bf1d87-fd5d-425e-8523-f80c14668d72
125650,656,Serrivomer unidentified,Serrivomer non-spécifié,2020-08-13 14:04:48 UTC,,,656,No,No,No,,,Serrivomer sp.,No,2023-03-07 15:15:09 UTC,34dfc2fa-934f-4c9b-9295-28a2b8cbfce3
125930,657,Callionymus,,2023-01-30 18:47:55 UTC,,,11545,No,No,Yes,,,Callionymus,No,2023-03-07 15:21:24 UTC,b0257dcd-86e1-4ff5-98a4-9ffd564ab661
159615,658,CALLIONYMUS,,2023-01-30 18:47:57 UTC,,,11546,No,No,Yes,,,Diplogrammus pauciradiatus,No,2023-03-07 15:21:25 UTC,d59bdc89-533f-4b26-b318-9e3f52af0132
125640,659,Facciolella,,2023-01-30 18:47:58 UTC,,,11547,No,No,Yes,,,Facciolella,No,2023-03-07 15:21:25 UTC,cf9b89b6-05f7-40db-86ab-a23908e3c71a
1019849,661,RED BARBIER; HEMANTHIAS,,2023-01-30 18:48:00 UTC,,,11548,No,No,Yes,,,Baldwinella vivanus,No,2023-03-07 15:21:25 UTC,05223e74-a0fa-413f-a3a1-d72a506da80c
125501,662,SPINY EELS; INCL TILUROPSIS SP.,,2022-12-21 01:40:51 UTC,,,11115,No,No,No,,,Notacanthidae,No,2023-03-07 15:19:25 UTC,002c3918-ec0a-48b4-9d6c-e6c1d840dbef
159349,663,Diplectrum,,2023-01-30 18:48:02 UTC,,,11549,No,No,Yes,,,Diplectrum,No,2023-03-07 15:21:25 UTC,65823694-caa4-42bf-84dc-515df42f947c
126069,664,SEA BASSES,,2023-01-30 18:48:03 UTC,,,11550,No,No,Yes,,,Mycteroperca,No,2023-03-07 15:21:26 UTC,d80bcc34-a5ee-41b9-947d-4ef622308274
154229,665,"DRAGONFISHES,SMOOTH; MELANOSTOMIATIDAE  STOMIATIDAE",,2022-12-21 01:43:52 UTC,,,11202,No,No,No,,,Melanostomiinae,No,2023-03-07 15:19:50 UTC,edfd253b-46c8-4379-8001-7425ce0ef61b
158871,666,Atlantic barracudina,,2023-01-30 18:48:05 UTC,,,11551,No,No,Yes,,,Lestidium atlanticum,No,2023-03-07 15:21:26 UTC,25980891-a69c-43fb-a145-4b85dbeb093f
127304,667,Power's deep-water bristle-mouth fish,,2023-01-30 18:48:06 UTC,,,11552,No,No,Yes,,,Vinciguerria poweriae,No,2023-03-07 15:21:26 UTC,091b46d5-b481-46b0-bad2-ba62d841e019
126067,668,Anthias,,2023-01-30 18:48:08 UTC,,,11553,No,No,Yes,,,Anthias,No,2023-03-07 15:21:27 UTC,299ee7b4-9478-402f-b057-47c72c194ca1
125438,669,silversides,,2023-01-30 18:48:10 UTC,,,11554,No,No,Yes,,,Atherinidae,No,2023-03-07 15:21:27 UTC,7ee729c8-0674-4ea4-ad0b-be11e48e1a6f
158855,670,Eustomias fissibarbis,,2023-01-30 18:48:11 UTC,,,11555,No,No,Yes,,,Eustomias fissibarbis,No,2023-03-07 15:21:27 UTC,dc0ed734-6730-4055-a309-e9cbdceb38be
127302,671,slender lightfish,,2023-01-30 18:48:13 UTC,,,11556,No,No,Yes,,,Vinciguerria attenuata,No,2023-03-07 15:21:28 UTC,af085ecc-c7f6-426e-8346-dd3b6d47ec51
126170,672,Pontinus,,2023-01-30 18:48:14 UTC,,,11557,No,No,Yes,,,Pontinus,No,2023-03-07 15:21:28 UTC,8aef217c-479e-4b09-9a94-20890e8fb3c8
1486846,673,SYNAGROPS SPINOSA,,2023-01-30 18:48:16 UTC,,,11558,No,No,Yes,,,Parascombrops spinosus,No,2023-03-07 15:21:28 UTC,71186e48-2b1e-4548-a972-44c583019e34
126361,674,Sharpchin barracudina,Lussion boréal,2020-08-13 14:04:48 UTC,,,674,No,No,No,,,Paralepis coregonoides,No,2023-03-07 15:15:09 UTC,0ac6f491-92a8-4214-a9c4-8e67257c169a
159444,675,PUGNOSE PIPEFISH; SYNGNATHUS,,2023-01-30 18:48:18 UTC,,,11559,No,No,Yes,,,Bryx dunckeri,No,2023-03-07 15:21:28 UTC,8f279ae6-1d1f-4401-a27e-807119e8c05a
159454,676,BULL PIPEFISH,,2023-01-30 18:48:19 UTC,,,11560,No,No,Yes,,,Syngnathus springeri,No,2023-03-07 15:21:29 UTC,db48585c-b456-4e87-9437-15ad3edd59c3
126857,677,pencil cardinal / White cardinalfish,,2022-12-21 01:42:25 UTC,,,11163,No,No,No,,,Epigonus denticulatus,No,2023-03-07 15:19:39 UTC,cd8c1bd8-7562-4770-a7d6-358d8aa682b0
159279,678,BALLYHOO,,2023-01-30 18:48:21 UTC,,,11561,No,No,Yes,,,Hemiramphus brasiliensis,No,2023-03-07 15:21:29 UTC,c1b85ce2-b866-4cae-9929-919b2a606a47
127316,679,constellationfish,,2023-01-30 18:48:22 UTC,,,11562,No,No,Yes,,,Valenciennellus tripunctulatus,No,2023-03-07 15:21:29 UTC,8e1da5cb-bce5-4c61-a9cb-3375723a8cc0
10306,680,STOMIATIFORMES  ORDER,,2023-01-30 18:48:24 UTC,,,11563,No,No,Yes,,,Stomiiformes,No,2023-03-07 15:21:30 UTC,d99c6c9f-98c4-4e6a-a2bb-97e918c92e53
126367,681,short fin pearleye,,2022-12-21 01:41:46 UTC,,,11145,No,No,No,,,Scopelarchus analis,No,2023-03-07 15:19:34 UTC,6f5c4b01-c8ab-4c61-8075-55f951ec1d52
159265,682,FOURWING FLYING FISH,,2023-01-30 18:48:26 UTC,,,11564,No,No,Yes,,,Hirundichthys affinis,No,2023-03-07 15:21:30 UTC,698da44d-55cf-4bfe-8788-b0233ddfb396
125496,683,Dreamers unidentified (Oneirodidae),Poisson-rêveur non-spécifié (Oneirodidae),2022-05-25 01:46:31 UTC,pablo,10,10966,No,No,No,pablo,10,Oneirodidae (f.),No,2023-03-07 15:18:45 UTC,2f9dba50-dbe1-11ec-bdaf-a08cfde36583
127303,684,oceanic lightfish,,2022-12-21 01:42:51 UTC,,,11173,No,No,No,,,Vinciguerria nimbaria,No,2023-03-07 15:19:42 UTC,52729521-51fb-4d89-b708-3c56bcd63cb3
159590,685,TWOSPOT CARDINALFISH,Apogon pseudomaculatus,2020-08-13 14:04:48 UTC,,,685,No,No,No,,,Apogon pseudomaculatus,No,2023-03-07 15:15:09 UTC,c3cca10a-3b98-43c3-9dac-bedfd09f3695
126181,686,Melamphaes,,2023-01-30 18:48:28 UTC,,,11565,No,No,Yes,,,Melamphaes,No,2023-03-07 15:21:30 UTC,2cc68864-b4a9-4e81-9e8c-d4efd8a70ff9
154158,687,Ceratioidei,,2023-01-30 18:48:29 UTC,,,11566,No,No,Yes,,,Ceratioidei,No,2023-03-07 15:21:30 UTC,0c052f8f-f788-49a5-ada3-023bb348617c
126354,688,Pacific barracudina,,2023-01-30 18:48:31 UTC,,,11567,No,No,Yes,,,Lestidiops jayakari,No,2023-03-07 15:21:31 UTC,86760bcc-e00c-408f-bbfa-89c6a2308983
125571,689,CUTLASSFISHES,Trichiuridae non-spécifié,2020-08-13 14:04:48 UTC,,,689,No,No,No,,,Trichiuridae (f.),No,2023-03-07 15:15:10 UTC,9114b210-8760-4185-8b26-21618e727a9b
125727,690,Bregmaceros,,2023-01-30 18:48:32 UTC,,,11568,No,No,Yes,,,Bregmaceros,No,2023-03-07 15:21:31 UTC,27e13aac-2f3d-4507-8ad1-0bd5f1b8d3af
126362,691,Sudis hyalina,,2023-01-30 18:48:34 UTC,,,11569,No,No,Yes,,,Sudis hyalina,No,2023-03-07 15:21:31 UTC,2782013c-053e-4aca-841c-cae1326754e8
125608,692,PORCUPINEFISHES,,2023-01-30 18:48:36 UTC,,,11570,No,No,Yes,,,Diodontidae,No,2023-03-07 15:21:31 UTC,ef5c26d0-ee48-475c-a758-d335d22576cf
159360,693,LARGESCALE TONGUEFISH,,2023-01-30 18:48:37 UTC,,,11571,No,No,Yes,,,Symphurus minor,No,2023-03-07 15:21:32 UTC,66eb0478-986d-4e84-b794-4d40f5440249
125495,694,BATFISHES,,2022-12-21 01:40:49 UTC,,,11114,No,No,No,,,Ogcocephalidae,No,2023-03-07 15:19:25 UTC,2de1c238-23ce-4e59-ab62-f8f192657b00
159350,695,SAND PERCH,Serran de sable,2020-08-13 14:04:48 UTC,,,695,No,No,No,,,Diplectrum formosum,No,2023-03-07 15:15:10 UTC,5bf4ae8f-a596-4b1e-a6f5-9e0f07ccd69e
127282,696,benttooth bristlemouth,,2023-01-30 18:48:39 UTC,,,11572,No,No,Yes,,,Cyclothone acclinidens,No,2023-03-07 15:21:32 UTC,dba24ec0-e3a1-41d3-8d3a-6aa6823fa5c9
125518,697,CARDINAL FISHES,,2023-01-30 18:48:41 UTC,,,11573,No,No,Yes,,,Apogonidae,No,2023-03-07 15:21:32 UTC,a6bbabbf-b396-4ee1-ac39-fbcf527d842b
475101,698,SNOWY GROUPER; EPINEPHELUS,Mérou neige,2020-08-13 14:04:48 UTC,,,698,No,No,No,,,Hyporthodus niveatus,No,2023-03-07 15:15:10 UTC,ca726b8e-fe82-4d84-94c7-24bf93a2d28b
126998,699,ATLANTIC WRECKFISH,cernia / cernier / cernier brun / cernier commun,2023-01-30 18:48:42 UTC,,,11574,No,No,Yes,,,Polyprion americanus,No,2023-03-07 15:21:33 UTC,64a940b3-e59f-4de0-9858-762b0f9e38a4
127306,700,"HATCHETFISH, ATLANTIC SILVER",Hache d'argent à grandes épines,2020-08-13 14:04:48 UTC,,,700,No,No,No,,,Argyropelecus aculeatus,No,2023-03-07 15:15:11 UTC,e09fea9c-6bd5-44fc-ac56-8983cd32404f
159828,701,BUTTERFISH,Stromatée à fossette,2020-08-13 14:04:48 UTC,,,701,No,No,No,,,Peprilus triacanthus,No,2023-05-23 20:00:20 UTC,af1c13d6-f851-488f-bf35-e047d1a85587
159451,702,NORTHERN PIPEFISH,Syngnathe brun,2020-08-13 14:04:48 UTC,,,702,No,No,No,,,Syngnathus fuscus,No,2023-03-07 15:15:11 UTC,500bb7d4-8cbd-429b-8ff8-ef0129700896
367332,703,PELAGIC PIPEFISH,,2023-01-30 18:48:44 UTC,,,11575,No,No,Yes,,,Syngnathus pelagicus,No,2023-03-07 15:21:33 UTC,cd8a700e-404b-4412-ad70-ffaa02bb70bb
127426,704,AMERICAN JOHN DORY; OCELLATA,Zée bouclée d'Amérique,2020-08-13 14:04:48 UTC,,,704,No,No,No,,,Zenopsis conchifer,No,2023-03-07 15:15:11 UTC,d84a913e-ea37-4d6c-8dcd-3227ef91ee22
127308,705,Hatchetfish,Grande hache d'argent,2022-05-25 01:46:31 UTC,pablo,10,10962,No,No,No,pablo,10,Argyropelecus gigas,No,2023-05-23 19:59:40 UTC,2f9dabb9-dbe1-11ec-bdaf-a08cfde36583
127309,706,half-naked hatchet fish / Half-naked hatchetfish / hatchet-fish / short silver hatchetfish / Spurred hatchetfish,,2023-01-30 18:48:46 UTC,,,11576,No,No,Yes,,,Argyropelecus hemigymnus,No,2023-03-07 15:21:33 UTC,1d5e2df3-e6c2-4ac2-8c28-d51e15725e55
158836,707,silvery hatchetfish / Tropical hatchetfish ,,2023-01-30 18:48:48 UTC,,,11577,No,No,Yes,,,Argyropelecus lychnus,No,2023-03-07 15:21:33 UTC,83bb24be-da62-4f25-aa99-3786d56309c8
158840,708,"HATCHETFISH,SLOPE",Hache de pente (P. clarus),2022-01-25 01:46:31 UTC,pablo,10,10977,No,No,No,pablo,10,Polyipnus clarus,No,2023-05-23 19:59:39 UTC,e06da0b7-ee44-11ec-b961-a08cfde36583
127314,709,TRANSPARENT HATCHETFISH,Hache d'argent diaphane,2020-08-13 14:04:48 UTC,,,709,No,No,No,,,Sternoptyx diaphana,No,2023-03-07 15:15:12 UTC,6c61dee1-e26c-45e7-8676-f143350ba9e3
126333,710,LONGNOSE LANCETFISH,Cavalo féroce,2020-08-13 14:04:48 UTC,,,710,No,No,No,,,Alepisaurus ferox,No,2023-03-07 15:15:12 UTC,aabc6f8d-f5a0-40e7-9804-b4834a877934
126359,711,SHORT BARRACUDINA; INCL PARALEPIS ATLANTICA KROYER; PARALEPIS,Lussion à bec de canard,2020-08-13 14:04:48 UTC,,,711,No,No,No,,,Magnisudis atlantica,No,2023-03-07 15:15:13 UTC,92a3516b-6843-4387-a3b1-48b6d7b7cc55
126352,712,WHITE BARRACUDINA; NOTOLEPIS RISSOI,Lussion blanc,2020-08-13 14:04:48 UTC,,,712,No,No,No,,,Arctozenus risso,No,2023-05-23 19:59:46 UTC,2f9622a3-854c-48a5-82e6-ee88d3fce959
125447,713,"BARRACUDINA,UNIDENTIFIED",Paralepididae non-spécfié,2020-08-13 14:04:48 UTC,,,713,No,No,No,,,Paralepididae (f.),No,2023-03-07 15:15:13 UTC,0f9a6aa7-3b3e-46bd-8e9d-024741e29ba0
127087,714,SIMONYI'S FROSTFISH,Sabre d'argent,2020-08-13 14:04:48 UTC,,,714,No,No,No,,,Benthodesmus simonyi,No,2023-03-07 15:15:14 UTC,34cf8418-28a3-4e3d-8e3e-1c0dccd7bc79
125561,715,SEA BASSES,,2023-01-30 18:48:50 UTC,,,11578,No,No,Yes,,,Serranidae,No,2023-03-07 15:21:34 UTC,ad69f1af-1c77-47b7-9252-e14c81a0b15b
127334,716,STRAIGHTLINE DRAGONFISH,Dragon-saumon à grands yeux,2020-08-13 14:04:48 UTC,,,716,No,No,No,,,Borostomias antarcticus ,No,2023-05-24 13:56:39 UTC,25ad360d-7067-4396-aba7-e489a1d4f9f2
158731,717,TORPEDO DRAGONFISH,,2023-01-30 18:48:52 UTC,,,11579,No,No,Yes,,,Grammatostomias dentatus,No,2023-03-07 15:21:34 UTC,77619bdd-9366-43f1-af13-ba74ed4c0f8b
127359,718,BLUENOSE DRAGONFISH; INCL MELANOSTOMIAS BARTONBEANI; SPILORHYNCHUS,,2023-01-30 18:48:54 UTC,,,11580,No,No,Yes,,,Melanostomias bartonbeani,No,2023-03-07 15:21:34 UTC,6618c283-5391-4d50-b88d-b99ca30b6555
270079,719,Odontostomias,,2023-01-30 18:48:55 UTC,,,11581,No,No,Yes,,,Odontostomias,No,2023-03-07 15:21:34 UTC,6378d6b2-66f2-413a-b504-a0f496bdaef0
126392,720,"ATLANTIC SAURY,NEEDLEFISH",aiguille de mer / balaou,2022-12-21 01:41:48 UTC,,,11146,No,No,No,,,Scomberesox saurus,No,2023-03-07 15:19:34 UTC,7d4e8791-6e19-4ecc-be04-d40a8f972ac2
127377,721,THREELIGHT DRAGONFISH,,2023-01-30 18:48:57 UTC,,,11582,No,No,Yes,,,Trigonolampa miriceps,No,2023-03-07 15:21:35 UTC,56610222-d75e-461d-b27b-066b78182cf3
127333,722,METALLICUS,,2023-01-30 18:48:58 UTC,,,11583,No,No,Yes,,,Bathophilus vaillanti,No,2023-03-07 15:21:35 UTC,eb7e1974-93a9-49e4-9dce-de28373bf3a9
127354,723,RIBBON SAWTAILFISH,,2023-01-30 18:49:00 UTC,,,11584,No,No,Yes,,,Idiacanthus fasciola,No,2023-03-07 15:21:35 UTC,3937a622-bb96-481c-b2ad-2453906d766c
126682,724,BAIRDS SMOOTHEAD,Alocéphale multirai,2020-08-13 14:04:48 UTC,,,724,No,No,No,,,Alepocephalus bairdii,No,2023-03-07 15:15:15 UTC,c1c22ae1-03b1-4521-9984-06e9e71b55bd
126714,725,ATLANTIC GYMNAST,Gymnaste atlantique,2020-08-13 14:04:48 UTC,,,725,No,No,No,,,Xenodermichthys copei,No,2023-05-24 13:52:05 UTC,25acf0f3-71d4-47aa-8653-f426f1734b13
126744,726,Mentodus rostratus,,2023-01-30 18:49:02 UTC,,,11585,No,No,Yes,,,Mentodus rostratus,No,2023-03-07 15:21:36 UTC,d82c7ec5-cb5f-41d5-a21d-a5902f209045
127258,728,channeled rockfish / deepwater scorpionfish,,2022-12-21 01:42:41 UTC,,,11167,No,No,No,,,Setarches guentheri,No,2023-03-07 15:19:40 UTC,440d4a9e-f4ad-41b0-96f6-add9480096ad
272087,729,LOWEI,Poisson à licou,2020-08-13 14:04:48 UTC,,,729,No,No,No,,,Omosudis lowii,No,2023-03-07 15:15:15 UTC,61484751-56da-4888-9747-7ceb566e6113
127405,730,OCEAN SUNFISH,,2022-09-29 16:16:51 UTC,Jamie,34,11042,No,No,No,,,Mola mola,No,2023-03-07 15:19:05 UTC,5f2b3b43-c10e-4f5b-8d5a-2fecc56ad486
126332,731,SHORTNOSE LANCETFISH,,2022-12-21 01:41:37 UTC,,,11140,No,No,No,,,Alepisaurus brevirostris,No,2023-03-07 15:19:32 UTC,21979009-8e23-465b-b691-771464214070
126334,732,DAGGERTOOTH,Pharaon,2020-08-13 14:04:48 UTC,,,732,No,No,No,,,Anotopterus pharao,No,2023-03-07 15:15:16 UTC,4d0ed563-b342-4529-b51d-338cc603b6ed
125666,733,Sabretooth,,2023-01-30 18:49:04 UTC,,,11586,No,No,Yes,,,Evermannella,No,2023-03-07 15:21:36 UTC,ac383c13-2010-49cf-afc0-98606e0dd4d9
159261,734,SPOTFIN FLYINGFISH; CYPSELURUS,,2023-01-30 18:49:05 UTC,,,11587,No,No,Yes,,,Cheilopogon furcatus,No,2023-03-07 15:21:36 UTC,d89aea53-1e00-45ef-bf00-8140b46131da
126382,735,ATLANTIC FLYINGFISH; CYPSELURUS,,2023-01-30 18:49:07 UTC,,,11588,No,No,Yes,,,Cheilopogon heterurus,No,2023-03-07 15:21:36 UTC,499765f0-99cb-4656-ad2e-8ff549ef881d
126386,736,BLACKWING FLYINGFISH; RONDELETTI,poisson volant,2023-01-30 18:49:09 UTC,,,11589,No,No,Yes,,,Hirundichthys rondeletii,No,2023-03-07 15:21:37 UTC,beaaf0df-cfb8-444b-b5a0-4984831879d9
125696,737,COMMON HALFBEAK,,2023-01-30 18:49:10 UTC,,,11590,No,No,Yes,,,Hyporhamphus,No,2023-03-07 15:21:37 UTC,746f3a9d-e5a2-4e92-9ffc-4e30b3633e87
159296,738,BANDED KILLIFISH,fondule barré,2023-01-30 18:49:12 UTC,,,11591,No,No,Yes,,,Fundulus diaphanus,No,2023-03-07 15:21:37 UTC,4a0e5f95-8a62-4d9b-9182-0144aac35c08
126645,739,SHORTSPINE TAPIRFISH,,2022-12-21 01:42:12 UTC,,,11158,No,No,No,,,Polyacanthonotus rissoanus,No,2023-03-07 15:19:38 UTC,a5290710-487a-46e4-b148-71176d0f7fe2
126643,740,SPINY EEL,Tapir à grandes écailles,2020-08-13 14:04:48 UTC,,,740,No,No,No,,,Notacanthus chemnitzii,No,2023-05-23 19:59:48 UTC,25bd98ba-5922-453d-83b3-a266f3d7ef13
125603,741,UNIDENTIFIED HATCHETFISH,Haches non-spécifié (Sternoptychidae),2020-08-13 14:04:48 UTC,,,741,No,No,No,,,Sternoptychidae (f.),No,2023-05-23 19:59:39 UTC,5f85ca3b-1994-4fcf-a0a7-74c3d549d3c7
126558,742,ATLANTIC BATFISH,Chauve-souris atlantique,2020-08-13 14:04:48 UTC,,,742,No,No,No,,,Dibranchus atlanticus,No,2023-03-07 15:15:16 UTC,51bde608-9e11-49af-9842-d84192fd00f5
126832,743,AMERICAN BARRELFISH,Pompile d'Amérique,2020-08-13 14:04:48 UTC,,,743,No,No,No,,,Hyperoglyphe perciformis,No,2023-03-07 15:15:17 UTC,9800d8a2-f5ac-4ce8-bd51-cc4eef2cc536
127163,744,STOUT BEARD FISH,Gros barbudo,2020-08-13 14:04:48 UTC,,,744,No,No,No,,,Polymixia nobilis,No,2023-03-07 15:15:17 UTC,84956b57-21e5-4315-83be-150d2c8dc138
125601,745,ANGLEMOUTH,Cyclothones non-spécifié (Gonostomatidae),2020-08-13 14:04:48 UTC,,,745,No,No,No,,,Gonostomatidae (f.),No,2023-05-23 19:59:38 UTC,b8d2578e-e8f6-4d03-a008-891397145461
158934,746,NORTHERN PUFFER,Sphéroïde du nord,2020-08-13 14:04:48 UTC,,,746,No,No,No,,,Sphoeroides maculatus,No,2023-03-07 15:15:18 UTC,8e426997-1fe7-47c9-9758-8e80d72d8199
126846,747,MAHI-MAHI,Dauphin,2020-08-13 14:04:48 UTC,,,747,No,No,No,,,Coryphaena hippurus,No,2023-03-07 15:15:18 UTC,66fef926-56ab-4bc6-8cce-d33a0ef8daf2
125452,748,FLYING FISH UNIDENTIFIED,,2023-01-30 18:49:15 UTC,,,11592,No,No,Yes,,,Exocoetidae,No,2023-03-07 15:21:38 UTC,47e733ad-f79e-4f6b-a7bf-cf9dff4f0fdd
126698,749,SLICKHEAD; SALMONEA,Conocara salmoneum,2020-08-13 14:04:48 UTC,,,749,No,No,No,,,Conocara salmoneum,No,2023-03-07 15:15:18 UTC,77c24800-e6c7-409b-a3a5-8c577f2e5ae7
126994,750,CARDINALFISH,,2022-12-21 01:42:29 UTC,,,11165,No,No,No,,,Howella brodiei,No,2023-03-07 15:19:40 UTC,9ae22236-2a2a-45c2-861a-00ae90a9c496
159556,751,HIGHFIN SCORPIONFISH,,2023-01-30 18:49:17 UTC,,,11593,No,No,Yes,,,Pontinus rathbuni,No,2023-03-07 15:21:38 UTC,259b4c07-da5e-4d59-8f96-de6f262f31c4
127299,752,MAULS ANGLEMOUTH,,2023-01-30 18:49:18 UTC,,,11594,No,No,Yes,,,Pollichthys mauli,No,2023-03-07 15:21:38 UTC,f1f495b8-eb10-46c8-accb-63851f98b936
127283,753,ALBINO ANGLEMOUTH,,2023-01-30 18:49:20 UTC,,,11595,No,No,Yes,,,Cyclothone alba,No,2023-03-07 15:21:39 UTC,d2c00f14-31ae-4af2-b3e4-2c4f337bf6e6
127284,754,BRAUERS ANGLEMOUTH,cyclothone à queue tachetée,2023-01-30 18:49:21 UTC,,,11596,No,No,Yes,,,Cyclothone braueri,No,2023-03-07 15:21:39 UTC,1c4bfbc6-77c6-48be-8cbf-d50131114329
126187,755,ANGLEMOUTH,,2022-12-21 01:41:23 UTC,,,11133,No,No,No,,,Cyclothone,No,2023-03-07 15:19:30 UTC,0da152dc-0b7f-49f1-a5e1-af22d2cc22ec
126220,756,DRAGONFISH UNIDENTIFIED,Vipère de mer non-spécifié,2020-08-13 14:04:48 UTC,,,756,No,No,No,,,Stomias sp.,No,2023-03-07 15:15:19 UTC,a4c6e21b-3257-4e8e-81d1-c88a1164cfca
158987,757,LITTLE MORID,,2022-12-21 01:44:27 UTC,,,11219,No,No,No,,,Physiculus fulvus,No,2023-03-07 15:19:54 UTC,3c1bc465-d3e6-4ffc-b827-98c927767acc
158900,758,DOFLEINS LANTERNFISH,NA,2022-07-03 01:55:22 UTC,pablo,10,10993,No,No,No,pablo,10,Lobianchia dofleini,No,2023-03-07 15:18:52 UTC,242fd7a3-fa8d-11ec-a081-a08cfde36583
126227,759,PIPEFISH UNIDEN.,Syngnathe non-spécifié,2020-08-13 14:04:48 UTC,,,759,No,No,No,,,Syngnathus sp.,No,2023-03-07 15:15:19 UTC,6dac679f-f5c1-4dc5-b294-4d43a624538f
126556,760,JOHNSONI,,2023-01-30 18:49:23 UTC,,,11597,No,No,Yes,,,Melanocetus johnsonii,No,2023-03-07 15:21:39 UTC,8734ea1b-3ecf-4e33-b450-7cc9a9a92b00
126560,761,can-opener smoothdream,,2023-01-30 18:49:25 UTC,,,11598,No,No,Yes,,,Chaenophryne longiceps,No,2023-03-07 15:21:39 UTC,c3c69d71-e31a-4aba-8b85-738fa5b7cd57
126562,762,Dolopichthys allector,,2023-01-30 18:49:27 UTC,,,11599,No,No,Yes,,,Dolopichthys allector,No,2023-03-07 15:21:40 UTC,eb212c7e-f828-45ac-b5ae-bcfc4539a0fa
126578,763,Lasiognathus beebei,,2023-01-30 18:49:28 UTC,,,11600,No,No,Yes,,,Lasiognathus beebei,No,2023-03-07 15:21:40 UTC,dcaf2157-139c-4e3e-b4f9-43524c77e78e
126566,764,Leptacanthichthys gracilispinis,,2023-01-30 19:17:34 UTC,,,11601,No,No,Yes,,,Leptacanthichthys gracilispinis,No,2023-03-07 15:21:40 UTC,6b16361d-38dc-4b5a-8d0e-70a6dea7497e
126567,765,LOPHODOLUS,,2023-01-30 19:17:36 UTC,,,11602,No,No,Yes,,,Lophodolos acanthognathus,No,2023-03-07 15:21:41 UTC,8b0c563b-0936-4c62-a0d4-037732826d1a
126568,766,short-rod anglerfish,,2023-01-30 19:17:38 UTC,,,11603,No,No,Yes,,,Microlophichthys microlophus,No,2023-03-07 15:21:41 UTC,c20f3921-2778-4afd-b27a-a8e78b3eedb3
126572,767,Bulbous dreamer / Twopole dreamer,,2023-01-30 19:17:39 UTC,,,11604,No,No,Yes,,,Oneirodes eschrichtii,No,2023-03-07 15:21:41 UTC,5e5296e7-4a00-4a98-929a-8008147081ae
125811,768,INCL ONERIDES SP,,2022-12-21 01:41:07 UTC,,,11124,No,No,No,,,Oneirodes,No,2023-03-07 15:19:28 UTC,37a8bc90-98db-447b-ad18-577e4e9db2c4
159306,769,MUMMICHOG,choquemort,2023-01-30 19:17:41 UTC,,,11605,No,No,Yes,,,Fundulus heteroclitus,No,2023-03-07 15:06:34 UTC,eb5c543a-f35b-445b-baa9-04f8e392cfe2
159228,770,ATLANTIC SILVERSIDE,Capucette,2020-08-13 14:04:48 UTC,,,770,No,No,No,,,Menidia menidia,No,2023-03-07 15:15:19 UTC,24abb7f9-6750-4039-a85c-9110ac414c90
158923,771,BEARDFISH,Barbudo des caraibes,2020-08-13 14:04:48 UTC,,,771,No,No,No,,,Polymixia lowei,No,2023-03-07 15:15:19 UTC,6df40eae-7613-4400-9625-8d8252ef4569
126398,772,SPINYFIN,,2023-01-30 19:17:43 UTC,,,11606,No,No,Yes,,,Diretmus argenteus,No,2023-03-07 15:21:42 UTC,617022ca-f536-4fb8-ac0c-bec82c2cf1c4
126401,773,DARWINI,,2023-01-30 19:17:44 UTC,,,11607,No,No,Yes,,,Gephyroberyx darwinii,No,2023-03-07 15:21:42 UTC,16124111-a8c2-44cd-967e-6eedaa1a2c28
126393,774,OGREFISH,Poisson-ogre,2020-08-13 14:04:48 UTC,,,774,No,No,No,,,Anoplogaster cornuta,No,2023-03-07 15:15:20 UTC,8e548cd4-750c-478b-8603-9b24f5b73732
126394,775,ALFONSIN A CASTA LARGA,Béryx commun,2020-08-13 14:04:48 UTC,,,775,No,No,No,,,Beryx decadactylus,No,2023-03-07 15:15:20 UTC,2fb2f360-a76c-4a40-a7d5-7710dfa4ce61
126395,776,ALFONSIN A CASTA,béryx long / beryx longue / dorade rouge,2023-01-30 19:17:46 UTC,,,11608,No,No,Yes,,,Beryx splendens,No,2023-03-07 15:21:42 UTC,7c17bad1-4ed5-4993-b6c3-5121f58a8a14
127420,777,THORNY TINSELFISH,Pallissade à épines plates,2020-08-13 14:04:48 UTC,,,777,No,No,No,,,Grammicolepis brachiusculus,No,2023-03-07 15:15:20 UTC,91159723-102d-45ea-9f88-5a981170516c
126522,778,OPAH,lampris / opah / poisson lune / poisson royal,2023-01-30 19:17:49 UTC,,,11609,No,No,Yes,,,Lampris guttatus,No,2023-03-07 15:21:42 UTC,ef36c82d-8605-4a3c-bdb2-691779404ae7
