basket_wt_kg,catch_id,creation_date,id,last_modified_date,mission_number,sampled,set_number,size_class,size_class_display,species_aphia_id,species_code,species_en,species_fr,species_scientific,species_uuid
0.003,3512,2023-07-16 11:57:53 UTC,4673,2023-07-16 11:57:53 UTC,TEL-2023-010,No,101,1,1,123776,6111,Common starfish,Étoile de mer commune,Asterias rubens,721edd7b-fea1-42e7-bfbc-71f3d51f13f5
0.0035,3515,2023-07-16 11:59:09 UTC,4676,2023-07-16 11:59:09 UTC,TEL-2023-010,No,101,1,1,123276,6118,BLOOD STAR  GENUS; INCL HENRICA SP,Étoiles de mer sanguine (Henricia sp.),Henricia sp.,f974059b-1e00-4bd9-91ca-30cca314741b
0.02,3520,2023-07-16 12:01:36 UTC,4681,2023-07-16 12:01:36 UTC,TEL-2023-010,No,101,1,1,100790,8382,Sea Anemone (Epizoanthus sp.),Anémone de mer (Epizoanthus sp.),Epizoanthus sp.,2f997e29-dbe1-11ec-bdaf-a08cfde36583
25.12,3525,2023-07-16 15:22:25 UTC,4686,2023-07-16 15:22:25 UTC,TEL-2023-010,Yes,102,1,1,126437,11,HADDOCK,Aiglefin,Melanogrammus aeglefinus,2a595a64-620c-4678-838e-d69cc81ffecd
0.136,3527,2023-07-16 15:22:49 UTC,4688,2023-07-16 15:22:49 UTC,TEL-2023-010,Yes,102,1,1,126503,13,SQUIRREL OR RED HAKE,Merluche-écureuil,Urophycis chuss,5976e380-8d3d-4038-8806-83434953a43a
3.53,3523,2023-07-16 15:21:56 UTC,4684,2023-07-16 15:21:56 UTC,TEL-2023-010,Yes,102,1,1,158962,14,SILVER HAKE,Merlu argenté,Merluccius bilinearis,23d02f66-fed3-41f2-b392-02acd2e705f7
2.04,3526,2023-07-16 15:22:41 UTC,4687,2023-07-16 15:22:41 UTC,TEL-2023-010,Yes,102,1,1,105923,220,SPINY DOGFISH,Aiguillat commun,Squalus acanthias,1e170cdf-4f3b-47c9-bad4-64947d79bd6c
0.028,3533,2023-07-16 15:24:35 UTC,4694,2023-07-16 15:42:44 UTC,TEL-2023-010,Yes,102,1,1,125595,280,SCORPIONFISHES,,Scorpaenidae,43d086b3-4f91-484c-b8db-ae876b89a6c0
0.046,3531,2023-07-16 15:24:03 UTC,4692,2023-07-16 15:24:03 UTC,TEL-2023-010,Yes,102,1,1,276339,637,SPOTFIN DRAGONET; AGASSIZI,Foetorepus agassizii,Foetorepus agassizii,13fed2cd-e342-42a8-a507-e7ac31a41031
0.256,3528,2023-07-16 15:23:10 UTC,4689,2023-07-16 15:23:10 UTC,TEL-2023-010,Yes,102,1,1,159828,701,BUTTERFISH,Stromatée à fossette,Peprilus triacanthus,af1c13d6-f851-488f-bf35-e047d1a85587
3.08,3524,2023-07-16 15:22:12 UTC,4685,2023-07-16 15:22:12 UTC,TEL-2023-010,Yes,102,1,1,156134,2550,AMERICAN LOBSTER,Homard américain,Homarus americanus,fa1d2e4f-ecf5-414f-a342-c3aa3c346bd2
0.002,3535,2023-07-16 15:25:22 UTC,4696,2023-07-16 15:25:22 UTC,TEL-2023-010,No,102,1,1,110690,2611,NORTHERN KRILL,Krill norvégien,Meganyctiphanes norvegica,38e44e47-d727-46ce-9d86-19d72b2c8e56
0.001,3537,2023-07-16 15:26:27 UTC,4698,2023-07-16 15:26:27 UTC,TEL-2023-010,No,102,1,1,1762,4400,SEA SLUGS,Nudibranche non-spécifié (Nudibranchia),Nudibranchia (o.),bfe7d655-3bfa-4783-95cf-d9d1921f8ac5
0.32,3529,2023-07-16 15:23:26 UTC,4690,2023-07-16 15:23:26 UTC,TEL-2023-010,Yes,102,1,1,153087,4511,SHORT-FIN SQUID,Encornet rouge nordique,Illex illecebrosus,a34b02ba-08d9-449c-ae3a-895ecbf356f7
0.0005,3541,2023-07-16 15:29:07 UTC,4701,2023-07-16 15:29:07 UTC,TEL-2023-010,No,102,1,1,123121,6105,Sea Stars (Asteriidae),Étoiles de mer (Asteriidae),Asteriidae,72247e7f-9075-11ec-8fd9-a08cfde36583
0.074,3536,2023-07-16 15:25:52 UTC,4697,2023-07-16 15:25:52 UTC,TEL-2023-010,No,102,1,1,178806,6106,Sclerasterias tanneri,,Sclerasterias tanneri,a0efa2d4-8c23-4dd4-bba5-ae46aeaf732a
0.008,3532,2023-07-16 15:24:14 UTC,4693,2023-07-16 15:24:14 UTC,TEL-2023-010,No,102,1,1,123276,6118,BLOOD STAR  GENUS; INCL HENRICA SP,Étoiles de mer sanguine (Henricia sp.),Henricia sp.,f974059b-1e00-4bd9-91ca-30cca314741b
0.0005,3539,2023-07-16 15:28:15 UTC,4699,2023-07-16 15:28:15 UTC,TEL-2023-010,No,102,1,1,124151,6126,Sea Star (P. pulvillus),Étoile de mer (P. pulvillus),Pteraster pulvillus,7224ab42-9075-11ec-8fd9-a08cfde36583
0.0005,3540,2023-07-16 15:28:29 UTC,4700,2023-07-16 15:28:29 UTC,TEL-2023-010,No,102,1,1,158490,6136,Astropecten americanus,,Astropecten americanus,9eb8b50e-6a91-482c-a032-7f00d3c155ab
0.038,3534,2023-07-16 15:24:57 UTC,4695,2023-07-16 15:24:57 UTC,TEL-2023-010,No,102,1,1,1292,8332,Anthozoan unidentified,Anthozoaires non-spécifié,Anthozoa (c.),5cc2c93a-5130-40a9-b3b3-041ff8a6baa1
0.016,3542,2023-07-16 15:29:44 UTC,4702,2023-07-16 15:29:44 UTC,TEL-2023-010,No,102,1,1,100790,8382,Sea Anemone (Epizoanthus sp.),Anémone de mer (Epizoanthus sp.),Epizoanthus sp.,2f997e29-dbe1-11ec-bdaf-a08cfde36583
0.318,3530,2023-07-16 15:23:43 UTC,4691,2023-07-16 15:23:43 UTC,TEL-2023-010,Yes,102,1,1,172121,8601,RUSSIAN HATS; POURTALESI,Vazella pourtalesii,Vazella pourtalesii,e53c24d9-c269-4645-97c7-0db832187cd8
2.02,3548,2023-07-16 18:21:46 UTC,4708,2023-07-16 18:21:46 UTC,TEL-2023-010,Yes,103,1,1,126437,11,HADDOCK,Aiglefin,Melanogrammus aeglefinus,2a595a64-620c-4678-838e-d69cc81ffecd
0.357,3556,2023-07-16 18:23:43 UTC,4715,2023-07-16 18:23:43 UTC,TEL-2023-010,Yes,103,1,1,126503,13,SQUIRREL OR RED HAKE,Merluche-écureuil,Urophycis chuss,5976e380-8d3d-4038-8806-83434953a43a
4.02,3545,2023-07-16 18:21:18 UTC,4705,2023-07-16 18:21:18 UTC,TEL-2023-010,Yes,103,1,1,158962,14,SILVER HAKE,Merlu argenté,Merluccius bilinearis,23d02f66-fed3-41f2-b392-02acd2e705f7
2.97,3543,2023-07-16 18:20:55 UTC,4703,2023-07-16 18:20:55 UTC,TEL-2023-010,Yes,103,1,1,126441,16,POLLOCK,Goberge,Pollachius virens,12868fea-63cc-4e2a-8ac6-8ef21ba5eca1
0.31,3552,2023-07-16 18:22:33 UTC,4711,2023-07-16 18:22:33 UTC,TEL-2023-010,Yes,103,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
0.003,3564,2023-07-16 18:27:35 UTC,4722,2023-07-16 18:27:35 UTC,TEL-2023-010,Yes,103,1,1,158791,44,GULF STREAM FLOUNDER,Turbot du Gulf Stream,Citharichthys arctifrons,0080c5dd-773b-41d9-9296-627a9774e5e3
0.306,3553,2023-07-16 18:22:39 UTC,4712,2023-07-16 18:22:39 UTC,TEL-2023-010,Yes,103,1,1,127023,70,MACKEREL ATLANTIC,Maquereau bleu,Scomber scombrus,614cc280-5149-4d97-a3a1-39a54517eaa7
0.498,3551,2023-07-16 18:22:24 UTC,4710,2023-07-16 18:22:24 UTC,TEL-2023-010,Yes,103,1,1,159785,122,CUNNER,Tanche-tautogue,Tautogolabrus adspersus,3feaa359-eda4-49a5-86f9-72ebe56c469f
0.022,3557,2023-07-16 18:23:51 UTC,4716,2023-07-16 18:23:51 UTC,TEL-2023-010,Yes,103,1,1,158868,149,LONGNOSE GREENEYE,Oeil-vert à long nez,Parasudis truculenta,4fa74e42-9214-41a5-a1f5-2e49b43b35b1
8.22,3546,2023-07-16 18:21:25 UTC,4706,2023-07-16 18:21:25 UTC,TEL-2023-010,Yes,103,1,1,105923,220,SPINY DOGFISH,Aiguillat commun,Squalus acanthias,1e170cdf-4f3b-47c9-bad4-64947d79bd6c
0.68,3544,2023-07-16 18:21:10 UTC,4704,2023-07-16 18:39:53 UTC,TEL-2023-010,Yes,103,1,1,125595,280,SCORPIONFISHES,,Scorpaenidae,43d086b3-4f91-484c-b8db-ae876b89a6c0
7.5,3550,2023-07-16 18:22:06 UTC,4709,2023-07-16 18:22:06 UTC,TEL-2023-010,Yes,103,1,1,159828,701,BUTTERFISH,Stromatée à fossette,Peprilus triacanthus,af1c13d6-f851-488f-bf35-e047d1a85587
1.97,3547,2023-07-16 18:21:40 UTC,4707,2023-07-16 18:21:40 UTC,TEL-2023-010,Yes,103,1,1,156134,2550,AMERICAN LOBSTER,Homard américain,Homarus americanus,fa1d2e4f-ecf5-414f-a342-c3aa3c346bd2
0.0123,3555,2023-07-16 18:23:05 UTC,4714,2023-07-16 18:23:05 UTC,TEL-2023-010,No,103,1,1,1762,4400,SEA SLUGS,Nudibranche non-spécifié (Nudibranchia),Nudibranchia (o.),bfe7d655-3bfa-4783-95cf-d9d1921f8ac5
0.76,3554,2023-07-16 18:22:51 UTC,4713,2023-07-16 18:22:51 UTC,TEL-2023-010,Yes,103,1,1,153087,4511,SHORT-FIN SQUID,Encornet rouge nordique,Illex illecebrosus,a34b02ba-08d9-449c-ae3a-895ecbf356f7
0.068,3554,2023-07-16 18:49:57 UTC,4725,2023-07-16 18:49:57 UTC,TEL-2023-010,Yes,103,1,1,153087,4511,SHORT-FIN SQUID,Encornet rouge nordique,Illex illecebrosus,a34b02ba-08d9-449c-ae3a-895ecbf356f7
0.006,3566,2023-07-16 18:29:11 UTC,4723,2023-07-16 18:29:11 UTC,TEL-2023-010,No,103,1,1,178806,6106,Sclerasterias tanneri,,Sclerasterias tanneri,a0efa2d4-8c23-4dd4-bba5-ae46aeaf732a
0.002,3561,2023-07-16 18:26:04 UTC,4719,2023-07-16 18:26:04 UTC,TEL-2023-010,No,103,1,1,123276,6118,BLOOD STAR  GENUS; INCL HENRICA SP,Étoiles de mer sanguine (Henricia sp.),Henricia sp.,f974059b-1e00-4bd9-91ca-30cca314741b
0.0005,3563,2023-07-16 18:27:12 UTC,4721,2023-07-16 18:27:12 UTC,TEL-2023-010,No,103,1,1,123338,6122,solaster,NA,solaster,5c451b06-fa8d-11ec-a081-a08cfde36583
0.002,3567,2023-07-16 18:29:47 UTC,4724,2023-07-16 18:29:47 UTC,TEL-2023-010,No,103,1,1,124151,6126,Sea Star (P. pulvillus),Étoile de mer (P. pulvillus),Pteraster pulvillus,7224ab42-9075-11ec-8fd9-a08cfde36583
0.001,3562,2023-07-16 18:26:18 UTC,4720,2023-07-16 18:26:18 UTC,TEL-2023-010,No,103,1,1,125125,6211,DAISY,Ophiure pâquerette,Ophiopholis aculeata,c0a542dd-570a-41e1-86fc-de2b78e1949e
2.09,3559,2023-07-16 18:24:50 UTC,4718,2023-07-16 18:24:50 UTC,TEL-2023-010,Yes,103,1,1,172121,8601,RUSSIAN HATS; POURTALESI,Vazella pourtalesii,Vazella pourtalesii,e53c24d9-c269-4645-97c7-0db832187cd8
0.051,3559,2023-07-16 18:24:39 UTC,4717,2023-07-16 18:24:39 UTC,TEL-2023-010,No,103,1,1,172121,8601,RUSSIAN HATS; POURTALESI,Vazella pourtalesii,Vazella pourtalesii,e53c24d9-c269-4645-97c7-0db832187cd8
5.93,3570,2023-07-16 19:55:06 UTC,4728,2023-07-16 19:55:29 UTC,TEL-2023-010,Yes,104,1,1,126437,11,HADDOCK,Aiglefin,Melanogrammus aeglefinus,2a595a64-620c-4678-838e-d69cc81ffecd
0.082,3572,2023-07-16 19:55:58 UTC,4730,2023-07-16 19:55:58 UTC,TEL-2023-010,Yes,104,1,1,158962,14,SILVER HAKE,Merlu argenté,Merluccius bilinearis,23d02f66-fed3-41f2-b392-02acd2e705f7
5.32,3568,2023-07-16 19:54:51 UTC,4726,2023-07-16 19:54:51 UTC,TEL-2023-010,Yes,104,1,1,127138,30,HALIBUT ATLANTIC,Flétan Atlantique,Hippoglossus hippoglossus,dbf46c6f-f6dc-4c38-93bf-437d34ff9beb
0.022,3576,2023-07-16 19:57:38 UTC,4734,2023-07-16 19:57:38 UTC,TEL-2023-010,Yes,104,1,1,158791,44,GULF STREAM FLOUNDER,Turbot du Gulf Stream,Citharichthys arctifrons,0080c5dd-773b-41d9-9296-627a9774e5e3
0.054,3578,2023-07-16 19:58:32 UTC,4736,2023-07-16 19:58:32 UTC,TEL-2023-010,Yes,104,1,1,126715,160,ARGENTINE ATLANTIC,Grande argentine,Argentina silus,1124b033-be82-4725-b290-f3be08b6f720
0.072,3569,2023-07-16 19:55:00 UTC,4727,2023-07-16 19:55:00 UTC,TEL-2023-010,Yes,104,1,1,125595,280,SCORPIONFISHES,,Scorpaenidae,43d086b3-4f91-484c-b8db-ae876b89a6c0
15.17,3571,2023-07-16 19:55:48 UTC,4729,2023-07-16 19:55:48 UTC,TEL-2023-010,Yes,104,1,1,159828,701,BUTTERFISH,Stromatée à fossette,Peprilus triacanthus,af1c13d6-f851-488f-bf35-e047d1a85587
0.198,3573,2023-07-16 19:56:24 UTC,4731,2023-07-16 19:56:24 UTC,TEL-2023-010,Yes,104,1,1,153087,4511,SHORT-FIN SQUID,Encornet rouge nordique,Illex illecebrosus,a34b02ba-08d9-449c-ae3a-895ecbf356f7
0.002,3581,2023-07-16 20:00:53 UTC,4738,2023-07-16 20:00:53 UTC,TEL-2023-010,No,104,1,1,123121,6105,Sea Stars (Asteriidae),Étoiles de mer (Asteriidae),Asteriidae,72247e7f-9075-11ec-8fd9-a08cfde36583
0.006,3580,2023-07-16 19:59:49 UTC,4737,2023-07-16 19:59:49 UTC,TEL-2023-010,No,104,1,1,178806,6106,Sclerasterias tanneri,,Sclerasterias tanneri,a0efa2d4-8c23-4dd4-bba5-ae46aeaf732a
0.006,3577,2023-07-16 19:58:08 UTC,4735,2023-07-16 19:58:08 UTC,TEL-2023-010,No,104,1,1,123276,6118,BLOOD STAR  GENUS; INCL HENRICA SP,Étoiles de mer sanguine (Henricia sp.),Henricia sp.,f974059b-1e00-4bd9-91ca-30cca314741b
0.004,3582,2023-07-16 20:01:35 UTC,4739,2023-07-16 20:01:35 UTC,TEL-2023-010,No,104,1,1,100790,8382,Sea Anemone (Epizoanthus sp.),Anémone de mer (Epizoanthus sp.),Epizoanthus sp.,2f997e29-dbe1-11ec-bdaf-a08cfde36583
0.142,3574,2023-07-16 19:56:53 UTC,4732,2023-07-16 19:56:53 UTC,TEL-2023-010,Yes,104,1,1,172121,8601,RUSSIAN HATS; POURTALESI,Vazella pourtalesii,Vazella pourtalesii,e53c24d9-c269-4645-97c7-0db832187cd8
0.032,3574,2023-07-16 19:57:02 UTC,4733,2023-07-16 19:57:02 UTC,TEL-2023-010,No,104,1,1,172121,8601,RUSSIAN HATS; POURTALESI,Vazella pourtalesii,Vazella pourtalesii,e53c24d9-c269-4645-97c7-0db832187cd8
15.97,3588,2023-07-16 22:39:08 UTC,4745,2023-07-16 22:39:08 UTC,TEL-2023-010,Yes,105,1,1,126437,11,HADDOCK,Aiglefin,Melanogrammus aeglefinus,2a595a64-620c-4678-838e-d69cc81ffecd
0.6,3594,2023-07-16 22:40:03 UTC,4751,2023-07-16 22:40:03 UTC,TEL-2023-010,Yes,105,1,1,126503,13,SQUIRREL OR RED HAKE,Merluche-écureuil,Urophycis chuss,5976e380-8d3d-4038-8806-83434953a43a
5.05,3589,2023-07-16 22:39:13 UTC,4746,2023-07-16 22:39:13 UTC,TEL-2023-010,Yes,105,1,1,158962,14,SILVER HAKE,Merlu argenté,Merluccius bilinearis,23d02f66-fed3-41f2-b392-02acd2e705f7
0.114,3591,2023-07-16 22:39:29 UTC,4747,2023-07-16 22:39:29 UTC,TEL-2023-010,Yes,105,1,1,127137,40,AMERICAN PLAICE,Plie canadienne,Hippoglossoides platessoides,6122d593-0a34-4591-8ab6-65f693d17cc7
0.416,3592,2023-07-16 22:39:46 UTC,4749,2023-07-16 22:39:46 UTC,TEL-2023-010,Yes,105,1,1,127136,41,WITCH FLOUNDER,Plie grise,Glyptocephalus cynoglossus,c665a6f0-abf2-43ff-98b1-5698d3e4c820
0.0745,3595,2023-07-16 22:40:18 UTC,4752,2023-07-16 22:40:18 UTC,TEL-2023-010,Yes,105,1,1,158791,44,GULF STREAM FLOUNDER,Turbot du Gulf Stream,Citharichthys arctifrons,0080c5dd-773b-41d9-9296-627a9774e5e3
0.292,3586,2023-07-16 22:38:55 UTC,4743,2023-07-16 22:38:55 UTC,TEL-2023-010,Yes,105,1,1,127023,70,MACKEREL ATLANTIC,Maquereau bleu,Scomber scombrus,614cc280-5149-4d97-a3a1-39a54517eaa7
0.662,3590,2023-07-16 22:39:34 UTC,4748,2023-07-16 22:39:34 UTC,TEL-2023-010,Yes,105,1,1,158833,142,FOURSPOT FLOUNDER,Cardeau quatre ocelles,Hippoglossina oblonga,a16da05e-2e71-459e-8c22-f8e21b2a433a
8.59,3584,2023-07-16 22:38:30 UTC,4741,2023-07-16 22:38:30 UTC,TEL-2023-010,Yes,105,1,1,158548,200,BARNDOOR SKATE,Grande raie,Dipturus laevis,16cc1a43-db69-47ba-a541-f0ad36aff5e8
0.61,3583,2023-07-16 22:38:23 UTC,4740,2023-07-16 22:38:23 UTC,TEL-2023-010,Yes,105,1,1,159828,701,BUTTERFISH,Stromatée à fossette,Peprilus triacanthus,af1c13d6-f851-488f-bf35-e047d1a85587
0.0005,3598,2023-07-16 22:41:52 UTC,4755,2023-07-16 22:41:52 UTC,TEL-2023-010,No,105,1,1,158356,2214,Bristled longbeak shrimp,Crevette - Dichelopandalus leptocerus,Dichelopandalus leptocerus,0a120f9d-714f-48bc-925f-b39b246f8f17
0.001,3593,2023-07-16 22:39:48 UTC,4750,2023-07-16 22:39:48 UTC,TEL-2023-010,No,105,1,1,1762,4400,SEA SLUGS,Nudibranche non-spécifié (Nudibranchia),Nudibranchia (o.),bfe7d655-3bfa-4783-95cf-d9d1921f8ac5
0.629,3587,2023-07-16 22:39:02 UTC,4744,2023-07-16 22:39:02 UTC,TEL-2023-010,Yes,105,1,1,153087,4511,SHORT-FIN SQUID,Encornet rouge nordique,Illex illecebrosus,a34b02ba-08d9-449c-ae3a-895ecbf356f7
0.001,3597,2023-07-16 22:41:17 UTC,4754,2023-07-16 22:41:17 UTC,TEL-2023-010,No,105,1,1,178806,6106,Sclerasterias tanneri,,Sclerasterias tanneri,a0efa2d4-8c23-4dd4-bba5-ae46aeaf732a
0.0275,3599,2023-07-16 22:42:12 UTC,4756,2023-07-16 22:42:12 UTC,TEL-2023-010,No,105,1,1,100790,8382,Sea Anemone (Epizoanthus sp.),Anémone de mer (Epizoanthus sp.),Epizoanthus sp.,2f997e29-dbe1-11ec-bdaf-a08cfde36583
0.01,3596,2023-07-16 22:40:40 UTC,4753,2023-07-16 22:40:40 UTC,TEL-2023-010,No,105,1,1,135220,8500,JELLYFISHES,Méduse non-spécifié (Scyphozoa),Scyphozoa (c.),0201c618-97bd-47d6-9a2a-3520ebb5f770
0.25,3585,2023-07-16 22:38:43 UTC,4742,2023-07-16 22:38:43 UTC,TEL-2023-010,Yes,105,1,1,172121,8601,RUSSIAN HATS; POURTALESI,Vazella pourtalesii,Vazella pourtalesii,e53c24d9-c269-4645-97c7-0db832187cd8
8.38,3607,2023-07-17 00:40:31 UTC,4765,2023-07-17 00:40:31 UTC,TEL-2023-010,Yes,106,1,1,126437,11,HADDOCK,Aiglefin,Melanogrammus aeglefinus,2a595a64-620c-4678-838e-d69cc81ffecd
0.224,3611,2023-07-17 00:41:05 UTC,4769,2023-07-17 00:41:05 UTC,TEL-2023-010,Yes,106,1,1,158962,14,SILVER HAKE,Merlu argenté,Merluccius bilinearis,23d02f66-fed3-41f2-b392-02acd2e705f7
0.468,3609,2023-07-17 00:40:58 UTC,4767,2023-07-17 00:40:58 UTC,TEL-2023-010,Yes,106,1,1,126441,16,POLLOCK,Goberge,Pollachius virens,12868fea-63cc-4e2a-8ac6-8ef21ba5eca1
7.4,3602,2023-07-17 00:39:55 UTC,4760,2023-07-17 00:39:55 UTC,TEL-2023-010,Yes,106,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
17.55,3612,2023-07-17 00:41:48 UTC,4772,2023-07-17 00:41:48 UTC,TEL-2023-010,Yes,106,1,1,127138,30,HALIBUT ATLANTIC,Flétan Atlantique,Hippoglossus hippoglossus,dbf46c6f-f6dc-4c38-93bf-437d34ff9beb
3.18,3604,2023-07-17 00:40:07 UTC,4762,2023-07-17 00:40:07 UTC,TEL-2023-010,Yes,106,1,1,126417,60,HERRING ATLANTIC,Hareng atlantique,Clupea harengus,5d02abb7-3748-44b9-83cf-d72cdeaa02ac
16.27,3605,2023-07-17 00:40:22 UTC,4764,2023-07-17 00:40:22 UTC,TEL-2023-010,Yes,106,1,1,158548,200,BARNDOOR SKATE,Grande raie,Dipturus laevis,16cc1a43-db69-47ba-a541-f0ad36aff5e8
1.026,3608,2023-07-17 00:40:39 UTC,4766,2023-07-17 00:40:39 UTC,TEL-2023-010,Yes,106,1,1,1577339,203,LITTLE SKATE; ERINACEA,,Leucoraja erinaceus,14884350-d286-431c-84c1-6bc6619c0b51
1.454,3613,2023-07-17 00:41:42 UTC,4771,2023-07-17 00:41:42 UTC,TEL-2023-010,Yes,106,1,1,105923,220,SPINY DOGFISH,Aiguillat commun,Squalus acanthias,1e170cdf-4f3b-47c9-bad4-64947d79bd6c
0.0715,3614,2023-07-17 00:41:41 UTC,4770,2023-07-17 00:41:41 UTC,TEL-2023-010,Yes,106,1,1,159520,300,LONGHORN SCULPIN,Chaboisseau à dix-huit-épines,Myoxocephalus octodecemspinosus,dc8772ca-5ee4-4341-8535-4877abc47dfa
0.002,3625,2023-07-17 00:51:23 UTC,4783,2023-07-17 00:51:23 UTC,TEL-2023-010,No,106,1,1,111367,1901,LEMONWEED,Flustre bryozoaires,Flustra foliacea,0a4abbaf-1083-49ba-9b75-022181f1e9c0
0.0035,3618,2023-07-17 00:47:16 UTC,4776,2023-07-17 00:47:16 UTC,TEL-2023-010,No,106,1,1,158356,2214,Bristled longbeak shrimp,Crevette - Dichelopandalus leptocerus,Dichelopandalus leptocerus,0a120f9d-714f-48bc-925f-b39b246f8f17
0.004,3624,2023-07-17 00:51:13 UTC,4782,2023-07-17 01:20:54 UTC,TEL-2023-010,Yes,106,1,1,107323,2521,Arctic Lyre Crab/Lesser toad crab,Crabe lyre (arctique),Hyas coarctatus,49122567-60f1-43fb-9c29-dff4f32fcba4
2.83,3601,2023-07-17 00:39:44 UTC,4759,2023-07-17 01:19:08 UTC,TEL-2023-010,Yes,106,1,1,156134,2550,AMERICAN LOBSTER,Homard américain,Homarus americanus,fa1d2e4f-ecf5-414f-a342-c3aa3c346bd2
0.0395,3623,2023-07-17 00:50:29 UTC,4781,2023-07-17 00:50:29 UTC,TEL-2023-010,No,106,1,1,106738,2559,HERMIT CRABS,Bernard l'ermite superfamille,Paguridae (f.),a2a07892-2847-472f-aa9d-2761f7bc06f3
0.002,3606,2023-07-17 00:40:17 UTC,4763,2023-07-17 00:40:17 UTC,TEL-2023-010,Yes,106,1,1,156972,4321,SEA SCALLOP,Pétoncle géant,Placopecten magellanicus,25b9a3e3-ecee-4cb5-aa68-6a186aaf4e08
9.14,3600,2023-07-17 00:39:06 UTC,4757,2023-07-17 00:39:06 UTC,TEL-2023-010,Yes,106,1,1,153087,4511,SHORT-FIN SQUID,Encornet rouge nordique,Illex illecebrosus,a34b02ba-08d9-449c-ae3a-895ecbf356f7
26.53,3600,2023-07-17 00:39:26 UTC,4758,2023-07-17 00:39:26 UTC,TEL-2023-010,No,106,1,1,153087,4511,SHORT-FIN SQUID,Encornet rouge nordique,Illex illecebrosus,a34b02ba-08d9-449c-ae3a-895ecbf356f7
0.004,3603,2023-07-17 00:39:57 UTC,4761,2023-07-17 00:39:57 UTC,TEL-2023-010,Yes,106,1,1,574541,4512,"LONGFIN SQUID, LONGFIN INSHORE SQUID; LOLIGO",,Doryteuthis pealeii,f7103d59-0af7-46c5-9ee1-1e0435b33a09
0.003,3610,2023-07-17 00:41:01 UTC,4768,2023-07-17 00:41:01 UTC,TEL-2023-010,No,106,1,1,157036,4522,"Lesser Shining Bobtail, Lesser Bobtail Squid",Sépiole calamarette,Semirossia tenera,0ef42b45-c103-4dad-8f5d-bfe3969186dc
0.33,3621,2023-07-17 00:48:40 UTC,4779,2023-07-17 00:48:40 UTC,TEL-2023-010,No,106,1,1,123776,6111,Common starfish,Étoile de mer commune,Asterias rubens,721edd7b-fea1-42e7-bfbc-71f3d51f13f5
0.002,3620,2023-07-17 00:48:00 UTC,4778,2023-07-17 00:48:00 UTC,TEL-2023-010,No,106,1,1,123222,6114,Sea Stars unidentified (Leptasterias sp.),Étoiles de mer non-spécifié (Leptasterias sp.),Leptasterias sp.,80573683-c9c4-45e1-a217-ba91c89aa5cf
0.02,3615,2023-07-17 00:42:42 UTC,4773,2023-07-17 00:42:42 UTC,TEL-2023-010,No,106,1,1,123276,6118,BLOOD STAR  GENUS; INCL HENRICA SP,Étoiles de mer sanguine (Henricia sp.),Henricia sp.,f974059b-1e00-4bd9-91ca-30cca314741b
0.002,3617,2023-07-17 00:46:48 UTC,4775,2023-07-17 00:46:48 UTC,TEL-2023-010,No,106,1,1,124151,6126,Sea Star (P. pulvillus),Étoile de mer (P. pulvillus),Pteraster pulvillus,7224ab42-9075-11ec-8fd9-a08cfde36583
0.0375,3622,2023-07-17 00:49:14 UTC,4780,2023-07-17 00:49:14 UTC,TEL-2023-010,No,106,1,1,100698,8317,Sea Anemones unidentified (Bolocera sp.),Anémones de mer non-spécifié (Bolocera sp.),Bolocera sp.,5ea9bbd0-df09-4a32-93e9-058c252befdf
0.028,3616,2023-07-17 00:44:03 UTC,4774,2023-07-17 00:44:03 UTC,TEL-2023-010,No,106,1,1,100790,8382,Sea Anemone (Epizoanthus sp.),Anémone de mer (Epizoanthus sp.),Epizoanthus sp.,2f997e29-dbe1-11ec-bdaf-a08cfde36583
0.001,3626,2023-07-17 00:52:20 UTC,4784,2023-07-17 00:52:20 UTC,TEL-2023-010,No,106,1,1,145548,9327,BLADDER WRACK,NA,Fucus vesiculosus,6afa2335-fa8d-11ec-a081-a08cfde36583
3.29,3631,2023-07-17 02:54:13 UTC,4790,2023-07-17 02:54:13 UTC,TEL-2023-010,Yes,107,1,1,126437,11,HADDOCK,Aiglefin,Melanogrammus aeglefinus,2a595a64-620c-4678-838e-d69cc81ffecd
5.65,3630,2023-07-17 02:54:07 UTC,4789,2023-07-17 02:54:07 UTC,TEL-2023-010,Yes,107,1,1,126503,13,SQUIRREL OR RED HAKE,Merluche-écureuil,Urophycis chuss,5976e380-8d3d-4038-8806-83434953a43a
16.25,3627,2023-07-17 02:53:36 UTC,4786,2023-07-17 02:53:36 UTC,TEL-2023-010,Yes,107,1,1,158962,14,SILVER HAKE,Merlu argenté,Merluccius bilinearis,23d02f66-fed3-41f2-b392-02acd2e705f7
8.31,3627,2023-07-17 02:53:25 UTC,4785,2023-07-17 02:53:25 UTC,TEL-2023-010,No,107,1,1,158962,14,SILVER HAKE,Merlu argenté,Merluccius bilinearis,23d02f66-fed3-41f2-b392-02acd2e705f7
