basket_wt_kg,catch_id,creation_date,id,last_modified_date,mission_number,sampled,set_number,size_class,size_class_display,species_aphia_id,species_code,species_en,species_fr,species_scientific,species_uuid
1.333,2715,2023-07-09 02:26:50 UTC,3673,2023-07-09 03:24:19 UTC,TEL-2023-010,Yes,71,1,1,159518,320,SEA RAVEN,Hémitriptère atlantique,Hemitripterus americanus,63e3bcdd-f87a-4aba-88fe-7980a2d1ebe7
0.0035,2720,2023-07-09 02:32:40 UTC,3679,2023-07-09 02:32:40 UTC,TEL-2023-010,Yes,71,1,1,159459,340,ALLIGATORFISH,Poisson-alligator atlantique,Aspidophoroides monopterygius,beec8b90-44a3-43a9-9b4f-30ac3877fbdd
0.084,2734,2023-07-09 02:39:10 UTC,3694,2023-07-09 02:39:10 UTC,TEL-2023-010,Yes,71,1,1,159267,640,OCEAN POUT,Loquette d'Amérique,Zoarces americanus,c7c8eaa5-b522-4315-8cca-3065928f135e
0.0065,2737,2023-07-09 02:40:39 UTC,3697,2023-07-09 02:40:39 UTC,TEL-2023-010,No,71,1,1,1839,1811,"Ascidians, Sessile Tunicates (Ascidiacea)","Ascidies, tuniqués sessiles (Ascidiacea)",Ascidiacea,2f9d3c92-dbe1-11ec-bdaf-a08cfde36583
0.001,2725,2023-07-09 02:36:28 UTC,3685,2023-07-09 02:36:28 UTC,TEL-2023-010,No,71,1,1,104040,1932,Lamp shell unidentified,Térébratule non-spécifié,Terebratulina sp.,94d9e147-4628-4a77-be6d-c01e45fcf2d0
0.893,2723,2023-07-09 02:35:17 UTC,3683,2023-07-09 02:44:56 UTC,TEL-2023-010,No,71,1,1,158356,2214,Bristled longbeak shrimp,Crevette - Dichelopandalus leptocerus,Dichelopandalus leptocerus,0a120f9d-714f-48bc-925f-b39b246f8f17
0.001,2724,2023-07-09 02:35:42 UTC,3684,2023-07-09 02:35:42 UTC,TEL-2023-010,Yes,71,1,1,158056,2511,JONAH CRAB,Crabe tourteau boreal,Cancer borealis,cdfcf0a9-f001-42b3-b1d4-6864a26ff297
0.003,2735,2023-07-09 02:39:27 UTC,3695,2023-07-09 02:39:27 UTC,TEL-2023-010,Yes,71,1,1,106903,2520,"TOAD CRAB,UNIDENT.",Crabe araignée non-spécifié (Hyas sp.),Hyas sp.,a31f0d9e-c5db-4d7a-acd6-ac238dc64ed2
18.51,2700,2023-07-09 02:23:47 UTC,3653,2023-07-09 02:23:47 UTC,TEL-2023-010,Yes,71,1,1,156134,2550,AMERICAN LOBSTER,Homard américain,Homarus americanus,fa1d2e4f-ecf5-414f-a342-c3aa3c346bd2
12.48,2700,2023-07-09 02:23:56 UTC,3654,2023-07-09 02:23:56 UTC,TEL-2023-010,Yes,71,1,1,156134,2550,AMERICAN LOBSTER,Homard américain,Homarus americanus,fa1d2e4f-ecf5-414f-a342-c3aa3c346bd2
14.35,2700,2023-07-09 02:24:03 UTC,3655,2023-07-09 02:24:03 UTC,TEL-2023-010,Yes,71,1,1,156134,2550,AMERICAN LOBSTER,Homard américain,Homarus americanus,fa1d2e4f-ecf5-414f-a342-c3aa3c346bd2
13.05,2700,2023-07-09 02:24:13 UTC,3656,2023-07-09 02:24:13 UTC,TEL-2023-010,Yes,71,1,1,156134,2550,AMERICAN LOBSTER,Homard américain,Homarus americanus,fa1d2e4f-ecf5-414f-a342-c3aa3c346bd2
16.57,2700,2023-07-09 02:24:20 UTC,3657,2023-07-09 02:24:20 UTC,TEL-2023-010,Yes,71,1,1,156134,2550,AMERICAN LOBSTER,Homard américain,Homarus americanus,fa1d2e4f-ecf5-414f-a342-c3aa3c346bd2
15.26,2700,2023-07-09 02:24:29 UTC,3658,2023-07-09 02:24:29 UTC,TEL-2023-010,Yes,71,1,1,156134,2550,AMERICAN LOBSTER,Homard américain,Homarus americanus,fa1d2e4f-ecf5-414f-a342-c3aa3c346bd2
6.99,2700,2023-07-09 02:24:36 UTC,3659,2023-07-09 02:24:36 UTC,TEL-2023-010,Yes,71,1,1,156134,2550,AMERICAN LOBSTER,Homard américain,Homarus americanus,fa1d2e4f-ecf5-414f-a342-c3aa3c346bd2
0.0005,2730,2023-07-09 02:38:01 UTC,3690,2023-07-09 02:38:01 UTC,TEL-2023-010,No,71,1,1,134591,2893,Sea Spiders unidentified (Nymphon sp.),Araignées de mer non-spécifié (Nymphon sp.),Nymphon sp.,412c57a2-f112-4335-b5b7-f598e33ae61c
0.0005,2729,2023-07-09 02:37:39 UTC,3689,2023-07-09 02:37:39 UTC,TEL-2023-010,No,71,1,1,883,3100,BRISTLE WORMS,Polychète non spécifié (Polychaeta),Polychaeta (c.),6e0af470-c12f-4fb0-a6b2-c1774f8dde38
0.001,2726,2023-07-09 02:36:48 UTC,3686,2023-07-09 02:36:48 UTC,TEL-2023-010,No,71,1,1,938,3210,Sea mouse unidentified,Sea mouse non-spécifié,Aphroditidae (f.),6566621e-0d5f-4215-9420-5e902117e5ed
0.0005,2738,2023-07-09 02:41:18 UTC,3698,2023-07-09 02:41:18 UTC,TEL-2023-010,No,71,1,1,137683,4316,Astarte unidentified,Astarte non-spécifié,Astarte sp.,19cfc360-0743-431e-8f0d-51e555fd0620
0.0855,2703,2023-07-09 02:25:09 UTC,3663,2023-07-09 02:25:16 UTC,TEL-2023-010,Yes,71,1,1,156972,4321,SEA SCALLOP,Pétoncle géant,Placopecten magellanicus,25b9a3e3-ecee-4cb5-aa68-6a186aaf4e08
0.1155,2714,2023-07-09 02:27:34 UTC,3676,2023-07-09 02:27:34 UTC,TEL-2023-010,Yes,71,1,1,153087,4511,SHORT-FIN SQUID,Encornet rouge nordique,Illex illecebrosus,a34b02ba-08d9-449c-ae3a-895ecbf356f7
0.004,2733,2023-07-09 02:38:51 UTC,3693,2023-07-09 02:38:51 UTC,TEL-2023-010,No,71,1,1,123776,6111,Common starfish,Étoile de mer commune,Asterias rubens,721edd7b-fea1-42e7-bfbc-71f3d51f13f5
0.0025,2732,2023-07-09 02:38:41 UTC,3692,2023-07-09 02:38:41 UTC,TEL-2023-010,No,71,1,1,123222,6114,Sea Stars unidentified (Leptasterias sp.),Étoiles de mer non-spécifié (Leptasterias sp.),Leptasterias sp.,80573683-c9c4-45e1-a217-ba91c89aa5cf
0.037,2707,2023-07-09 02:25:57 UTC,3669,2023-07-09 02:27:03 UTC,TEL-2023-010,No,71,1,1,123276,6118,BLOOD STAR  GENUS; INCL HENRICA SP,Étoiles de mer sanguine (Henricia sp.),Henricia sp.,f974059b-1e00-4bd9-91ca-30cca314741b
0.0005,2728,2023-07-09 02:37:23 UTC,3688,2023-07-09 02:37:23 UTC,TEL-2023-010,No,71,1,1,123338,6122,solaster,NA,solaster,5c451b06-fa8d-11ec-a081-a08cfde36583
0.001,2727,2023-07-09 02:37:02 UTC,3687,2023-07-09 02:37:02 UTC,TEL-2023-010,No,71,1,1,124154,6123,SPINY SUNSTAR,Soleil de mer épineux,Crossaster papposus,b3df1443-8ff8-437d-93c3-6c692110ba84
0.012,2731,2023-07-09 02:38:26 UTC,3691,2023-07-09 02:38:26 UTC,TEL-2023-010,No,71,1,1,124151,6126,Sea Star (P. pulvillus),Étoile de mer (P. pulvillus),Pteraster pulvillus,7224ab42-9075-11ec-8fd9-a08cfde36583
0.026,2722,2023-07-09 02:34:37 UTC,3682,2023-07-09 02:34:37 UTC,TEL-2023-010,No,71,1,1,100698,8317,Sea Anemones unidentified (Bolocera sp.),Anémones de mer non-spécifié (Bolocera sp.),Bolocera sp.,5ea9bbd0-df09-4a32-93e9-058c252befdf
0.087,2718,2023-07-09 02:27:56 UTC,3677,2023-07-09 02:27:56 UTC,TEL-2023-010,No,71,1,1,558,8600,SPONGES,Éponges non-spécifié (Porifera),Porifera,858f3ad6-aa57-4ad2-80ee-710fc5683ade
0.005,2718,2023-07-09 02:33:55 UTC,3681,2023-07-09 02:33:55 UTC,TEL-2023-010,No,71,1,1,558,8600,SPONGES,Éponges non-spécifié (Porifera),Porifera,858f3ad6-aa57-4ad2-80ee-710fc5683ade
0.5565,2721,2023-07-09 02:33:35 UTC,3680,2023-07-09 02:33:35 UTC,TEL-2023-010,No,71,1,1,132046,8610,Sponge unidentified (Polymastia sp.),Éponge non-spécifié (Polymastia sp.),Polymastia sp.,5c993a00-207b-47d7-9391-f2a914bb09f4
4.66,2746,2023-07-09 05:03:00 UTC,3707,2023-07-09 05:03:00 UTC,TEL-2023-010,Yes,72,1,1,126436,10,COD ATLANTIC,Morue franche,Gadus morhua,660a658e-7e1c-4ee8-9320-b2faefd69898
4.52,2752,2023-07-09 05:04:27 UTC,3713,2023-07-09 05:04:27 UTC,TEL-2023-010,Yes,72,1,1,126437,11,HADDOCK,Aiglefin,Melanogrammus aeglefinus,2a595a64-620c-4678-838e-d69cc81ffecd
0.87,2740,2023-07-09 05:00:37 UTC,3701,2023-07-09 05:00:37 UTC,TEL-2023-010,Yes,72,1,1,126503,13,SQUIRREL OR RED HAKE,Merluche-écureuil,Urophycis chuss,5976e380-8d3d-4038-8806-83434953a43a
12.21,2748,2023-07-09 05:03:29 UTC,3709,2023-07-09 05:03:29 UTC,TEL-2023-010,Yes,72,1,1,158962,14,SILVER HAKE,Merlu argenté,Merluccius bilinearis,23d02f66-fed3-41f2-b392-02acd2e705f7
0.9,2755,2023-07-09 05:04:58 UTC,3715,2023-07-09 05:04:58 UTC,TEL-2023-010,Yes,72,1,1,126441,16,POLLOCK,Goberge,Pollachius virens,12868fea-63cc-4e2a-8ac6-8ef21ba5eca1
7.7,2747,2023-07-09 05:03:13 UTC,3708,2023-07-09 05:03:13 UTC,TEL-2023-010,Yes,72,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
0.054,2747,2023-07-09 05:11:55 UTC,3722,2023-07-09 05:11:55 UTC,TEL-2023-010,Yes,72,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
0.79,2753,2023-07-09 05:04:44 UTC,3714,2023-07-09 05:04:44 UTC,TEL-2023-010,Yes,72,1,1,127137,40,AMERICAN PLAICE,Plie canadienne,Hippoglossoides platessoides,6122d593-0a34-4591-8ab6-65f693d17cc7
0.43,2749,2023-07-09 05:03:48 UTC,3710,2023-07-09 05:03:48 UTC,TEL-2023-010,Yes,72,1,1,127136,41,WITCH FLOUNDER,Plie grise,Glyptocephalus cynoglossus,c665a6f0-abf2-43ff-98b1-5698d3e4c820
1.29,2741,2023-07-09 05:00:49 UTC,3702,2023-07-09 05:00:49 UTC,TEL-2023-010,Yes,72,1,1,126417,60,HERRING ATLANTIC,Hareng atlantique,Clupea harengus,5d02abb7-3748-44b9-83cf-d72cdeaa02ac
3.26,2744,2023-07-09 05:02:09 UTC,3705,2023-07-09 05:02:09 UTC,TEL-2023-010,Yes,72,1,1,158548,200,BARNDOOR SKATE,Grande raie,Dipturus laevis,16cc1a43-db69-47ba-a541-f0ad36aff5e8
0.62,2743,2023-07-09 05:01:52 UTC,3704,2023-07-09 05:01:57 UTC,TEL-2023-010,Yes,72,1,1,158554,202,SMOOTH SKATE,Raie lisse (à queue de velours),Malacoraja senta,21266650-58f7-4d8b-b96c-d40ee2436677
4.1,2745,2023-07-09 05:02:32 UTC,3706,2023-07-09 05:02:32 UTC,TEL-2023-010,Yes,72,1,1,1577339,203,LITTLE SKATE; ERINACEA,,Leucoraja erinaceus,14884350-d286-431c-84c1-6bc6619c0b51
0.519,2745,2023-07-09 05:51:15 UTC,3744,2023-07-09 05:51:15 UTC,TEL-2023-010,Yes,72,1,1,1577339,203,LITTLE SKATE; ERINACEA,,Leucoraja erinaceus,14884350-d286-431c-84c1-6bc6619c0b51
3.53,2750,2023-07-09 05:04:00 UTC,3711,2023-07-09 05:04:00 UTC,TEL-2023-010,Yes,72,1,1,159520,300,LONGHORN SCULPIN,Chaboisseau à dix-huit-épines,Myoxocephalus octodecemspinosus,dc8772ca-5ee4-4341-8535-4877abc47dfa
0.002,2771,2023-07-09 05:16:22 UTC,3733,2023-07-09 05:16:22 UTC,TEL-2023-010,Yes,72,1,1,159459,340,ALLIGATORFISH,Poisson-alligator atlantique,Aspidophoroides monopterygius,beec8b90-44a3-43a9-9b4f-30ac3877fbdd
1.46,2739,2023-07-09 04:59:43 UTC,3700,2023-07-09 05:00:25 UTC,TEL-2023-010,Yes,72,1,1,159184,400,"MONKFISH,GOOSEFISH,ANGLER",Baudroie d'Amérique,Lophius americanus,eb394776-0410-4c53-aa21-a3a4b0aba073
0.043,2772,2023-07-09 05:16:44 UTC,3734,2023-07-09 05:16:44 UTC,TEL-2023-010,Yes,72,1,1,151520,610,NORTHERN SAND LANCE,Lançon du nord,Ammodytes dubius,e1d1886b-027c-4fec-a4c7-328731d3839b
0.0115,2779,2023-07-09 05:19:36 UTC,3741,2023-07-09 05:19:36 UTC,TEL-2023-010,Yes,72,1,1,126392,720,"ATLANTIC SAURY,NEEDLEFISH",aiguille de mer / balaou,Scomberesox saurus,7d4e8791-6e19-4ecc-be04-d40a8f972ac2
1.001,2742,2023-07-09 05:01:12 UTC,3703,2023-07-09 05:51:15 UTC,TEL-2023-010,Yes,72,1,1,105763,1191,SKATE;LITTLE OR WINTER; UNSPECIFIED,Raie non-spécifié,Leucoraja sp.,b3c292c5-999b-418d-80f6-7c5605fa8fc9
0.002,2768,2023-07-09 05:15:36 UTC,3730,2023-07-09 05:15:36 UTC,TEL-2023-010,No,72,1,1,103483,1821,SEA SQUIRTS,Ascidie non-spécifié (Ascidia sp.),Ascidia sp.,dfffab0a-2802-4e0e-aca8-d8829f1b0a58
1.0,2781,2023-07-09 05:24:10 UTC,3743,2023-07-09 05:24:10 UTC,TEL-2023-010,No,72,1,1,158356,2214,Bristled longbeak shrimp,Crevette - Dichelopandalus leptocerus,Dichelopandalus leptocerus,0a120f9d-714f-48bc-925f-b39b246f8f17
0.001,2758,2023-07-09 05:07:48 UTC,3719,2023-07-09 05:07:48 UTC,TEL-2023-010,No,72,1,1,107521,2312,"Polar Lebbeid, Polar Shrimp",Bouc (L. polaris),Lebbeus polaris,472501ff-d0f2-48eb-86c0-7e9bdc807b7b
0.0005,2759,2023-07-09 05:10:42 UTC,3720,2023-07-09 05:10:42 UTC,TEL-2023-010,No,72,1,1,107531,2313,Friendly Blade Shrimp,Bouc épineux (S. lilljeborgii),Spirontocaris liljeborgii,13e038be-5201-4839-a7d8-6731bbfffb5a
0.0025,2774,2023-07-09 05:17:54 UTC,3736,2023-07-09 05:17:54 UTC,TEL-2023-010,Yes,72,1,1,158056,2511,JONAH CRAB,Crabe tourteau boreal,Cancer borealis,cdfcf0a9-f001-42b3-b1d4-6864a26ff297
0.002,2778,2023-07-09 05:18:58 UTC,3740,2023-07-09 05:18:58 UTC,TEL-2023-010,Yes,72,1,1,106903,2520,"TOAD CRAB,UNIDENT.",Crabe araignée non-spécifié (Hyas sp.),Hyas sp.,a31f0d9e-c5db-4d7a-acd6-ac238dc64ed2
5.28,2751,2023-07-09 05:04:13 UTC,3712,2023-07-09 05:04:13 UTC,TEL-2023-010,Yes,72,1,1,156134,2550,AMERICAN LOBSTER,Homard américain,Homarus americanus,fa1d2e4f-ecf5-414f-a342-c3aa3c346bd2
0.0125,2773,2023-07-09 05:16:59 UTC,3735,2023-07-09 05:16:59 UTC,TEL-2023-010,No,72,1,1,110690,2611,NORTHERN KRILL,Krill norvégien,Meganyctiphanes norvegica,38e44e47-d727-46ce-9d86-19d72b2c8e56
0.0055,2780,2023-07-09 05:21:24 UTC,3742,2023-07-09 05:21:24 UTC,TEL-2023-010,No,72,1,1,101800,2809,PARATHEMISTO,Hypéride non-spécifié (Themisto sp.),Themisto sp.,2f9d58db-dbe1-11ec-bdaf-a08cfde36583
0.0005,2770,2023-07-09 05:16:11 UTC,3732,2023-07-09 05:16:11 UTC,TEL-2023-010,No,72,1,1,134591,2893,Sea Spiders unidentified (Nymphon sp.),Araignées de mer non-spécifié (Nymphon sp.),Nymphon sp.,412c57a2-f112-4335-b5b7-f598e33ae61c
0.0025,2769,2023-07-09 05:15:48 UTC,3731,2023-07-09 05:15:48 UTC,TEL-2023-010,No,72,1,1,883,3100,BRISTLE WORMS,Polychète non spécifié (Polychaeta),Polychaeta (c.),6e0af470-c12f-4fb0-a6b2-c1774f8dde38
0.0005,2763,2023-07-09 05:13:31 UTC,3725,2023-07-09 05:13:31 UTC,TEL-2023-010,No,72,1,1,137683,4316,Astarte unidentified,Astarte non-spécifié,Astarte sp.,19cfc360-0743-431e-8f0d-51e555fd0620
0.175,2756,2023-07-09 05:07:13 UTC,3717,2023-07-09 05:07:13 UTC,TEL-2023-010,Yes,72,1,1,156972,4321,SEA SCALLOP,Pétoncle géant,Placopecten magellanicus,25b9a3e3-ecee-4cb5-aa68-6a186aaf4e08
0.001,2776,2023-07-09 05:18:27 UTC,3738,2023-07-09 05:18:27 UTC,TEL-2023-010,No,72,1,1,1762,4400,SEA SLUGS,Nudibranche non-spécifié (Nudibranchia),Nudibranchia (o.),bfe7d655-3bfa-4783-95cf-d9d1921f8ac5
0.0005,2760,2023-07-09 05:11:04 UTC,3721,2023-07-09 05:11:04 UTC,TEL-2023-010,No,72,1,1,239867,5102,ANEMONE SEA SPIDER; LITTORALE,Araignée de mer (P. litorale),Pycnogonum litorale,9222ea49-fe27-4601-b03e-c4602a10495e
0.0065,2766,2023-07-09 05:15:04 UTC,3728,2023-07-09 05:15:04 UTC,TEL-2023-010,No,72,1,1,178806,6106,Sclerasterias tanneri,,Sclerasterias tanneri,a0efa2d4-8c23-4dd4-bba5-ae46aeaf732a
0.0015,2765,2023-07-09 05:14:12 UTC,3727,2023-07-09 05:14:12 UTC,TEL-2023-010,No,72,1,1,123222,6114,Sea Stars unidentified (Leptasterias sp.),Étoiles de mer non-spécifié (Leptasterias sp.),Leptasterias sp.,80573683-c9c4-45e1-a217-ba91c89aa5cf
0.05,2757,2023-07-09 05:07:24 UTC,3718,2023-07-09 05:07:24 UTC,TEL-2023-010,No,72,1,1,124043,6117,Cushion Star (H. phrygiana),Étoile de mer coussin (H. phrygiana),Hippasteria phrygiana,5ce7e263-b11b-4cc1-9301-11c58a374086
0.0035,2762,2023-07-09 05:12:53 UTC,3724,2023-07-09 05:12:53 UTC,TEL-2023-010,No,72,1,1,123276,6118,BLOOD STAR  GENUS; INCL HENRICA SP,Étoiles de mer sanguine (Henricia sp.),Henricia sp.,f974059b-1e00-4bd9-91ca-30cca314741b
0.0005,2767,2023-07-09 05:15:19 UTC,3729,2023-07-09 05:15:19 UTC,TEL-2023-010,No,72,1,1,124151,6126,Sea Star (P. pulvillus),Étoile de mer (P. pulvillus),Pteraster pulvillus,7224ab42-9075-11ec-8fd9-a08cfde36583
0.0015,2777,2023-07-09 05:18:45 UTC,3739,2023-07-09 05:18:45 UTC,TEL-2023-010,No,72,1,1,125125,6211,DAISY,Ophiure pâquerette,Ophiopholis aculeata,c0a542dd-570a-41e1-86fc-de2b78e1949e
0.002,2764,2023-07-09 05:13:52 UTC,3726,2023-07-09 05:13:52 UTC,TEL-2023-010,No,72,1,1,100653,8209,Sea Anemone (Actiniidae),Anémone de mer (Actiniidae),Actiniidae,722737d1-9075-11ec-8fd9-a08cfde36583
0.086,2761,2023-07-09 05:12:41 UTC,3723,2023-07-09 05:12:41 UTC,TEL-2023-010,No,72,1,1,558,8600,SPONGES,Éponges non-spécifié (Porifera),Porifera,858f3ad6-aa57-4ad2-80ee-710fc5683ade
0.01,2775,2023-07-09 05:18:12 UTC,3737,2023-07-09 05:18:12 UTC,TEL-2023-010,No,72,1,1,131673,8605,POLYMASTIA,,Polymastiidae,5698d15c-00c5-4a96-afd8-9256e76a252f
0.0005,2754,2023-07-09 05:05:12 UTC,3716,2023-07-09 05:05:12 UTC,TEL-2023-010,No,72,1,1,,9991,FIRST UNIDENTIFIED PER SET; UNIDENTIFIED,,,1ba6f374-ec91-410b-bceb-296f503edc78
5.24,2787,2023-07-09 10:25:22 UTC,3764,2023-07-09 10:25:22 UTC,TEL-2023-010,Yes,74,1,1,126436,10,COD ATLANTIC,Morue franche,Gadus morhua,660a658e-7e1c-4ee8-9320-b2faefd69898
30.34,2784,2023-07-09 10:24:34 UTC,3759,2023-07-09 10:24:34 UTC,TEL-2023-010,Yes,74,1,1,126437,11,HADDOCK,Aiglefin,Melanogrammus aeglefinus,2a595a64-620c-4678-838e-d69cc81ffecd
19.58,2784,2023-07-09 10:24:45 UTC,3760,2023-07-09 10:24:45 UTC,TEL-2023-010,Yes,74,1,1,126437,11,HADDOCK,Aiglefin,Melanogrammus aeglefinus,2a595a64-620c-4678-838e-d69cc81ffecd
17.7,2784,2023-07-09 10:24:55 UTC,3761,2023-07-09 10:24:55 UTC,TEL-2023-010,Yes,74,1,1,126437,11,HADDOCK,Aiglefin,Melanogrammus aeglefinus,2a595a64-620c-4678-838e-d69cc81ffecd
2.42,2786,2023-07-09 10:25:11 UTC,3763,2023-07-09 10:25:11 UTC,TEL-2023-010,Yes,74,1,1,158962,14,SILVER HAKE,Merlu argenté,Merluccius bilinearis,23d02f66-fed3-41f2-b392-02acd2e705f7
3.12,2790,2023-07-09 10:25:46 UTC,3767,2023-07-09 10:25:46 UTC,TEL-2023-010,Yes,74,1,1,126441,16,POLLOCK,Goberge,Pollachius virens,12868fea-63cc-4e2a-8ac6-8ef21ba5eca1
0.1515,2797,2023-07-09 10:29:29 UTC,3774,2023-07-09 10:29:29 UTC,TEL-2023-010,Yes,74,1,1,126175,23,REDFISH UNSEPARATED,Sébastes non-spécifiés (Sebastes sp.),Sebastes sp.,9c123bf6-1e90-4a49-a311-fdbb0b43a83b
0.001,2815,2023-07-09 10:42:59 UTC,3792,2023-07-09 10:42:59 UTC,TEL-2023-010,Yes,74,1,1,127144,31,"TURBOT,GREENLAND HALIBUT","Flétan du groenland, turbot",Reinhardtius hippoglossoides,710efa37-823e-4f1a-9e18-2ef4e501811a
0.158,2821,2023-07-09 11:24:32 UTC,3798,2023-07-09 11:24:32 UTC,TEL-2023-010,Yes,74,1,1,127137,40,AMERICAN PLAICE,Plie canadienne,Hippoglossoides platessoides,6122d593-0a34-4591-8ab6-65f693d17cc7
1.34,2788,2023-07-09 10:25:28 UTC,3765,2023-07-09 10:25:28 UTC,TEL-2023-010,Yes,74,1,1,158885,43,WINTER FLOUNDER,Plie rouge,Pseudopleuronectes americanus,b0575f0d-61af-4a70-b7e2-2985f815e323
17.22,2783,2023-07-09 10:24:17 UTC,3758,2023-07-09 10:24:17 UTC,TEL-2023-010,Yes,74,1,1,126417,60,HERRING ATLANTIC,Hareng atlantique,Clupea harengus,5d02abb7-3748-44b9-83cf-d72cdeaa02ac
1.69,2820,2023-07-09 11:24:17 UTC,3797,2023-07-09 11:24:17 UTC,TEL-2023-010,Yes,74,1,1,158670,61,SHAD AMERICAN,Alose savoureuse,Alosa sapidissima,70a39611-09c3-4905-bcc1-c06548fbf372
30.56,2782,2023-07-09 10:21:30 UTC,3746,2023-07-09 10:21:30 UTC,TEL-2023-010,Yes,74,1,1,105923,220,SPINY DOGFISH,Aiguillat commun,Squalus acanthias,1e170cdf-4f3b-47c9-bad4-64947d79bd6c
28.7,2782,2023-07-09 10:21:48 UTC,3747,2023-07-09 10:21:48 UTC,TEL-2023-010,Yes,74,1,1,105923,220,SPINY DOGFISH,Aiguillat commun,Squalus acanthias,1e170cdf-4f3b-47c9-bad4-64947d79bd6c
24.6,2782,2023-07-09 10:22:03 UTC,3748,2023-07-09 10:22:03 UTC,TEL-2023-010,Yes,74,1,1,105923,220,SPINY DOGFISH,Aiguillat commun,Squalus acanthias,1e170cdf-4f3b-47c9-bad4-64947d79bd6c
28.56,2782,2023-07-09 10:22:16 UTC,3749,2023-07-09 10:22:16 UTC,TEL-2023-010,Yes,74,1,1,105923,220,SPINY DOGFISH,Aiguillat commun,Squalus acanthias,1e170cdf-4f3b-47c9-bad4-64947d79bd6c
25.66,2782,2023-07-09 10:22:26 UTC,3750,2023-07-09 10:22:26 UTC,TEL-2023-010,Yes,74,1,1,105923,220,SPINY DOGFISH,Aiguillat commun,Squalus acanthias,1e170cdf-4f3b-47c9-bad4-64947d79bd6c
26.64,2782,2023-07-09 10:22:40 UTC,3751,2023-07-09 10:22:40 UTC,TEL-2023-010,Yes,74,1,1,105923,220,SPINY DOGFISH,Aiguillat commun,Squalus acanthias,1e170cdf-4f3b-47c9-bad4-64947d79bd6c
30.98,2782,2023-07-09 10:22:52 UTC,3752,2023-07-09 10:22:52 UTC,TEL-2023-010,Yes,74,1,1,105923,220,SPINY DOGFISH,Aiguillat commun,Squalus acanthias,1e170cdf-4f3b-47c9-bad4-64947d79bd6c
29.48,2782,2023-07-09 10:23:06 UTC,3753,2023-07-09 10:23:06 UTC,TEL-2023-010,Yes,74,1,1,105923,220,SPINY DOGFISH,Aiguillat commun,Squalus acanthias,1e170cdf-4f3b-47c9-bad4-64947d79bd6c
30.44,2782,2023-07-09 10:23:15 UTC,3754,2023-07-09 10:23:15 UTC,TEL-2023-010,Yes,74,1,1,105923,220,SPINY DOGFISH,Aiguillat commun,Squalus acanthias,1e170cdf-4f3b-47c9-bad4-64947d79bd6c
27.98,2782,2023-07-09 10:23:31 UTC,3755,2023-07-09 10:23:31 UTC,TEL-2023-010,Yes,74,1,1,105923,220,SPINY DOGFISH,Aiguillat commun,Squalus acanthias,1e170cdf-4f3b-47c9-bad4-64947d79bd6c
34.36,2782,2023-07-09 10:23:43 UTC,3756,2023-07-09 10:23:43 UTC,TEL-2023-010,Yes,74,1,1,105923,220,SPINY DOGFISH,Aiguillat commun,Squalus acanthias,1e170cdf-4f3b-47c9-bad4-64947d79bd6c
21.6,2782,2023-07-09 10:24:01 UTC,3757,2023-07-09 10:24:01 UTC,TEL-2023-010,Yes,74,1,1,105923,220,SPINY DOGFISH,Aiguillat commun,Squalus acanthias,1e170cdf-4f3b-47c9-bad4-64947d79bd6c
1.52,2789,2023-07-09 10:25:34 UTC,3766,2023-07-09 10:25:34 UTC,TEL-2023-010,Yes,74,1,1,159520,300,LONGHORN SCULPIN,Chaboisseau à dix-huit-épines,Myoxocephalus octodecemspinosus,dc8772ca-5ee4-4341-8535-4877abc47dfa
0.478,2822,2023-07-09 11:24:42 UTC,3799,2023-07-09 11:24:42 UTC,TEL-2023-010,Yes,74,1,1,159518,320,SEA RAVEN,Hémitriptère atlantique,Hemitripterus americanus,63e3bcdd-f87a-4aba-88fe-7980a2d1ebe7
0.044,2802,2023-07-09 10:31:15 UTC,3779,2023-07-09 10:31:15 UTC,TEL-2023-010,No,74,1,1,103483,1821,SEA SQUIRTS,Ascidie non-spécifié (Ascidia sp.),Ascidia sp.,dfffab0a-2802-4e0e-aca8-d8829f1b0a58
0.006,2794,2023-07-09 10:28:34 UTC,3771,2023-07-09 10:38:19 UTC,TEL-2023-010,No,74,1,1,104040,1932,Lamp shell unidentified,Térébratule non-spécifié,Terebratulina sp.,94d9e147-4628-4a77-be6d-c01e45fcf2d0
0.135,2816,2023-07-09 10:57:00 UTC,3793,2023-07-09 10:57:00 UTC,TEL-2023-010,No,74,1,1,107651,2212,"Striped Pink Shrimp, Aesop Shrimp",Crevette ésope,Pandalus montagui,31b2e6a0-c86e-40bf-88b2-15b058f18bf7
0.201,2817,2023-07-09 10:57:40 UTC,3794,2023-07-09 10:57:40 UTC,TEL-2023-010,No,74,1,1,158356,2214,Bristled longbeak shrimp,Crevette - Dichelopandalus leptocerus,Dichelopandalus leptocerus,0a120f9d-714f-48bc-925f-b39b246f8f17
