# Constructed from biom file
#OTU ID	Sample-1	Sample-10	Sample-11	Sample-12	Sample-13	Sample-14	Sample-15	Sample-16	Sample-17	Sample-18	Sample-19	Sample-2	Sample-20	Sample-21	Sample-22	Sample-23	Sample-24	Sample-25	Sample-26	Sample-27	Sample-3	Sample-4	Sample-5	Sample-6	Sample-7	Sample-8	Sample-9
fbd45427a24e78a97f474acd58640c65	7036.0	7.0	0.0	116.0	141.0	116.0	6.0	779.0	1189.0	435.0	0.0	15620.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	4432.0	0.0	4.0	5.0	0.0	9.0	0.0
30b577692712ed0132107975848e7341	306.0	1396.0	0.0	520.0	747.0	492.0	0.0	3777.0	3323.0	5239.0	0.0	364.0	272.0	104.0	127.0	0.0	4403.0	1729.0	3229.0	0.0	372.0	0.0	0.0	0.0	0.0	1371.0	1334.0
a7ad498533bb4fd9088712d27e7b01a5	0.0	6772.0	0.0	9.0	7.0	0.0	0.0	20.0	18.0	26.0	0.0	0.0	1219.0	220.0	273.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	42.0	56.0	44.0	12666.0	7519.0
f75faabebdc5da877af4082794225adf	1432.0	989.0	0.0	1854.0	1483.0	1625.0	0.0	2404.0	2180.0	1320.0	0.0	2252.0	4218.0	1537.0	2139.0	0.0	0.0	0.0	0.0	0.0	1334.0	0.0	573.0	2306.0	563.0	315.0	217.0
68b7192b8132a068603c8b3a36b22f3b	0.0	5639.0	0.0	41.0	14.0	43.0	0.0	467.0	273.0	328.0	0.0	8.0	14.0	0.0	0.0	0.0	8.0	22.0	27.0	0.0	19.0	4.0	0.0	0.0	0.0	13334.0	8434.0
168f557517e70d72ad2903e4f4289f64	0.0	5067.0	0.0	0.0	6.0	0.0	0.0	2117.0	1687.0	2924.0	36.0	0.0	18.0	0.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0	292.0	280.0	208.0	9675.0	6158.0
dc1cb37400c877de86b4631dab253b0d	1172.0	3107.0	0.0	12.0	0.0	0.0	0.0	167.0	696.0	389.0	0.0	216.0	74.0	19155.0	361.0	0.0	0.0	0.0	0.0	0.0	329.0	0.0	0.0	5.0	0.0	1703.0	561.0
1ccace7aa27906f0a2d8a45cce7a4245	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	19004.0	1956.0	5184.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25dcbc8c6b5e0442054aafe0187d1530	18.0	6249.0	3.0	0.0	0.0	0.0	0.0	14.0	13.0	8.0	0.0	6531.0	72.0	9.0	15.0	0.0	0.0	0.0	0.0	0.0	10.0	6.0	479.0	767.0	355.0	11008.0	327.0
c471dc7afe703aa27a433bbc4c0e71a0	502.0	200.0	0.0	1780.0	2571.0	1623.0	35.0	4084.0	4295.0	2520.0	0.0	664.0	96.0	25.0	37.0	0.0	1749.0	2105.0	2846.0	0.0	389.0	0.0	0.0	0.0	0.0	147.0	92.0
e8cd506c2933ed001844b7d52d9d7da0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	6098.0	7028.0	12409.0	72.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	34.0
49d0242e48c7d06ab31a65e7dfedce30	732.0	462.0	0.0	127.0	196.0	203.0	0.0	0.0	0.0	0.0	0.0	2067.0	265.0	633.0	288.0	0.0	0.0	0.0	0.0	0.0	1577.0	0.0	2437.0	7279.0	8279.0	292.0	360.0
b807f2d8deb5f630080c2fd7a30e0963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.0	18826.0	5901.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
72a51eb8b889db32766e62ad505b8382	0.0	77.0	0.0	3268.0	5037.0	5464.0	0.0	33.0	46.0	72.0	0.0	0.0	172.0	36.0	66.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3273.0	3115.0	2665.0	64.0	50.0
5b2668ba9eecb3b4d55abee2ef9e4484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7048.0	5487.0	10845.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7c4caf718b39cea5bc3ae00107d9d2c9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	8.0	0.0	0.0	0.0	9384.0	4544.0	9424.0	0.0	0.0
c1c19fd84a70ba128ac4627d178719ab	395.0	417.0	0.0	166.0	261.0	153.0	0.0	2488.0	2260.0	3510.0	0.0	414.0	37.0	16.0	0.0	0.0	5434.0	2352.0	3774.0	0.0	310.0	0.0	0.0	0.0	0.0	440.0	373.0
eb67b7d837976da45215f1aa273cd2f4	9.0	5573.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	169.0	29.0	47.0	0.0	9.0	0.0	0.0	11.0	29.0	0.0	0.0	0.0	0.0	10044.0	6839.0
06ec86e0bb5b91f33a2466ec6b07f800	0.0	1670.0	0.0	0.0	0.0	0.0	0.0	3109.0	3.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	7162.0	10113.0
def384b2bd0039550b84e18824e91271	18.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21992.0	0.0	0.0	0.0	0.0	0.0	0.0
0da1437d44429deaa3deaf16fd1a22da	1561.0	1307.0	128.0	232.0	337.0	207.0	0.0	1447.0	1386.0	1197.0	0.0	1848.0	222.0	107.0	87.0	0.0	2336.0	2619.0	4106.0	0.0	1215.0	0.0	0.0	0.0	0.0	909.0	697.0
cf9ba609b902bc5d6f6069c9698eb6ba	0.0	15.0	0.0	0.0	4.0	8.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	7978.0	6006.0	6829.0	17.0	21.0
60f858969c6b1bef1ab25c3b444c2e1c	0.0	0.0	0.0	3.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	87.0	5053.0	10878.0	0.0	0.0	0.0	4821.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
833bd6f943a9cb161a039402669303cf	82.0	137.0	0.0	5958.0	5949.0	7624.0	0.0	98.0	101.0	77.0	0.0	123.0	0.0	0.0	0.0	0.0	63.0	240.0	138.0	0.0	0.0	0.0	0.0	0.0	0.0	84.0	70.0
2360d3b5dff93ec6fc84e17845d957c5	0.0	11.0	0.0	0.0	782.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1223.0	0.0	0.0	5783.0	8389.0	4067.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0
9b26a2d0d730d76692154fbeef12d5ce	829.0	1594.0	0.0	163.0	132.0	127.0	0.0	534.0	252.0	222.0	0.0	738.0	10493.0	1571.0	999.0	463.0	0.0	0.0	0.0	0.0	577.0	0.0	0.0	0.0	4.0	774.0	585.0
95f4f0a1f70836dccb27b6f94a9b6cc5	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5868.0	6274.0	7700.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
c966ded5b8443b6527fc9d048010a0c8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6891.0	7679.0	5132.0	0.0	0.0
8fd4840de57ac4e9137b4add021b9be1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2475.0	0.0	16498.0	0.0	0.0	0.0	0.0	0.0	0.0
5c404a1a50e598e6a9d0afb561e9e19c	91.0	476.0	0.0	1498.0	2143.0	1794.0	0.0	23.0	29.0	21.0	0.0	162.0	5985.0	1857.0	1905.0	0.0	0.0	0.0	0.0	0.0	51.0	0.0	98.0	454.0	250.0	197.0	273.0
1544c2bef06e2176f37967840c30cec1	820.0	328.0	0.0	2733.0	3209.0	3677.0	0.0	1373.0	1460.0	467.0	0.0	1302.0	309.0	81.0	151.0	0.0	0.0	0.0	0.0	0.0	479.0	0.0	22.0	103.0	0.0	138.0	44.0
0dee081d21025898e8a3b9b7a0e44355	160.0	61.0	0.0	225.0	367.0	369.0	0.0	1111.0	1912.0	3710.0	0.0	331.0	34.0	5.0	4.0	0.0	0.0	0.0	0.0	0.0	91.0	0.0	3278.0	2124.0	2567.0	81.0	64.0
c51d9f0f8868a3f972d64848cb073d8a	141.0	23.0	0.0	0.0	28.0	35.0	0.0	5.0	10.0	4.0	0.0	357.0	1061.0	9623.0	4658.0	11.0	39.0	39.0	26.0	0.0	177.0	0.0	0.0	0.0	0.0	51.0	22.0
03f1fe23465eebd0b595a179958039a8	242.0	106.0	0.0	165.0	192.0	133.0	0.0	2720.0	5592.0	4085.0	151.0	385.0	631.0	646.0	927.0	0.0	0.0	0.0	0.0	0.0	156.0	0.0	0.0	2.0	0.0	85.0	49.0
400145892e34a0749a3dc750af0c4783	0.0	1092.0	0.0	60.0	80.0	86.0	0.0	167.0	184.0	248.0	0.0	0.0	116.0	0.0	0.0	0.0	4707.0	2899.0	4065.0	0.0	0.0	0.0	0.0	0.0	0.0	1315.0	1115.0
e5c880fd115d006680ae0f6addcc252f	0.0	0.0	0.0	0.0	0.0	16000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b0cbcc65c424015c879bba41494247b0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15475.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0
02931b3c942be1ac296364958555162c	197.0	0.0	0.0	727.0	542.0	561.0	0.0	0.0	0.0	0.0	0.0	366.0	264.0	185.0	162.0	0.0	2373.0	3966.0	3817.0	0.0	117.0	0.0	583.0	1198.0	442.0	0.0	0.0
9a9383c97f0dfc8029674ad41e061633	4031.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5068.0	0.0	0.0	0.0	0.0	458.0	1024.0	858.0	0.0	3731.0	0.0	0.0	0.0	0.0	93.0	0.0
07131527839f36ad98c9e58617652276	0.0	0.0	0.0	638.0	780.0	756.0	0.0	34.0	57.0	79.0	31.0	0.0	2895.0	1141.0	1031.0	0.0	70.0	348.0	249.0	0.0	0.0	0.0	0.0	6959.0	0.0	0.0	0.0
6b92d9e20b8845b40e72fbcad9c756ab	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4978.0	5073.0	4987.0	0.0	0.0
7b41ee681f29b25aead77387a7517ad9	0.0	0.0	0.0	2.0	0.0	0.0	61.0	3499.0	4247.0	6858.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7e5b992ff859dd4bd4f48a0ea7184c1e	94.0	0.0	0.0	161.0	229.0	238.0	0.0	82.0	180.0	291.0	0.0	205.0	97.0	62.0	48.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	2780.0	4360.0	5272.0	0.0	0.0
97263029b805784fbdbd1752f3ed912f	1729.0	104.0	0.0	85.0	80.0	83.0	0.0	862.0	1096.0	961.0	0.0	2973.0	1227.0	389.0	597.0	0.0	0.0	0.0	0.0	0.0	1058.0	0.0	575.0	1201.0	506.0	0.0	59.0
d6ab16ca41e6efa79369136ed45ec4ce	3387.0	35.0	0.0	128.0	124.0	129.0	0.0	0.0	0.0	0.0	0.0	7355.0	123.0	62.0	64.0	0.0	285.0	241.0	179.0	0.0	1269.0	0.0	0.0	0.0	0.0	39.0	21.0
91534fb13c2c27ecafd80938b217534b	30.0	0.0	0.0	3345.0	4031.0	4351.0	0.0	0.0	0.0	3.0	0.0	15.0	899.0	86.0	166.0	0.0	128.0	150.0	159.0	0.0	24.0	0.0	0.0	2.0	0.0	0.0	0.0
31b638dc8c9bc2c310ee5fdd332a402e	0.0	0.0	0.0	3656.0	4675.0	4437.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
67f8f717226642fa132d9504a4585bb3	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	94.0	0.0	12278.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a38b7873f691c3c00be2fff8bddf50c6	0.0	2.0	0.0	0.0	0.0	2380.0	0.0	0.0	0.0	502.0	0.0	0.0	22.0	2086.0	0.0	0.0	402.0	2800.0	4118.0	0.0	0.0	0.0	4.0	6.0	7.0	0.0	0.0
cf52f5d2663ed2cc94ca661a8d59663c	3424.0	0.0	0.0	0.0	0.0	0.0	0.0	1116.0	383.0	777.0	0.0	1556.0	0.0	0.0	0.0	0.0	20.0	260.0	4169.0	0.0	588.0	0.0	0.0	0.0	0.0	0.0	0.0
1a03825302b33a4e8cb50e6195d067d0	0.0	4833.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3170.0	4229.0
25853377fccab1dd52ecdea0b979c3f4	0.0	0.0	0.0	47.0	19.0	59.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	116.0	8532.0	3353.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
4472c9ace0ea0f99343462352ae6f1be	0.0	0.0	0.0	0.0	85.0	103.0	0.0	0.0	0.0	0.0	0.0	319.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	302.0	0.0	2004.0	5242.0	3885.0	0.0	0.0
6d64889e0028a406fed6f16861a9487a	0.0	807.0	0.0	175.0	224.0	133.0	0.0	0.0	113.0	0.0	0.0	0.0	267.0	44.0	77.0	0.0	1880.0	3046.0	4184.0	0.0	0.0	0.0	0.0	0.0	0.0	589.0	360.0
4810d725b68615f82cb722c175b574f3	0.0	69.0	0.0	25.0	44.0	65.0	0.0	14.0	0.0	48.0	0.0	0.0	61.0	8.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4771.0	2165.0	4128.0	163.0	82.0
b3f4191d7758e98c1f0634a56290d712	974.0	108.0	0.0	15.0	15.0	22.0	0.0	468.0	691.0	819.0	0.0	1802.0	76.0	115.0	89.0	0.0	1375.0	2154.0	1252.0	0.0	644.0	550.0	50.0	79.0	18.0	33.0	75.0
3077f702b2fba76716c7089d816b0c8e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4710.0	2491.0	4215.0	0.0	0.0
