,x
Sample.1,1.09771897666302
Sample.100,0.681265729663204
Sample.11,0.600920574147466
Sample.17,0.77885265353258
Sample.18,0.274607323293222
Sample.20,1.8083033735649
Sample.21,1.91336166764674
Sample.22,1.96630073435246
Sample.23,0
Sample.24,0.445788759029422
Sample.26,0.792509717916603
Sample.28,0
Sample.30,0.648327019784148
Sample.31,0.874993894983923
Sample.32,0.579915171418101
Sample.36,1.28939088356442
Sample.37,1.35369624208666
Sample.41,1.12987266090397
Sample.44,1.42778294925821
Sample.45,1.04817986298076
Sample.47,0.664815716892313
Sample.48,1.1383406634475
Sample.49,0
Sample.51,1.24533165238189
Sample.52,1.58538658229245
Sample.53,0.184569348269641
Sample.54,1.2668459632768
Sample.55,0.0322614627920323
Sample.56,1.31198642452262
Sample.57,0
Sample.58,1.4534761879679
Sample.59,0.138059147002946
Sample.61,0
Sample.63,0.748587926408203
Sample.64,1.76662547190945
Sample.65,1.07071519161581
Sample.66,0.785909754930181
Sample.67,0.760965853129222
Sample.69,0
Sample.70,0.568879695740559
Sample.71,0.674989012715788
Sample.72,1.64014797893018
Sample.73,0.968958580458649
Sample.74,1.17271916515449
Sample.77,0
Sample.80,0.209414702097949
Sample.85,1.06471908586417
Sample.86,0.224659084428722
Sample.89,1.07451759031533
Sample.90,1.0455911864487
Sample.92,1.07437071354686
Sample.93,0.00351320629202651
Sample.94,0
Sample.95,0
Sample.96,0
Sample.97,1.18870144051218
Sample.98,1.2389414350673
Sample.99,1.11728003855524
