ASV	Sample-1	Sample-10	Sample-100	Sample-11	Sample-12	Sample-13	Sample-14	Sample-15	Sample-16	Sample-17	Sample-18	Sample-19	Sample-2	Sample-20	Sample-21	Sample-22	Sample-23	Sample-24	Sample-25	Sample-26	Sample-27	Sample-28	Sample-29	Sample-3	Sample-30	Sample-31	Sample-32	Sample-33	Sample-34	Sample-35	Sample-36	Sample-37	Sample-38	Sample-39	Sample-4	Sample-40	Sample-41	Sample-42	Sample-43	Sample-44	Sample-45	Sample-46	Sample-47	Sample-48	Sample-49	Sample-5	Sample-50	Sample-51	Sample-52	Sample-53	Sample-54	Sample-55	Sample-56	Sample-57	Sample-58	Sample-59	Sample-6	Sample-60	Sample-61	Sample-62	Sample-63	Sample-64	Sample-65	Sample-66	Sample-67	Sample-68	Sample-69	Sample-7	Sample-70	Sample-71	Sample-72	Sample-73	Sample-74	Sample-75	Sample-76	Sample-77	Sample-78	Sample-79	Sample-8	Sample-80	Sample-81	Sample-82	Sample-83	Sample-84	Sample-85	Sample-86	Sample-87	Sample-88	Sample-89	Sample-9	Sample-90	Sample-91	Sample-92	Sample-93	Sample-94	Sample-95	Sample-96	Sample-97	Sample-98	Sample-99
3191bdc149cfacd1f5a782a9df93dbc9	0	1010	0	0	1843	0	1442	0	1272	0	982	0	1663	0	1764	6129	0	1735	1246	0	1440	0	0	0	0	1517	0	0	1632	0	1058	0	1260	1283	1604	0	0	1339	1688	0	444	0	1038	1805	0	0	1669	0	1525	0	0	0	1572	0	1137	0	1219	0	0	0	4770	807	1075	1342	0	821	0	0	0	1140	0	1953	0	0	0	976	373	1524	0	0	993	675	0	495	0	0	1280	1278	424	0	1502	1274	0	0	0	0	0	745	1320	2121
5bfcb13628beec24ac1a63ee5aa778c3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7038bd22eb4da2a8e4040c216c0535b8	0	0	0	1209	3513	0	3095	0	0	3451	0	3880	3331	0	3553	0	0	3896	0	0	2493	0	0	0	0	3079	0	0	3418	0	0	0	0	2857	3067	0	2833	0	0	0	0	0	0	0	0	0	3238	0	0	0	0	0	0	0	0	0	2263	0	0	3599	0	0	0	0	0	0	0	0	0	0	0	3936	0	0	0	0	0	2977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3192	0	0	0	0	3456	0
0a8dcd934b3ebf916df4906d7f1929cb	0	358	0	590	480	0	381	455	294	920	200	654	540	163	327	271	434	64	153	27	846	531	569	54	0	547	0	68	5084	706	226	34	138	1157	169	376	1213	381	1004	219	161	613	93	962	249	14	1097	89	756	0	948	109	813	262	803	123	110	1183	48	1539	1655	836	287	778	912	636	54	185	146	97	54	228	40	0	665	912	0	1574	157	0	1559	71	556	187	54	835	100	122	1161	132	702	1593	934	1001	1177	6317	2789	4220	798	4918
f4cb2ab12647023ad25137f70e177e1f	0	1348	0	0	681	0	0	555	0	2098	0	961	1790	0	822	0	214	0	310	0	165	30501	648	0	0	595	0	0	686	0	3745	0	1495	0	814	2660	0	525	0	543	33	1355	0	846	0	0	870	0	151	92	87	35	2091	0	184	0	883	421	0	3762	0	304	0	306	0	891	0	0	36	0	83	0	52	0	0	140	26	402	0	0	362	0	889	0	463	0	214	0	149	0	0	496	0	704	0	352	0	129	0	0
f2fe29007119a2a3c1be0259fea0a379	0	0	0	0	2215	0	1554	1465	0	2148	0	1928	1817	0	1773	1784	1014	1763	0	0	1709	0	1676	516	0	1643	0	0	1703	0	0	0	0	1565	0	1572	0	1750	0	1299	0	1593	0	1587	0	0	2039	0	0	0	0	0	2054	0	0	0	1143	1916	791	1956	1927	0	0	0	0	0	0	0	1375	0	1567	1976	0	0	374	0	0	1487	1622	0	1259	0	2204	0	1118	0	1509	1359	0	0	0	0	0	1790	1460	1255	0	0	0	1444
14e7a51d8cdfb0569f5d7c0d0a5f0ce4	13	88	0	39	128	0	1627	51	794	181	2232	120	99	1348	227	939	120	1253	165	0	0	0	142	96	0	118	0	0	215	459	77	0	68	1257	435	65	1442	731	1147	391	722	1188	1942	797	1860	119	273	0	104	4	88	40	160	2313	154	97	125	88	54	92	843	155	1355	29	804	94	996	136	3941	1014	1315	2278	2335	0	0	362	99	197	89	29	233	50	216	391	667	680	980	1072	735	250	683	807	1162	1297	1109	3764	2696	4619	2761	1107
a29498e7158251b724f327a3771fc473	87	555	0	294	793	0	168	548	178	866	411	672	963	1230	1348	442	629	306	731	0	456	902	538	411	513	984	0	593	1073	288	605	345	320	1947	701	436	330	606	556	268	276	1028	822	721	116	270	748	785	1037	1124	884	3628	1400	477	583	191	308	1654	14	542	490	241	598	543	699	207	523	204	1369	902	396	781	571	0	115	99	2226	202	228	155	234	1736	350	150	914	108	524	312	459	316	184	457	4921	754	475	971	461	3494	657	317
bd8541a5eea876c7bb2bac865f6ab95e	1913	0	0	1965	0	0	0	0	27	0	0	0	0	0	0	0	0	26	0	2615	0	4705	0	6270	855	0	0	415	24	334	0	1983	0	0	0	0	19	0	0	0	0	0	26	0	0	1872	0	1663	0	2543	0	3152	0	3082	0	1407	0	0	2260	0	23	0	166	0	15	0	0	6567	0	0	0	8	0	0	4463	0	6133	0	0	2501	0	3329	0	3580	0	655	0	295	0	1729	99	0	299	0	0	0	0	0	0	0
cc02254592bb6c44a4c0b028d7719a6d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0aaf4f99d4c53432adc6a9625bb8c8b9	174	6	0	820	0	0	704	0	555	0	891	0	0	220	9	418	18	384	0	262	0	544	8	669	291	38	0	421	56	1090	0	1115	10	1504	0	0	1386	121	562	14	606	3	1160	12	786	149	3	20455	0	783	0	815	6	1855	4	3004	0	12	3645	0	3399	0	761	7	2836	0	565	914	124	273	443	723	192	0	761	0	827	9	0	370	0	1143	46	583	59	657	0	877	7	400	980	37	658	57	37	40	164	83	143	92
65e24388b24681e2293c879dec1de54e	1626	0	0	4407	0	0	913	0	197	0	169	0	0	371	0	431	0	333	0	232	0	168	0	4231	1344	0	0	294	0	1032	0	2129	0	86	0	0	425	0	55	0	78	0	140	0	612	879	0	1867	0	1219	0	3896	0	5131	0	1365	0	0	2185	0	783	0	98	0	352	0	150	3280	71	181	197	576	0	0	976	0	1530	0	0	3458	0	2377	0	2407	0	1022	10	1829	0	3094	2507	0	1382	0	130	49	174	0	1034	171
ff702a0e51ac49763293cc126da3d6b2	0	126	0	0	186	0	0	190	0	362	0	218	200	0	120	0	97	0	155	0	194	0	174	0	0	220	0	0	363	0	405	0	26	149	19	176	0	510	133	96	0	696	0	1064	0	0	600	0	3083	0	3385	0	9058	8	1579	0	28	6196	0	5452	44	870	39	594	61	333	0	0	178	0	275	0	224	0	0	1965	0	1813	0	0	2123	118	2439	94	3847	33	5304	0	1117	0	0	1442	0	1287	0	1747	0	1347	0	1058
ad1d00919b9349fd339e3b78adf8cb0a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bb5c4b7f2cf81b8faa0100f90d755902	0	0	0	0	0	0	1568	1432	0	0	0	1973	2055	0	1940	1774	0	2091	1512	0	1381	0	0	0	0	1737	0	0	0	0	1288	0	1499	1818	0	0	1549	1621	0	0	672	1639	0	1596	1231	0	1681	0	1554	0	0	0	0	0	1560	0	0	2118	0	0	2160	1235	1305	1899	0	0	1388	0	0	0	1680	2570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1279	1656	950	0	1067	0	1297	1100	1812	1725
9daafae4fa55e72cde7ece49ecf70176	273	8	0	1768	0	0	1080	0	1048	0	481	29	6	762	8	1100	89	750	75	64	0	1301	0	2105	52	0	0	917	222	1747	0	1175	0	1014	22	16	2411	7	789	25	426	6	1065	85	778	338	47	1640	0	1252	0	766	0	2995	8	888	4	0	4066	0	3317	0	878	6	1731	0	1123	1164	324	825	305	1505	496	0	279	0	889	15	0	2299	0	2030	50	1338	20	474	24	843	35	913	1086	49	403	97	423	129	1071	46	1617	128
01ec9a93221c9bf179f704c05ed3c63f	0	0	0	59306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7b5767f1f5125b396724e1faef8ee511	218	51	0	805	29	0	1088	152	940	64	2267	129	18	669	191	655	100	2224	144	134	43	280	9	937	1009	52	0	1495	276	703	31	1113	19	1253	39	138	1466	67	1104	143	455	369	779	162	970	387	289	769	79	534	71	1228	207	2074	69	814	61	84	1686	143	2655	56	2340	14	1651	38	1013	1013	361	825	542	2481	539	0	79	11	580	102	73	552	154	1246	378	884	343	583	389	829	211	781	978	190	1246	243	487	333	835	733	608	495
2812a99dd3aad2d4142f30d5c3372117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	58096	0	0	0	0	0	0	0	0	0	0
a41fe0dcedba10a52e799c1d529f53c2	271	18	0	1438	15	0	253	0	633	0	304	0	0	199	0	135	0	157	0	1519	0	3892	0	2939	1036	0	0	2160	94	1985	53	2209	0	632	0	0	539	0	486	0	416	0	343	0	184	715	89	3634	16	2564	9	1953	0	2891	0	1788	0	6	2459	55	2749	0	1012	0	2305	0	175	893	45	151	32	281	48	0	1049	0	1535	53	9	911	34	1806	22	1119	0	789	26	1195	0	1301	1708	0	495	0	51	0	0	0	22	20
b3c7e880e098f82754cb5862131c4c46	255	0	0	682	0	0	7	0	0	0	49	0	0	8	0	0	0	0	0	1645	0	2574	0	1753	1797	0	0	1451	79	969	0	2243	0	400	0	0	146	0	59	0	0	0	35	0	16	766	0	5802	0	3310	0	3085	0	1836	0	966	0	0	8953	0	350	0	211	0	559	0	0	705	0	0	0	10	0	0	3305	0	4364	0	0	2534	0	3217	0	864	0	767	0	287	0	525	609	0	328	0	0	0	0	0	0	0
da52933a812128eca6773a637d138fee	551	207	0	996	367	0	240	56	247	94	184	148	334	98	222	77	136	196	81	184	48	831	88	1112	324	368	0	1085	482	2483	212	1471	93	586	264	265	276	123	667	187	0	42	81	205	133	286	227	9436	315	725	237	1304	200	628	156	4181	326	627	3261	73	5456	84	763	179	1293	49	122	1235	0	69	87	297	50	0	127	18	668	16	317	179	68	1225	129	1925	23	1485	97	302	0	1718	625	137	237	0	21	66	32	40	67	37
55c7a1c8afca1d96763a44f3eaaadcf5	0	674	0	0	1690	0	382	1275	30	1320	324	1505	1196	470	1856	550	1075	755	967	0	4226	0	2478	0	0	2317	0	0	886	10	1053	49	901	999	806	1685	413	930	71	666	266	746	802	523	306	0	227	0	125	0	123	0	339	0	168	11	1063	233	148	224	1847	197	652	542	552	239	312	0	790	201	221	943	356	0	0	874	0	524	662	0	122	74	150	22	568	35	386	298	390	0	222	745	444	809	217	2508	403	1784	1200	522
cbbfb4215567dbaff5608877398cf928	275	0	0	2565	0	0	395	0	1812	0	239	0	0	1026	0	103	0	354	0	523	0	652	0	695	1173	0	0	2327	158	3082	0	2713	0	767	0	0	1261	0	386	0	440	0	736	0	384	872	0	1296	0	1418	0	961	0	695	0	969	0	0	1659	0	4442	0	1850	0	908	0	228	1693	0	202	0	732	0	0	1231	0	3358	0	0	1092	0	4479	0	956	0	644	0	1043	0	1301	1254	0	1125	0	0	0	41	0	67	0
0a92e42c957109e06e98573da3d31d6e	0	0	0	0	0	0	0	0	0	0	0	0	0	56288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71d2b52804a6da768b7f89a77a2ca6ea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6b1c7cbb6b278d1b71458a5ada2a0f0c	187	121	0	1288	47	0	618	35	199	67	346	37	33	164	33	257	42	111	62	321	6	366	8	427	514	6	0	847	31	1269	4	2143	22	359	52	34	515	41	1061	14	91	57	296	73	222	376	27	1171	63	810	182	3345	204	3986	13	1690	11	56	2090	46	2073	15	7489	64	1648	20	208	839	143	140	47	386	253	0	489	39	610	97	16	803	39	1973	3838	1263	64	684	91	684	51	1290	1016	39	1701	70	208	82	17	47	83	129
30c230fe27c88466bb4f3538af925cb7	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1169	0	0	0	0	0	0	0	96	0	0	0	0	0	47623	405	0	1456	0	2827	0	0	0	0	0	871	0	0	0	0	0	0	0	108	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0
4c56f806d0ed0463d7c4648d32c10758	45111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	1033	0	0	627	0	0	0	0	0	0	1770	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	136	0	4116	0	572	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77143765d9f1fa75e2956039f147ed61	939	0	0	335	0	0	5	0	18	9	4	0	0	0	0	0	0	0	0	588	0	3353	0	1119	858	0	0	453	0	1341	0	1224	0	94	0	0	6	0	26	0	0	0	17	0	0	606	0	6199	0	14588	0	2808	22	3650	0	2472	0	0	1149	0	548	0	27	0	100	0	0	1382	0	0	0	0	0	0	1006	0	2217	0	0	1699	0	1162	0	1873	0	404	0	170	0	648	317	0	766	0	0	0	0	0	0	0
2edb0747f563801a89e383384622a10e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54120	0
52604ae0e1a9183f748d7e0e46b5a270	0	692	0	27	1065	0	483	602	147	1188	964	1212	2594	1287	2154	997	881	1000	1237	0	125	0	496	0	0	784	0	47	748	90	285	0	822	1819	699	1012	562	649	1382	443	678	800	464	1348	358	566	599	28	474	0	609	0	950	0	642	0	540	743	0	610	125	645	158	1549	145	681	397	11	696	210	365	307	420	0	0	756	0	847	595	0	1181	31	437	55	1166	3	365	100	707	0	48	825	1237	713	175	1200	143	1135	241	354
bbdb59ad771f490a2ac6b6568bdcf20d	1855	0	0	1399	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2989	0	3304	0	6359	651	0	0	2121	0	1832	0	1548	0	16	0	0	96	0	43	0	0	0	0	0	0	571	0	1262	0	3846	0	1028	0	3689	0	880	0	0	219	0	153	0	74	0	186	0	0	2607	0	0	0	0	0	0	6811	0	1673	0	0	2954	0	2152	0	407	0	649	0	367	0	1189	256	0	298	0	0	0	0	0	0	0
caef158b62189db383ae0b963a4de409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
be26825057f9bbf34eb420ed9ce998a2	0	0	0	0	0	0	0	0	0	3390	0	3380	4222	0	0	0	0	0	0	0	0	0	3004	0	0	0	0	0	3142	0	0	0	0	3800	3031	0	3236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	584	0	0	0	0	0	3588	0	0	2727	0	0	0	0	0	0	1041	0	0	0	3863	0	0	0	0	0	3117	0	0	0	0	3306	2070	0	0	0	0	0	0	0	0	2716	0	0	0	0	0	0	2830
2a5837501e7edc070b7c95bf57f20b23	768	0	0	1087	0	0	291	0	605	0	154	0	0	72	0	161	0	183	0	857	0	1566	0	1830	786	0	0	370	55	2835	0	1718	0	455	0	0	681	0	631	0	42	0	613	28	536	2046	0	2380	0	1751	0	3059	0	1694	0	2377	0	0	1027	0	1135	0	1345	0	1787	0	496	1034	0	176	0	276	15	0	2508	0	2116	0	0	1674	0	3122	0	1096	0	1359	0	1103	0	1311	883	0	245	0	56	0	50	0	23	0
3e6afffe30781ffd923cc66f5b46ba09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24343	0	0	0	0	27002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7ec552e82e2867d8a7b83dcba9e88060	0	0	0	617	0	0	645	0	314	0	3583	0	0	1563	16	2221	47	1428	69	0	0	0	0	0	0	0	0	110	376	2244	0	589	0	1413	0	0	1068	59	1878	0	909	106	1409	73	1225	0	0	32	0	0	0	181	0	470	0	276	0	0	1344	0	3618	0	1483	0	1872	0	734	730	228	452	30	266	264	0	42	0	0	0	0	0	0	1757	0	1544	0	1225	0	2822	0	958	2047	103	5528	17	137	0	238	0	651	0
8218d33eb5a8f4250a0b45c05a5e7094	1066	0	0	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	508	0	280	0	2011	90	0	0	192	0	277	0	1879	0	2452	0	0	0	0	0	0	0	0	0	0	0	9543	0	625	0	4338	0	1024	0	13568	0	233	0	0	3148	0	1282	0	0	0	12	0	0	598	0	0	0	0	0	0	550	0	2099	0	0	1502	0	411	0	176	0	74	0	1849	0	461	154	0	40	0	0	0	0	0	0	0
afc4ee4eef3c2d088f1aca98d710cfb4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
07526f6f7a1c9e2f9eade5daf4ef94e6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45ca168f8f2c4302d99a3018d7bbd949	1182	0	0	733	0	0	718	0	607	0	714	0	0	218	0	273	21	160	0	324	0	1155	0	1425	209	0	0	742	506	1371	0	1480	0	451	0	0	893	0	1059	0	194	23	807	17	508	270	27	838	0	572	0	1189	0	5487	0	1552	0	0	2037	0	2748	0	2172	0	1722	0	369	721	66	265	36	768	37	0	1127	0	948	0	0	1121	0	1182	0	645	0	985	0	953	0	1008	617	0	4514	0	122	38	33	0	150	0
9f21a0d38eea390c518ae852d0d07633	0	0	0	0	48	0	150	0	0	0	62	0	220	0	75	54	62	219	0	0	160	0	327	0	0	91	0	0	496	0	136	0	0	945	0	389	2109	288	435	43	70	990	0	1092	0	0	1136	0	693	0	567	465	966	0	627	0	0	807	0	1017	0	0	0	62	0	57	0	95	1822	0	991	0	1514	0	0	497	0	925	33	0	863	0	1410	0	4840	33	2861	0	534	280	81	1006	0	1964	0	4515	0	3269	0	7511
8dc7c94917e30033448be82cc369144c	658	0	0	1235	0	0	69	0	107	0	488	0	0	93	62	247	0	418	0	1316	0	1477	0	570	754	0	0	967	8	4849	0	3635	0	167	0	0	206	0	193	0	279	0	818	0	282	1532	0	1331	0	87	0	1987	0	1061	0	997	0	0	4043	0	563	0	621	0	461	0	199	1733	49	360	31	1463	98	0	42	0	831	0	0	200	0	2080	14	694	20	3321	18	1651	197	1222	927	43	2032	60	333	97	187	249	123	46
f28e36175e7c8ed515d0be55aa65f4f6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9b4687634b6ae8dfdaf63702088dfb38	0	0	0	0	236	0	0	0	0	0	0	8263	7	27	2107	0	1528	0	0	0	146	0	0	0	0	2356	0	0	0	0	1991	0	0	0	0	64	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	230	0	186	0	0	98	0	26	0	128	0	2251	0	0	192	0	0	0	0	0	0	0	0	4	0	0	0	0	25300	0	75	0	4181	0	0	0	0	0	0	15	0	0	0	0	0	136
e1244c6aa43fa06fb378a27b2ec980ac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e7bd02c9077c85a3fb0e465b8ae0ec15	352	0	0	292	0	0	62	0	0	0	299	0	0	136	0	89	0	435	0	554	0	1251	0	5255	0	0	0	2604	0	1769	0	4633	0	71	0	0	115	0	111	0	1240	0	637	0	568	1465	0	836	0	1758	0	1237	0	317	0	1614	0	0	1830	0	775	0	248	0	0	0	222	2320	0	0	220	26	26	0	3511	0	1634	0	0	245	0	3150	0	468	0	1317	0	1693	0	640	187	0	629	24	125	0	664	162	0	20
171658358b173afe141df240952f2e46	1053	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	923	0	319	0	3535	198	0	0	324	0	2516	0	2618	0	0	0	0	0	0	69	0	1093	0	770	0	636	5603	0	913	0	928	0	1918	0	1147	0	654	0	0	2541	0	285	0	0	0	44	0	55	527	0	136	0	0	0	0	7420	0	3772	0	0	1405	0	4222	0	317	0	125	0	393	0	697	121	0	202	0	0	0	0	0	0	0
69916b1134a3e596aaabc4a4237149b0	614	245	0	1381	97	0	257	56	147	136	155	38	79	110	89	110	32	158	42	1208	49	708	10	1225	2224	43	0	936	238	1395	94	1222	41	258	39	30	347	0	499	49	83	0	165	84	82	579	83	3785	32	913	71	4477	63	730	42	2118	81	39	2373	54	1008	78	323	31	1314	33	139	992	142	192	153	185	94	0	1247	0	2016	0	55	935	38	2265	53	975	0	327	83	678	0	1549	1323	125	660	57	46	0	28	0	0	55
12eec4bc7f9174307f922a3489b944b0	0	0	0	0	0	0	110	0	2497	0	3012	42	0	1253	0	1005	37	437	0	0	69	0	0	0	0	0	0	0	219	2943	0	434	26	1009	0	0	2263	0	1188	0	740	176	1981	214	454	0	70	0	0	0	0	1395	63	272	0	109	0	0	455	0	2038	0	456	0	381	0	841	0	66	803	87	1150	146	0	0	0	0	0	0	0	0	1099	64	0	0	700	88	3083	713	163	505	1083	515	307	887	2467	2720	1878	1047	1382
82c81efff3f0472ba3b9b3ed2989d02c	600	64	0	102	79	0	0	17	0	28	0	64	221	0	58	0	27	0	38	510	27	1306	13	15870	1036	26	0	79	24	1760	0	656	53	34	136	60	0	69	0	48	0	54	0	36	0	583	621	4191	22	908	12	5330	26	363	0	522	82	27	5707	27	15	0	0	21	15	20	0	172	0	0	10	12	0	0	2375	0	761	25	16	597	52	164	21	195	0	194	0	0	0	647	66	0	25	0	0	0	0	0	0	12
fdaf4b7908fcb2d87f72852c732cd8be	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60bd5854cc19d55f208297cacb5644fb	0	601	0	0	525	0	26	98	0	483	15	580	372	26	414	0	262	0	294	0	78	0	227	0	0	189	0	0	1541	0	487	0	148	1450	87	1333	104	644	2605	583	0	3122	0	2154	0	0	2251	0	2091	0	1158	0	3215	0	1318	0	220	1009	0	907	13	327	27	907	27	439	0	0	599	0	245	0	402	0	0	944	0	603	146	0	2441	0	929	0	1403	0	829	0	479	0	0	681	6	1116	0	930	0	759	10	1300
fbce54e98d8e40844594b8177e5565bd	0	719	0	0	1442	0	0	1189	49	1879	0	2036	1604	0	1570	0	1329	75	1273	0	1113	0	1351	0	0	1241	0	0	1147	0	750	0	956	0	1352	1001	0	632	0	710	0	293	0	3859	0	0	327	0	696	0	577	0	919	0	513	0	788	949	0	679	0	855	6	1882	0	944	100	0	42	0	269	373	116	0	0	1083	0	1196	1049	0	1118	0	328	0	472	0	301	0	276	0	0	347	0	341	55	681	0	420	132	146
ed96b37d9b90e44b600f31ee9fc310cb	815	0	0	1144	0	0	88	0	92	0	20	0	0	38	0	102	0	147	0	1109	0	1741	0	2763	2779	0	0	1167	16	1367	0	1232	0	125	0	0	440	0	194	0	119	0	322	0	144	1052	0	2664	0	3632	0	3043	0	1353	0	904	0	0	1699	0	927	0	340	0	1121	0	157	804	22	74	6	131	0	0	2946	0	2137	0	0	1939	0	940	0	438	0	787	0	341	26	1132	629	0	130	0	0	0	7	0	95	23
