#OTU ID	2A01S1	2A01S2	2A01S3	2A10S3	2A12B1	2A12B2	2A12B3	2A12S1	2A12S2	2A12S3	2B01S1	2B01S2	2B02S1	2B02S2	2B03B1	2B03B2	2B03B3	2B03S1	2B03S2	2B03S3	301B1	301B2	301B3	301S1	301S2	301S3	302S1	302S2	302S3	303S1	303S2	303S3	M01S1	M01S2	M01S3	M02S1	M04S1	M04S2	M04S3	M06S2	M06S3	M07S1	M07S2	M08B1	M08S2	M08S3	M11S1	M11S2	M11S3	M15S1	M15S2	M15S3	M16S2	M16S3	M19S1	M19S2	M19S3	M20B1	M20B2	M20B3	M22S1	M22S2	M22S3	M24S1	M24S2	M24S3	M26S1	M26S2	M28S1	M28S2	M28S3	M30B1	M30B2	M30B3	M30S1	M30S2	M32B1	M32B2	M32B3	M32S2	M32S3	PCR_blank_001	PCR_blank_002	Kingdom	K_probability	Phylum	phylum	P_probability	Class	class	Class_Probability	Order	order	O_Probability	Family	family	F_probability	Genus	genus	G_probability	Species	species	prob
ea160a9ceb4dea6890591c58ad21bb89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	30	0	0	9	0	10	0	9	0	6	0	0	0	0	0	9	0	0	0	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	1	Ascomycota	phylum	1	Sordariomycetes	class	1	Hypocreales	order	1	undef_Hypocreales	family	1	Gliocladium	genus	1	Gliocladium_viride	species	1
4a97b9f39e5e8efdf888923fc2c7523c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	1	Ascomycota	phylum	1	Sordariomycetes	class	1	Hypocreales	order	1	undef_Hypocreales	family	1	Gliocladium	genus	1	Gliocladium_viride	species	1
1a058c688992fcd24e6efdc368dec71c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	14	11	7	3	8	8	34	0	26	0	5	8	6	14	0	42	55	24	5	7	40	0	0	35	0	34	9	9	0	0	0	38	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	undef_Eukaryota	0.9	Bacillariophyta	phylum	0.89	Bacillariophyceae	class	0.89	Naviculales	order	0.86	Naviculaceae	family	0.85	Navicula	genus	0.84	Navicula_cryptocephala	species	0.57
79827b8b448bb8fdd8f558d46994acf1	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	14	17	12	0	0	27	0	0	0	16	0	0	0	0	41	0	26	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	undef_Eukaryota	0.95	Bacillariophyta	phylum	0.87	Bacillariophyceae	class	0.87	Naviculales	order	0.87	Phaeodactylaceae	family	0.84	Phaeodactylum	genus	0.84	Phaeodactylum_tricornutum	species	0.84
bcee51e3d76a763cfca50df0575e6673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	4	0	0	7	0	12	0	0	0	0	3	0	0	7	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	undef_Eukaryota	0.93	Bacillariophyta	phylum	0.87	Bacillariophyceae	class	0.87	Naviculales	order	0.86	Naviculaceae	family	0.86	Navicula	genus	0.86	Navicula_cryptocephala	species	0.54
2675f0ddb3ef7402c0d3effc6f6801c0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	22	0	9	4	15	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	undef_Eukaryota	0.94	Bacillariophyta	phylum	0.88	Bacillariophyceae	class	0.88	Naviculales	order	0.88	Naviculaceae	family	0.88	Navicula	genus	0.88	Navicula_cryptocephala	species	0.56
d8a6bb97a5f81f1eaf5239eb5f9eeaf6	15	28	32	21	0	0	4	0	8	0	0	41	0	17	6	0	0	0	0	0	14	23	51	0	8	5	11	43	22	0	9	0	17	36	71	23	46	107	121	177	344	71	142	0	97	128	42	267	255	247	264	117	69	216	194	281	134	311	895	392	66	90	96	12	21	22	0	13	0	6	62	33	32	10	0	0	0	0	0	0	0	0	0	undef_Eukaryota	1	Bacillariophyta	phylum	0.99	Bacillariophyceae	class	0.99	Bacillariales	order	0.99	Bacillariaceae	family	0.99	Cylindrotheca	genus	0.99	Cylindrotheca_closterium	species	0.99
4c923ebde5a3251dac410fe59b817b51	0	0	6	0	0	0	0	0	0	0	0	8	0	9	0	0	16	14	0	0	0	0	0	0	0	0	6	10	0	0	23	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	4	0	5	0	6	0	0	0	0	3	9	4	0	9	5	0	0	0	0	0	7	12	0	12	0	0	0	11	16	0	0	undef_Eukaryota	1	Bacillariophyta	phylum	1	Bacillariophyceae	class	1	Bacillariales	order	1	Bacillariaceae	family	1	Pseudo-nitzschia	genus	1	Pseudo-nitzschia_pseudodelicatissima	species	0.43
38ff35d7d8d46a7e120f4f2922d9a3b0	0	4	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	6	9	17	0	6	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	6	0	0	7	5	0	0	0	0	7	0	0	17	0	8	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	undef_Eukaryota	1	Bacillariophyta	phylum	1	Bacillariophyceae	class	1	Bacillariales	order	1	Bacillariaceae	family	1	Pseudo-nitzschia	genus	1	Pseudo-nitzschia_plurisecta	species	0.57
3a0ff94612c3a28bdd9db442e26ce945	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	13	0	0	22	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	undef_Eukaryota	1	Bacillariophyta	phylum	1	Bacillariophyceae	class	1	Bacillariales	order	1	Bacillariaceae	family	1	Pseudo-nitzschia	genus	1	Pseudo-nitzschia_bipertita	species	0.74
8fff45f2f4df6a7f27c5ffbce29e9751	0	50	0	0	0	34	59	6	22	65	13	34	0	7	26	11	29	23	9	0	8	43	67	0	69	23	10	10	28	25	100	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	37	0	0	10	34	27	23	17	37	13	42	43	28	24	34	35	71	30	12	13	0	77	56	36	16	33	0	0	19	4	14	0	0	undef_Eukaryota	1	Bacillariophyta	phylum	1	Bacillariophyceae	class	1	Bacillariales	order	1	Bacillariaceae	family	1	Cylindrotheca	genus	1	Cylindrotheca_closterium	species	1
