OTU.ID	Species	Confidence	Sample-1	Sample-10	Sample-11	Sample-12	Sample-13	Sample-14	Sample-15	Sample-16	Sample-17	Sample-18	Sample-19	Sample-2	Sample-20	Sample-21	Sample-22	Sample-23	Sample-24	Sample-25	Sample-26	Sample-27	Sample-28	Sample-29	Sample-3	Sample-30	Sample-31	Sample-32	Sample-33	Sample-34	Sample-35	Sample-36	Sample-37	Sample-38	Sample-39	Sample-4	Sample-40	Sample-41	Sample-42	Sample-43	Sample-44	Sample-45	Sample-46	Sample-47	Sample-48	Sample-49	Sample-5	Sample-50	Sample-51	Sample-52	Sample-53	Sample-54	Sample-55	Sample-56	Sample-57	Sample-58	Sample-59	Sample-6	Sample-60	Sample-61	Sample-62	Sample-63	Sample-64	Sample-65	Sample-66	Sample-67	Sample-68	Sample-69	Sample-7	Sample-70	Sample-71	Sample-72	Sample-73	Sample-74	Sample-75	Sample-76	Sample-77	Sample-78	Sample-79	Sample-8	Sample-80	Sample-81	Sample-83	Sample-9
71fcb2c00400ea834685748d88996fb5		0.999732501198682	0	0	0	0	0	0	0	0	0	0	0	0	0	889349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d1949b93e604a4788d0cba502b75cbc2	 Alopias	0.793346372643677	0	0	0	0	0	0	254716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	629685	0	0	0	0	0	0	0	0	0	0
e21b1493ee36f00101d65edb14dd4c95		0.99999999999999	0	0	0	0	0	0	65	0	0	0	0	0	0	5219	7269	2287	0	0	0	18200	0	990	0	0	0	0	0	0	5086	0	0	0	0	0	0	0	0	0	0	0	0	238634	10529	0	0	0	0	137704	0	4342	0	0	0	34185	316	0	0	0	0	0	157432	188143	8188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
91ab386230cc277c2168b0564af00f0c		0.999995988510626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	816798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a9a68a25f94156b5d4872b9c7fd201de	 Clupea harengus	0.917647663569723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	675140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b8cc4b4fbd197a28112eea1d911a8275		0.999999178775011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	649664	3	0	0	0	0	0	0	0	0	0	0	2367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2737	0	0	0	0	0	0	0	0	0	0	0	0	0	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4bce24b77551d2445bc28397cf6a3c69	 Scomberesox saurus	0.972887044556056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	647720	0	0	0	0	0	0	0
f296f1071605e5aa4fe8e195f6c363db		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	421	47	0	0	0	0	0	525	32	0	0	0	0	0	482912	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	4855	0	0	0	0	0	0	0	0	0	0	5660	0	0	0	0	0	0	0	0	0	0	21552	0	0	0	0	0
244120f88225ccca2d22178f40cda79a		0.999999999999999	0	0	0	427	0	845	0	3760	0	0	0	0	0	0	0	0	0	0	655	0	0	0	0	0	371	249	0	0	0	0	14	0	0	8189	0	0	0	0	0	0	0	0	0	0	593	560	2684	0	0	0	0	0	0	0	0	1346	0	0	0	1024	0	0	0	0	0	0	351	0	0	0	0	0	0	0	0	0	0	351918	0	0	0	0
fc7aa0ed2927c52453396c7ce46bcbb6		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8853d8115fe6f78f3f488b4424c808cc		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	79777	0	0	0	0	0	0	230070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	666	0	0	0	0	0	1635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6a618059cbc6ca1c1e45482c1482d132	 Enchelyopus cimbrius	0.999995361427566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15a1bb23555b47294897e2185d5afeba		0.99999999999999	0	0	0	0	0	0	1241	0	1015	0	0	0	0	0	0	195613	0	628	0	3445	1090	0	0	0	0	0	0	0	654	0	0	0	0	0	0	993	1206	0	0	0	12146	2787	2237	0	1251	0	0	3578	1099	0	1540	0	0	7550	1311	0	2660	0	0	0	3299	1047	635	0	0	0	0	0	624	0	0	0	0	1614	0	0	0	0	0	0	0	0
87c1412a63d69e0736ae1a2fc2a4c8cd	 Hippoglossoides	0.935113335429082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ceca0f10cebc847b7530a044b5b43351		1.00000000000001	0	774	1614	2570	0	0	7053	1253	771	990	0	0	0	13523	5650	5840	0	1080	0	14475	3386	0	0	0	0	0	1272	969	1868	423	0	3836	0	6763	3939	3229	4411	0	0	2786	40244	10527	17087	0	3454	0	0	18797	2971	0	3846	0	0	13364	4220	322	5913	0	0	0	4070	3276	1626	0	0	0	0	0	2112	4908	455	0	344	3972	0	0	0	2178	0	0	0	1851
96e82e088ba24a3026bcebc26ff9c1ca		1.00000000000001	0	0	0	0	0	706	0	0	0	0	0	0	0	0	0	0	0	2141	0	0	0	0	21013	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205736	0	0	0	0	0	0	271	0	0	0	0	0	0	0	0	0	0
8634e95ba290c3ad8a12f6148c21050b		1.00000000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187103	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b9b6b26c8b8f6289e537f1d67333f0b7		0.999999999999997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36ae3a0cd34ca6ea7a15aee637f7a91d	 Lamna ditropis	0.76007458826283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
664cc5dfac193283d5f957387e8b33f9		0.999999999999994	0	0	0	11740	0	0	0	0	0	0	0	0	0	0	0	0	19034	11592	0	0	0	0	84461	0	0	0	0	0	0	0	6275	0	0	31568	0	314	0	0	8	0	0	0	0	0	0	6	0	0	0	0	0	3703	0	0	0	0	0	0	14828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0
90a4b314249e045631e7e2de7a5fc5e7		0.999999999999993	0	0	0	0	0	0	0	0	0	0	0	0	0	168533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9892a0912bb0a9fa674b558d428ac215		0.999999999999983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a8f2816411fa9bd5071b5d8cc06baa12		0.999999999999989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5070ebceea4f75b57c34ee42a56290a7	 Iluocoetes fimbriatus	0.983683227514455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153646	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81f8ee06cbe3c5b2b5fb55d8918bb3f3		0.999999999999985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
86c6dafa762a1124ed1c3e643697cc34		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4751	0	0	0	0	0	0	0	0	0	0	0	0	494	0	0	11949	0	0	0	0	0	0	0	0	0	12355	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	1571	0	0	0	0	104473	0	0	0	0	0	0	0	0	0	0	0
5b0a05f9c7987af605d40a1a8582914e		0.999999999999996	0	0	939	1691	0	213	2775	1323	582	0	0	0	0	7057	6189	6825	0	1137	0	10424	2052	0	0	0	0	0	1896	600	3152	294	0	564	0	1282	2038	2414	9279	0	0	0	15927	3497	3239	0	2921	0	0	6877	2673	0	3041	0	0	9187	2679	0	3889	0	0	0	2461	2657	0	0	0	0	0	0	1197	863	0	0	0	2677	0	0	0	1316	0	0	0	1214
58841cd9692f0fc7c003ab0f474b8502		0.999999999999998	0	0	0	1867	0	0	2094	0	0	0	0	0	0	0	2793	20603	0	0	0	4082	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	2629	0	0	0	24091	2606	1790	0	0	0	0	4113	0	0	1818	0	0	6081	2287	0	41889	0	0	0	1603	6039	0	0	0	0	0	0	0	0	0	0	0	2113	0	0	0	0	0	0	0	0
3bb43b6fdb7153f5aea767762ce4461d		0.999999999999996	0	0	0	0	0	0	0	0	0	0	7095	0	0	0	0	0	0	0	120351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
89f5ed906012f88e919a94acb8336210		1.00000000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96982	0	0	0	0	0	0	8757	0	0	0	0	0	20060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d068862a43ffed47ddb333babb6ccff7		1.00000000000001	0	0	0	0	0	0	2128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	758	0	0	2097	0	0	0	0	0	10473	3777	0	0	0	0	0	0	0	0	0	0	0	5605	0	0	93489	0	0	0	0	1484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1055	0	0	0	0
dd62a716cba868234deed3cb93519e79		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117640	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ab769ca078d0b3b5da3b054a056849c7		1.00000000000001	0	0	0	0	0	0	0	2174	0	0	0	0	0	4361	3291	7445	0	0	0	4835	54964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10418	2799	0	0	0	0	0	3766	0	0	0	0	0	11242	2252	0	3450	0	0	0	0	2719	0	0	0	0	0	0	0	0	0	0	439	0	0	0	0	0	0	0	0	0
b66057aa1b1cee38602eb99ec0f121a5		0.999999999999996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2401	0	853	0	4093	71599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8938	0	0	0	0	0	0	6573	0	0	0	0	0	5920	2687	0	2475	0	0	0	0	0	0	0	0	0	0	0	1226	0	0	0	0	0	0	0	0	2022	0	0	0	0
e4a1b0f76fb8b193d2f50d0b5ecc8e14		1	0	0	0	0	0	0	2062	0	0	0	0	0	0	0	0	5059	0	0	0	72094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1413	7627	0	0	0	0	0	0	0	0	0	0	0	0	5653	0	0	2416	0	0	0	0	0	0	0	0	0	0	0	1574	0	0	0	0	0	0	0	0	1597	0	0	0	0
894e55ae9dcb837c5b6e7f860911b0c3		0.999999999999997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68817	0	0	0	0	0	0	0	0	0	0	0	0	26130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81b3c88b19827dedf488c56b5d325b64		0.999999999999995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7476c927050dbfdf3da137b629a8bd3a	 Anarhichas lupus	0.998674770658897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94590	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52df4a9ad670c313de3aef03e08e10ed		0.999999999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41b9223974c042761666f092689a0f2f		0.999999999999999	0	0	0	335	0	0	0	503	0	235	1100	0	392	0	0	0	0	0	0	0	0	0	4270	0	793	0	0	0	0	0	0	0	0	140	9	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	732	0	0	0	2	0	0	0	0	0	0	0	0	0	0	24611	0	0	0	92	0	0	0	0	4	2	53626	0	0	0	0
601aea9c47dd1e0cc49cbbf5b152a7dc		1.00000000000001	0	2743	722	1455	0	220	2061	598	554	0	0	0	0	5649	3189	2266	0	0	0	4295	1580	0	0	0	0	0	1028	0	0	0	0	0	0	671	1414	1576	1441	0	0	435	18903	3187	1736	0	1433	0	0	4225	1522	0	1969	0	0	8285	1852	0	2283	0	0	0	1825	1691	0	0	0	0	0	0	978	0	0	0	0	2716	0	0	0	1517	0	0	0	788
ac64c67d8da234607ca36bf1a3c5762f		0.999999999999995	0	0	0	3099	0	0	2098	0	0	0	0	0	0	7948	3152	2932	0	0	0	4667	1847	0	0	0	0	0	0	0	0	0	0	0	0	0	1616	1784	1672	0	0	0	14442	2861	2021	0	1652	0	0	5880	1702	0	3816	0	0	7433	2642	0	4814	0	0	0	0	2025	0	0	0	0	0	0	0	994	0	0	0	2192	0	0	0	1905	0	0	0	1315
3ebda062e05650537d7f155c2df377a7		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80551	0	0	0	0	0	0	0	0	0	0	0	0
7edcfb3e12458d628c4ce7959e268220		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2819	0	0	0	0	0	0	713	0	0	0	0	0	0	0	7619	0	0	0	0	8956	7047	0	0	0	286	0	0	5657	0	0	19749	0	6422	7693	13321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f64b51083377ba7c17bb2948dcf61f8a		0.99999999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	23500	0	0	0	0	56278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d59047482b70df21a723e5f95cedc6e1		0.999999999999985	0	475	688	949	0	0	3611	591	0	0	0	0	0	6287	3964	2332	0	0	0	3838	1393	0	0	0	0	0	547	0	0	0	0	487	0	732	2311	1405	1196	0	0	0	11273	2744	1807	0	1367	0	0	4159	1604	0	1562	0	0	9871	1848	0	2232	0	0	0	1456	1700	827	0	0	0	0	0	927	719	0	0	0	1325	0	0	0	997	0	0	0	932
cfbbe93185efebcb8323e97624421b75		1	0	0	0	11869	0	371	2052	0	0	0	0	0	0	0	3698	2634	0	0	0	5173	0	0	0	0	0	0	0	0	1275	0	0	560	0	1018	0	1595	0	0	0	0	13010	2766	2251	0	2009	0	0	4720	0	0	2166	0	0	5960	2167	0	2834	0	0	0	0	1910	0	0	0	0	0	0	0	972	366	0	0	3187	0	0	0	1501	0	0	0	0
c5d3f9b5f07b28ac588f6a07cf988278		0.999999999999993	0	0	0	0	0	0	0	0	0	0	0	0	0	10953	3403	2774	0	0	0	3981	1778	0	0	0	0	0	0	0	0	0	0	0	0	0	1473	1657	0	0	0	0	12176	2572	0	0	1510	0	0	4147	0	0	1999	0	0	6011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1266	15651	0	0	0	2468	0	0	0	1258	0	0	0	0
d9cfaf0337c1b2671c02d6c5b4aa6f37		1.00000000000001	0	0	736	962	0	0	1975	0	0	555	0	0	0	4370	2419	2402	0	0	0	3545	1357	0	0	0	0	0	520	0	1005	0	0	0	0	1072	1216	2339	2063	0	0	0	11138	2194	1480	0	1490	0	0	3916	2747	0	1494	0	0	7789	7012	0	2352	0	0	0	1254	1009	0	0	0	0	0	0	608	690	0	0	0	1832	0	0	0	797	0	0	0	718
77dd6c60ac8cc3477382ebeb9b362fdf		1	0	0	0	0	0	0	0	0	0	0	0	0	0	5024	0	0	0	789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3940	0	1734	0	0	0	7920	0	0	0	0	0	0	47310	1502	0	0	0	0	3761	2289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c7e2f5dcc0832b1982e154252eeb9e9c		0.99999999999999	0	0	2025	0	0	567	3058	0	0	657	0	0	0	0	4342	2732	0	0	0	5392	0	0	0	0	0	0	0	693	0	0	0	0	0	899	0	0	1460	0	0	0	11991	3112	1736	0	6402	0	0	6156	2667	0	2075	0	0	6812	2987	0	2818	0	0	0	1675	1775	0	0	0	0	0	0	0	0	0	0	0	2057	0	0	0	0	0	0	0	0
