ASV	Species	Group	pident	evalue	Sample.1	Sample.10	Sample.100	Sample.11	Sample.12	Sample.13	Sample.14	Sample.15	Sample.16	Sample.17	Sample.18	Sample.19	Sample.2	Sample.20	Sample.21	Sample.22	Sample.23	Sample.24	Sample.25	Sample.26	Sample.27	Sample.28	Sample.29	Sample.3	Sample.30	Sample.31	Sample.32	Sample.33	Sample.34	Sample.35	Sample.36	Sample.37	Sample.38	Sample.39	Sample.4	Sample.40	Sample.41	Sample.42	Sample.43	Sample.44	Sample.45	Sample.46	Sample.47	Sample.48	Sample.49	Sample.5	Sample.50	Sample.51	Sample.52	Sample.53	Sample.54	Sample.55	Sample.56	Sample.57	Sample.58	Sample.59	Sample.6	Sample.60	Sample.61	Sample.62	Sample.63	Sample.64	Sample.65	Sample.66	Sample.67	Sample.68	Sample.69	Sample.7	Sample.70	Sample.71	Sample.72	Sample.73	Sample.74	Sample.75	Sample.76	Sample.77	Sample.78	Sample.79	Sample.8	Sample.80	Sample.81	Sample.82	Sample.83	Sample.84	Sample.85	Sample.86	Sample.87	Sample.88	Sample.89	Sample.9	Sample.90	Sample.91	Sample.92	Sample.93	Sample.94	Sample.95	Sample.96	Sample.97	Sample.98	Sample.99
c076ca8e5c1cd2416fc8d68acbcef3e6	Eriocheir sinensis	crustaceans	91.803	2.75E-38	99	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	923	0	743	0	1507	509	0	0	114	0	87	0	252	0	0	0	0	0	0	4	0	0	0	0	0	0	127	0	1008	0	959	0	465	0	634	0	217	0	0	56	0	14	0	0	0	0	0	0	72	0	0	0	0	0	0	909	0	1246	0	0	179	0	176	0	33	0	64	0	46	0	6	15	0	0	0	0	0	0	0	0	0
7b3fa9249c5c774b0d58d98370a2a7c2	Eriocheir sinensis	crustaceans	93.548	9.82E-43	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	100	0	0	139	0	0	90	0	0	0	0	0	0	85	0	0	0	0	0	0	0	112	0	0	227	0	0	0	0	0	194	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	170	0	0	0	144	0	0	0	0	0	0	0	125	0	479	0	145	0	0	0	0	0	0	143	0	152	0	169	0	0	0	212
0ff483f1cdf1fcf9eaa4c0bb8c6a4801	Eriocheir sinensis	crustaceans	90.4	1.28E-36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	24	0	518	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	17	0	0	0	21	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	10	0	0	0	804	0	0	0	0	0	0	0	0	0	0
dbcd4fbfd0468864f98ff00fa5cf7dcf	Eriocheir sinensis	crustaceans	90.323	1.66E-35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	984	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e8da1405d4af545eceeb91d4bb6e53d9	Eriocheir sinensis	crustaceans	89.6	5.95E-35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	215	0	0	11	0	181	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	97	0	274	0	57	0	0	0	163	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	28	0	0	11	0	16	0	0	0	7	0	56	0	0	0	0	0	0	0	0	0	0	0	0
2333c7707e7bda5e9b951a1404679f9d	Eucampia antarctica	diatoms	99.2	5.79E-55	83	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	691	0	1612	0	0	0	0	0	1142	0	42	0	0	0	0	0	0	0	0	24	0	0	0	0	2712	0	573	0	119	0	306	0	34	0	241	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	322	0	1870	0	0	1819	0	118	0	173	0	20	0	0	0	195	129	0	31	0	0	0	218	0	0	0
3bced20ea65b3db28ee8a1112973532a	Eucampia antarctica	diatoms	100	1.24E-56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	73	0	381	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0
4ff7f311d89b28f9838f16b5b4e115c9	eukaryote SCGC AAA071-N23	eukaryotes	91.176	6.13E-15	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	21	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	44	0	152	0	119	0	62	0	7	41	0	70	0	0	0	83	0	16	0	0	0	0	0	0	0	0	0	264	0	227	0	0	200	0	97	0	51	0	0	0	20	0	0	104	0	0	0	0	0	0	0	56
4653e062297167a8b60480548ae50f63	eukaryote SCGC AAA074-E07	eukaryotes	100	1.24E-56	0	1137	0	0	807	0	0	136	0	1097	59	930	2364	0	230	0	178	0	415	0	179	0	476	0	0	1078	0	0	505	0	2329	0	1220	4	1170	801	0	666	0	845	0	320	0	396	0	0	235	0	810	0	1270	0	1991	0	1560	0	799	1183	0	1889	0	720	0	1186	132	1107	0	0	308	0	763	0	416	0	0	797	0	989	1075	0	553	0	1240	0	1004	0	515	11	401	0	0	592	0	1346	119	215	0	104	163	246
2a400752d80343971a63fbd17867cf7b	eukaryote SCGC AAA074-E07	eukaryotes	96.8	5.83E-50	0	18	0	0	35	0	0	124	0	390	0	64	13	15	95	0	79	0	253	0	182	0	24	0	0	13	0	0	0	0	10	0	0	0	263	200	0	695	0	210	0	24	0	37	0	0	287	0	518	0	38	0	75	0	57	0	0	97	0	194	0	4	0	0	0	79	36	0	246	0	210	0	418	0	0	0	0	14	90	0	156	0	607	0	219	0	107	0	0	0	29	109	0	182	204	139	17	662	0	74
afb03cf490084d3f43c836583d140bfa	eukaryote SCGC AAA074-E07	eukaryotes	97.6	1.25E-51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	635	18	1854	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0
ec4269f1740826c40a52842f2af6e5b1	eukaryote SCGC AAA074-I08	eukaryotes	100	1.24E-56	0	50	0	0	31	0	0	28	0	247	0	34	78	0	66	0	84	0	77	0	64	0	0	0	0	0	0	0	46	0	106	0	12	0	94	10	0	24	0	44	0	8	0	68	0	0	19	0	23	0	10	0	17	0	9	0	26	31	0	0	0	58	0	37	0	14	0	0	17	0	21	0	59	0	0	0	0	0	60	0	0	0	0	0	0	0	185	0	0	0	0	5	0	0	0	50	0	0	0	10
7030354f725736a2ae95acc04dedb205	eukaryote SCGC AAA074-K22	eukaryotes	100	1.24E-56	0	0	0	108	0	0	46	0	5	0	29	0	0	217	0	204	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	67	0	243	0	42	0	189	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	84	0	54	0	83	0	53	108	0	52	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	16	283	0	0	49	32	46	0	0
abb2d5b04c20b9dca237849355badb1f	eukaryote SCGC AAA074-L09	eukaryotes	97.581	4.51E-51	0	0	0	0	0	0	1230	0	350	0	583	0	0	1259	0	920	0	1208	26	0	0	0	0	0	0	0	0	0	14	0	0	0	0	191	0	0	345	0	283	0	767	16	861	12	463	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	27	0	0	0	69	0	563	88	187	243	33	432	70	0	0	0	0	0	0	0	0	0	14	0	32	0	50	31	51	0	304	39	6	116	13	108	290	145	361	143
55c7a1c8afca1d96763a44f3eaaadcf5	eukaryote SCGC AAA074-N03	eukaryotes	94.4	5.87E-45	0	674	0	0	1690	0	382	1275	30	1320	324	1505	1196	470	1856	550	1075	755	967	0	4226	0	2478	0	0	2317	0	0	886	10	1053	49	901	999	806	1685	413	930	71	666	266	746	802	523	306	0	227	0	125	0	123	0	339	0	168	11	1063	233	148	224	1847	197	652	542	552	239	312	0	790	201	221	943	356	0	0	874	0	524	662	0	122	74	150	22	568	35	386	298	390	0	222	745	444	809	217	2508	403	1784	1200	522
8dc7c94917e30033448be82cc369144c	eukaryote SCGC AAA074-N03	eukaryotes	94.309	2.73E-43	658	0	0	1235	0	0	69	0	107	0	488	0	0	93	62	247	0	418	0	1316	0	1477	0	570	754	0	0	967	8	4849	0	3635	0	167	0	0	206	0	193	0	279	0	818	0	282	1532	0	1331	0	87	0	1987	0	1061	0	997	0	0	4043	0	563	0	621	0	461	0	199	1733	49	360	31	1463	98	0	42	0	831	0	0	200	0	2080	14	694	20	3321	18	1651	197	1222	927	43	2032	60	333	97	187	249	123	46
06feadb5fd05ccb3ac203a60f76fa8a8	eukaryote SCGC AAA074-O17	eukaryotes	98.4	2.69E-53	0	66379	0	0	88569	0	0	25499	0	51305	0	48663	85103	350	73379	206	42205	475	53994	0	32396	0	29452	0	0	36531	0	0	40772	0	77653	0	50546	0	61483	71246	116	58368	0	41819	0	46811	44	67908	0	0	42907	0	11904	0	10906	0	20507	0	14637	0	33510	24545	0	21493	0	25007	0	34073	0	25377	127	0	12280	23	6772	290	6957	0	0	19736	0	26708	40564	0	18031	0	12862	0	19062	0	12596	145	5577	0	0	5864	0	7675	308	17336	565	16057	2068	12954
69a7f57d5898ddc03d249204329a1c7e	eukaryote SCGC AAA074-O17	eukaryotes	100	1.24E-56	0	139	0	0	172	0	46	96	0	203	0	196	195	25	63	329	0	157	0	0	212	71	592	0	0	145	0	0	524	0	144	0	365	0	253	175	0	107	23	127	0	273	54	340	126	0	60	0	845	0	679	0	1121	0	652	0	428	1261	0	1000	18	414	0	762	0	607	24	0	95	28	55	25	222	0	0	611	0	753	76	0	924	0	303	62	375	0	125	0	434	0	0	338	18	403	50	348	27	359	0	353
e20443448eb0fdbb2b3015596ff94712	eukaryote SCGC AAA074-O17	eukaryotes	98.4	2.69E-53	1139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0
4b79f938b8e5012743cc3ea3cce14fd4	Exacum paucisquamum	eudicots	92.063	2.85E-13	0	86	0	0	163	0	0	58	0	172	32	122	93	0	114	0	17	0	70	0	37	0	24	0	0	7	0	0	327	0	124	0	148	171	35	177	0	214	691	251	0	555	0	692	0	0	299	0	349	0	427	0	700	0	213	0	0	634	0	165	4	96	0	213	31	90	0	0	239	0	139	0	116	0	0	372	0	327	36	0	422	0	173	0	476	0	147	0	242	0	0	295	0	317	0	115	0	264	0	225
3ff79296f67bc8676c3f14de2abf5579	Florenciella parvula	eukaryotes	100	1.24E-56	0	0	0	10	0	0	309	0	803	0	452	0	81	240	87	424	110	285	72	5	0	102	182	0	355	0	0	79	3060	1368	77	288	0	2148	99	60	3154	91	2826	88	1041	549	1364	474	1228	139	240	336	0	459	143	346	88	187	231	398	0	69	274	0	1666	143	1764	0	686	0	762	227	578	426	395	1055	620	0	0	85	40	76	0	83	595	491	379	384	637	140	479	593	784	0	395	582	1924	754	116	24451	81	15796	506	9591
3ff79296f67bc8676c3f14de2abf5579	Florenciella parvula	eukaryotes	100	1.24E-56	0	0	0	10	0	0	309	0	803	0	452	0	81	240	87	424	110	285	72	5	0	102	182	0	355	0	0	79	3060	1368	77	288	0	2148	99	60	3154	91	2826	88	1041	549	1364	474	1228	139	240	336	0	459	143	346	88	187	231	398	0	69	274	0	1666	143	1764	0	686	0	762	227	578	426	395	1055	620	0	0	85	40	76	0	83	595	491	379	384	637	140	479	593	784	0	395	582	1924	754	116	24451	81	15796	506	9591
1018ae1f1dcf759e1411e23564ac958c	Gadus morhua	bony fishes	100	1.24E-56	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	717464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	711213	0	0	0	0	0	0	0	0	0
84c9c6223445c524ece42b2c63da3732	Gadus morhua	bony fishes	99.2	5.79E-55	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275897	0	0	0	0	0	0	0	50	0
020529dbc9075fb8930bdc1e6186d220	Gadus morhua	bony fishes	99.2	5.79E-55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1306	0	0	0	0	0	0	0	0	0
e5bfb4036fe0b4322bdbe9437351c8bd	Gadus morhua	bony fishes	98.413	2.69E-53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6474	0	0	0	0	0	0	0	0	0
007c95dd39ae07f6f181cc5715adfded	Gadus morhua	bony fishes	99.2	5.79E-55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
000747a7f91bd41924565ffe758afb1f	Gadus morhua	bony fishes	99.2	5.79E-55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4359	0	0	0	0	0	0	0	0	0
27ea04d722fd9bf85f8cc85b932e2528	Gadus morhua	bony fishes	99.2	5.79E-55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7c87a3bb7dc9a1274742f6f987550583	Gadus morhua	bony fishes	99.2	5.79E-55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d9a4890cf5db86a95a3fc477a962c5d8	Gadus morhua	bony fishes	99.2	5.79E-55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5e03aceffbaaeec3fa306c927247f864	Gadus morhua	bony fishes	99.2	5.79E-55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9c0f16f80deaf74732584eb958d9d384	Gadus morhua	bony fishes	99.2	5.79E-55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4afa1906f1926bdfe5e76bbfc24c0032	Gadus morhua	bony fishes	99.187	7.49E-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5641bcc3099b1a333e4b949fe523b6f0	Gadus morhua	bony fishes	99.2	5.79E-55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ffbe90724ce9453a955a3784c15027ee	Gadus morhua	bony fishes	99.2	5.79E-55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
73d0c60c0dffa32ce0537b7414e71601	Gadus morhua	bony fishes	99.2	5.79E-55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1469	0	0	0	0	0	0	0	0	0
ca8e3d8263ef8363df530b804c15cd32	Gadus morhua	bony fishes	99.2	5.79E-55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	590	0	0	0	0	0	0	0	0	0
e7f85d57b53ebe721a9e59732e43460a	Gadus morhua	bony fishes	99.2	5.79E-55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53fd061992b23c3e13c485d58ca98d04	Gadus morhua	bony fishes	98.4	2.69E-53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1328	0	0	0	0	0	0	0	0	0
12433d1ceeb02f5ad8856ffb47a43424	Gadus morhua	bony fishes	99.2	5.79E-55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	700	0	0	0	0	0	0	0	0	0
4c56f806d0ed0463d7c4648d32c10758	Grus americana	birds	100	6.21E-05	45111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	1033	0	0	627	0	0	0	0	0	0	1770	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	136	0	4116	0	572	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1852481d2ae1cb39c8dfa69dd3f28144	Guinardia delicatula	diatoms	100	1.24E-56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	147	0	111	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1852481d2ae1cb39c8dfa69dd3f28144	Guinardia delicatula	diatoms	100	1.24E-56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	147	0	111	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7301ec1b95e7c2a866957a816aca12e5	Gymnelus viridis	bony fishes	99.2	5.79E-55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	730613	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22321d9a5fd0e43dc3c50ab10e13d642	Gymnelus viridis	bony fishes	98.4	2.69E-53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19169	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8080f059e7b153350b8727f07caa151b	Gymnelus viridis	bony fishes	98.4	2.69E-53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17419	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fa49e6d5d6191d267f61ce369391d1a5	Gymnelus viridis	bony fishes	98.4	2.69E-53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1656	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6c747dddf2ca6ab0acaf5b8219e1cc55	Gymnelus viridis	bony fishes	98.4	2.69E-53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1410	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e0ff3b4440a8bd4d00a31454357336e6	Haptophyta environmental samples	haptophytes	100	1.24E-56	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	231	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	48	0	0	0	5	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	7	322	8	0	0	0	0	0	0	0	0	0	9	0	17	0	30	45	46	0	0	289	49	182	60	714	221	132	648	233
d04807cc735500594316a42b6aff11b0	Haptophyta environmental samples	haptophytes	100	1.24E-56	0	0	0	0	0	0	0	53	0	39	0	26	68	0	0	0	14	0	22	0	26	0	69	0	0	0	0	0	0	0	27	0	127	0	47	63	0	73	0	36	0	20	0	75	0	0	0	0	0	0	0	0	116	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	11	43	0	0	0	36	0	0	0	56	0	0	0	0	0	0	0	0	60	0	83	0	0
0a28a4708603cb542518b75dd9a48760	Helicotheca tamesis	diatoms	92.537	4.74E-16	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4309	0	0	0	0	0	0	0	0	0	12	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	118	0	0	0	0	0	0	0	0	87	0	58	0	0	0	0	0	0	0
