X953.ENEG.1,X953.ENEG.2,X954.ENEG.1,X954.ENEG.2,X955.ENEG.1,X955.ENEG.2,X956.ENEG.1,X956.ENEG.2,X957.ENEG.1,X958.ENEG.1,X958.ENEG.2,X959.ENEG.1,AZMP2024.EDNA.003,AZMP2024.EDNA.004,AZMP2024.EDNA.007,AZMP2024.EDNA.008,AZMP2024.EDNA.009,AZMP2024.EDNA.043,AZMP2024.EDNA.044,AZMP2024.EDNA.045,AZMP2024.EDNA.046,AZMP2024.EDNA.047,AZMP2024.EDNA.048,AZMP2024.EDNA.049,AZMP2024.EDNA.050,AZMP2024.EDNA.051,PER25.1,PER25.10,PER25.100,PER25.101,PER25.102,PER25.103,PER25.104,PER25.105,PER25.106,PER25.107,PER25.108,PER25.109,PER25.11,PER25.110,PER25.111,PER25.112,PER25.113,PER25.114,PER25.115,PER25.116,PER25.117,PER25.118,PER25.119,PER25.12,PER25.120,PER25.121,PER25.122,PER25.123,PER25.124,PER25.125,PER25.126,PER25.127,PER25.13,PER25.14,PER25.15,PER25.16,PER25.17,PER25.18,PER25.19,PER25.2,PER25.20,PER25.21,PER25.22,PER25.23,PER25.24,PER25.25,PER25.26,PER25.27,PER25.28,PER25.29,PER25.3,PER25.30,PER25.31,PER25.32,PER25.33,PER25.34,PER25.35,PER25.36,PER25.37,PER25.38,PER25.39,PER25.4,PER25.40,PER25.41,PER25.42,PER25.43,PER25.44,PER25.45,PER25.46,PER25.47,PER25.48,PER25.49,PER25.5,PER25.50,PER25.51,PER25.52,PER25.53,PER25.54,PER25.55,PER25.56,PER25.57,PER25.58,PER25.59,PER25.6,PER25.60,PER25.61,PER25.62,PER25.63,PER25.64,PER25.65,PER25.66,PER25.67,PER25.68,PER25.69,PER25.7,PER25.70,PER25.71,PER25.72,PER25.73,PER25.74,PER25.75,PER25.76,PER25.77,PER25.78,PER25.79,PER25.8,PER25.80,PER25.81,PER25.82,PER25.83,PER25.84,PER25.85,PER25.86,PER25.87,PER25.88,PER25.89,PER25.9,PER25.90,PER25.91,PER25.92,PER25.93,PER25.94,PER25.95,PER25.96,PER25.97,PER25.99,Phylum,V14,Class,V16,V17,V18,V19,V20,V21,V23,V24,V26,Species,V29
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,105,89,148,43,75,96,73,54,84,0,29,9,29,0,0,0,7,0,0,0,9,0,0,0,0,0,0,2,0,68,39,61,16,23,9,9,102,8,0,10,0,0,11,0,31,25,50,189,37,41,8,10,42,17,10,18,14,0,7,18,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,18,12,0,15,0,37,18,12,0,0,0,0,17,19,16,13,10,16,0,0,0,0,13,8,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,0,5,0,0,Chlorophyta,1,Mamiellophyceae,class,1,Mamiellales,order,1,Mamiellaceae,1,Micromonas_green_algae,1,Micromonas_pusilla,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,1945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,Annelida,1,Polychaeta,class,1,Terebellida,order,1,Terebellidae,1,Neoamphitrite,1,Neoamphitrite_affinis,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,77,11,0,0,0,232,192,200,229,354,219,0,0,0,0,0,0,9,0,0,0,6,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17,33,43,64,46,55,75,0,59,30,0,0,0,0,0,0,0,Echinodermata,1,Ophiuroidea,class,1,Amphilepidida,order,1,Ophiuridae,1,Ophiura,1,Ophiura_sarsii,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,30,0,27,0,17,12,22,12,18,11,5,33,9,10,37,0,38,0,19,0,0,0,30,0,0,0,0,0,0,0,0,0,14,19,3,18,0,9,37,21,5,9,13,12,39,56,0,0,18,147,3,28,24,44,13,38,13,32,11,0,26,0,46,0,0,0,19,0,0,13,0,38,39,0,0,0,0,0,93,0,30,0,7,20,42,0,0,0,0,25,0,4,0,0,17,0,15,0,0,0,0,37,26,30,2,38,7,0,22,44,0,0,24,13,39,11,0,27,0,15,69,0,50,16,27,Mollusca,1,Bivalvia,class,1,Galeommatida,order,1,Montacutidae,1,Kurtiella,1,Kurtiella_bidentata,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,75,0,432,217,148,0,97,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,101,0,144,0,0,0,0,206,0,0,0,0,0,0,0,Annelida,1,Polychaeta,class,1,Terebellida,order,1,Terebellidae,1,Proclea,1,Proclea_malmgreni,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,16,0,0,0,0,0,37,135,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,161,397,0,0,27,79,0,0,0,131,0,0,0,0,0,67,0,0,0,0,0,31,0,14,0,0,17,0,0,0,0,0,0,0,28,0,0,42,9,0,31,0,0,0,0,0,114,0,38,95,0,21,50,0,54,0,0,Annelida,1,Polychaeta,class,1,undef_Polychaeta,order,1,Orbiniidae,1,Scoloplos,1,Scoloplos_acutus,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,14,0,0,0,84,0,0,0,134,525,0,0,0,0,0,0,0,93,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,9,0,0,697,0,0,0,0,0,0,0,Annelida,1,Polychaeta,class,1,Spionida,order,1,Spionidae,1,Laonice,1,Laonice_cirrata,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,86,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,103,212,92,0,0,0,0,0,0,0,0,0,0,0,0,0,36,25,0,0,0,0,38,0,37,0,0,0,0,0,0,0,0,31,0,0,104,0,0,0,0,22,47,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547,Annelida,1,Polychaeta,class,1,Terebellida,order,1,Terebellidae,1,Thelepus,1,Thelepus_cincinnatus,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,47,0,24,34,0,192,0,102,196,0,0,0,116,440,211,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,91,0,40,0,0,0,41,23,0,0,0,35,41,15,0,Annelida,0.99,Polychaeta,class,0.99,undef_Polychaeta,order,0.99,Maldanidae,0.99,Clymenella,0.99,Clymenella_zonalis,0.99
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Echinodermata,0.99,Ophiuroidea,class,0.99,Amphilepidida,order,0.99,Amphiuridae,0.98,Amphiura,0.98,Amphiura_joubini,0.98
0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,20,7,0,0,16,0,3,0,0,0,31,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,29,141,76,0,0,14,0,0,0,33,71,116,0,9,0,0,43,16,0,0,0,0,0,0,0,0,0,0,142,0,194,0,128,0,0,0,0,4,0,0,0,0,35,74,0,110,0,0,0,0,0,0,0,6,0,0,0,0,0,66,0,0,0,0,0,130,0,0,25,0,35,0,0,0,0,0,33,0,0,0,Chordata,1,Actinopteri,class,1,Scombriformes,order,1,Scombridae,1,Scomber,1,Scomber_scombrus,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,72,0,0,0,0,13,23,0,0,38,33,0,0,25,0,31,0,37,0,0,19,0,36,0,0,0,0,0,0,0,0,0,7,0,0,48,50,8,0,0,37,0,41,0,0,0,19,0,10,11,11,0,0,19,12,3,0,0,0,36,0,0,0,0,0,37,0,0,0,0,8,0,0,0,0,0,0,122,88,0,0,0,0,0,0,0,62,0,29,0,17,0,11,11,0,0,8,0,0,0,0,0,0,70,155,92,89,0,0,0,0,0,0,53,0,26,0,0,33,0,52,0,14,0,Echinodermata,1,Asteroidea,class,1,Velatida,order,1,Solasteridae,1,Solaster,1,Solaster_endeca,1
0,13,0,0,53,0,7,160,0,0,0,0,0,0,0,0,0,0,9,0,33,0,0,0,0,0,0,10,0,0,0,14,19,15,13,0,0,0,15,0,0,23,0,0,0,0,0,0,0,22,0,8,0,13,5,0,0,0,0,8,0,0,35,0,0,12,0,0,0,28,169,0,77,73,0,0,0,80,0,0,0,26,44,0,14,0,0,0,17,0,0,32,0,0,0,0,0,11,0,0,62,0,0,0,104,0,0,30,0,0,0,0,0,0,0,84,9,0,0,46,0,0,5,0,0,0,0,0,0,18,53,0,0,0,0,0,13,103,0,0,0,0,0,0,0,0,0,0,24,20,0,0,Chordata,1,Mammalia,class,1,Primates,order,1,Hominidae,1,Homo,1,Homo_sapiens,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Clausocalanidae,1,Pseudocalanus,1,Pseudocalanus_moultoni,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Clausocalanidae,1,Pseudocalanus,1,Pseudocalanus_newmani,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,44,30,0,0,0,0,0,371,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,59,7,0,0,0,0,0,181,0,23,0,0,0,0,0,140,10,0,106,0,0,156,0,0,0,0,11,13,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,Arthropoda,1,Hexanauplia,class,1,Cyclopoida,order,1,Oithonidae,1,Oithona,1,Oithona_similis,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,195,5,55,118,89,0,7,10,2,0,0,228,0,6,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,45,56,44,0,0,0,0,0,0,0,0,0,0,0,0,74,61,63,0,0,15,0,43,57,54,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cnidaria,1,Hydrozoa,class,1,Leptothecata,order,1,Obeliidae,1,Obelia,1,Obelia_geniculata,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Clausocalanidae,1,Pseudocalanus,1,Pseudocalanus_moultoni,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,13,72,41,60,17,0,2,4,8,3,50,14,7,11,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,36,22,15,0,2,0,4,0,0,0,10,14,25,4,0,54,35,74,5,31,26,101,37,28,15,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,97,86,0,12,0,0,0,0,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,4,0,17,Rhodophyta,1,Florideophyceae,class,1,Ceramiales,order,1,Ceramiaceae,1,Ptilota,1,Ptilota_serrata,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,279,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Clausocalanidae,1,Pseudocalanus,1,Pseudocalanus_newmani,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,12,22,35,0,0,0,0,0,8,44,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,150,150,158,13,16,4,0,0,0,0,53,38,64,18,7,28,21,56,4,5,23,5,8,0,0,0,0,10,0,11,0,0,0,0,4,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,44,55,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,6,0,0,24,Cnidaria,1,Hydrozoa,class,1,Leptothecata,order,1,Campanulariidae,1,Orthopyxis,1,Orthopyxis_integra,1
0,0,0,0,0,0,0,0,0,0,0,0,586,558,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cnidaria,1,Hydrozoa,class,1,Trachymedusae,order,1,Halicreatidae,1,Botrynema,1,Botrynema_brucei,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,41,0,106,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,85,0,181,185,114,94,0,108,101,0,0,0,0,0,0,0,Echinodermata,1,Asteroidea,class,1,Paxillosida,order,1,Ctenodiscidae,1,Ctenodiscus,1,Ctenodiscus_crispatus,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,251,117,0,0,0,0,16,0,136,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,17,0,137,33,125,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,Annelida,1,Polychaeta,class,1,Terebellida,order,1,Terebellidae,1,Nicolea,1,Nicolea_zostericola,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,260,0,90,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,47,128,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,Cnidaria,1,Hydrozoa,class,1,Anthoathecata,order,1,Pandeidae,1,Catablema,1,Catablema_vesicarium,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chordata,1,Actinopteri,class,1,Myctophiformes,order,1,Myctophidae,1,Benthosema,1,Benthosema_glaciale,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,12,226,0,49,0,72,100,0,0,0,74,0,0,108,44,0,16,26,0,0,0,0,0,0,0,21,0,0,0,0,0,29,0,0,71,29,52,0,0,0,0,0,0,0,0,0,27,0,0,32,0,0,0,0,0,0,0,0,Cnidaria,1,Hydrozoa,class,1,Anthoathecata,order,0.99,Eudendriidae,0.99,Eudendrium,0.99,Eudendrium_rameum,0.99
0,0,0,0,0,0,0,0,0,0,0,0,0,0,548,498,0,0,0,3,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chlorophyta,1,Mamiellophyceae,class,1,Mamiellales,order,1,Mamiellaceae,1,Micromonas_green_algae,1,Micromonas_pusilla,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,18,0,0,0,0,0,2,0,10,3,0,0,4,35,28,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,5,6,35,0,16,53,0,26,24,0,12,0,0,0,0,0,0,0,0,12,4,10,0,0,0,32,6,0,0,0,61,13,0,0,0,11,8,0,0,0,0,0,0,0,0,0,0,5,0,32,9,38,13,16,11,25,0,0,10,11,0,8,0,0,0,0,19,62,80,55,20,23,20,0,0,0,0,0,0,0,8,0,0,0,3,26,0,13,7,0,Echinodermata,1,Asteroidea,class,1,Forcipulatida,order,1,Asteriidae,1,Leptasterias,1,Leptasterias_polaris,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,Arthropoda,1,Hexanauplia,class,1,Calanoida,order,1,Clausocalanidae,1,Pseudocalanus,1,Pseudocalanus_newmani,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,115,26,50,10,10,0,0,0,0,0,16,0,0,0,0,104,0,0,0,55,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,14,4,0,4,7,0,0,0,0,156,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,84,0,3,0,36,Chordata,1,Ascidiacea,class,1,Stolidobranchia,order,1,Pyuridae,1,Halocynthia,1,Halocynthia_pyriformis,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Annelida,1,Polychaeta,class,1,Terebellida,order,1,Terebellidae,1,Nicolea,1,Nicolea_zostericola,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Annelida,1,Polychaeta,class,1,Terebellida,order,1,Terebellidae,1,Nicolea,1,Nicolea_zostericola,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,318,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,165,0,69,44,0,0,0,0,0,0,0,Annelida,1,Polychaeta,class,1,Terebellida,order,1,Sternaspidae,1,Sternaspis,1,Sternaspis_scutata,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,146,0,249,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,Annelida,1,Polychaeta,class,1,Terebellida,order,1,Ampharetidae,1,Sabellides,1,Sabellides_octocirrata,1
