X6,X3,X962.ENEG.1,X962.ENEG.2,X963.ENEG.1,X963.ENEG.2,X964.ENEG.1,X964.ENEG.2,X965.ENEG.1,X965.ENEG.2,BBL25.521760,CAR25.518830,CAR25.518831,CAR25.518836,CAR25.518837,CAR25.518855,CAR25.518856,CAR25.518862,CAR25.518863,CAR25.518872,CAR25.518873,CAR25.518879,CAR25.518880,CAR25.518927,CAR25.518928,CAR25.519011,CAR25.519012,CAR25.519017,CAR25.519018,CAR25.519028,CAR25.519029,CAR25.519082,CAR25.519083,CAR25.519157,CAR25.519158,CAR25.519163,CAR25.519164,CAR25.519170,CAR25.519171,CAR25.519176,CAR25.519177,CAR25.519182,CAR25.519183,CAR25.519197,CAR25.519198,CAR25.519268,CAR25.519269,CAR25.519329,CAR25.519330,CAR25.519335,CAR25.519336,CAR25.519407,CAR25.519408,CAR25.519590,CAR25.519591,CAR25.519648,CAR25.519649,CAR25.FB101,CAR25.FB111,CAR25.FB114,CAR25.FB128,CAR25.FB131,CAR25.FB141,CAR25.FB144,CAR25.FB585,CAR25.FB614,CAR25.FB67,CAR25.FB72,CAR25.FB75,CAR25.FB82,CAR25.FB86,CAR25.FB98,GUL25.522118,GUL25.522119,GUL25.522134,GUL25.522135,GUL25.522163,GUL25.522164,GUL25.522169,GUL25.522185,GUL25.522186,GUL25.522192,GUL25.FB668,NEC25.521595,NEC25.521596,NEC25.521615,NEC25.521616,NEC25.521631,NEC25.521632,NEC25.521648,NEC25.521649,NEC25.521663,NEC25.521664,NEC25.521686,NEC25.521687,NEC25.521702,NEC25.521703,NEC25.FB641
Bathycoccus prasinos,98.675,0,0,0,0,0,0,0,0,0,349,303,79,185,134,157,92,0,133,231,87,149,0,0,0,0,0,0,90,0,0,0,131,143,0,0,177,401,449,665,280,721,0,0,134,0,84,35,125,0,0,0,279,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594,629,197,25,78,0,134,155,268,191,108,48,75,0,0
Bathycoccus prasinos,98.675,0,0,0,0,0,0,0,0,0,349,303,79,185,134,157,92,0,133,231,87,149,0,0,0,0,0,0,90,0,0,0,131,143,0,0,177,401,449,665,280,721,0,0,134,0,84,35,125,0,0,0,279,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594,629,197,25,78,0,134,155,268,191,108,48,75,0,0
Mitrocomella polydiademata,100,0,0,0,0,0,0,0,0,0,0,13,19,0,30,81,9,7454,0,41,568,2,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitrocomella polydiademata,100,0,0,0,0,0,0,0,0,0,0,13,19,0,30,81,9,7454,0,41,568,2,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitrocomella polydiademata,100,0,0,0,0,0,0,0,0,0,0,13,19,0,30,81,9,7454,0,41,568,2,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitrocomella polydiademata,100,0,0,0,0,0,0,0,0,0,0,13,19,0,30,81,9,7454,0,41,568,2,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitrocomella polydiademata,100,0,0,0,0,0,0,0,0,0,0,13,19,0,30,81,9,7454,0,41,568,2,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudocalanus sp.,100,0,0,0,0,0,0,0,0,0,2259,0,0,0,1551,0,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,177,0,0,0,0,0,0,0,0,0,0,1440,0,0,0,1698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudocalanus sp.,99.67,0,0,0,0,0,0,0,0,0,2259,0,0,0,1551,0,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,177,0,0,0,0,0,0,0,0,0,0,1440,0,0,0,1698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudocalanus sp.,99.01,0,0,0,0,0,0,0,0,0,2259,0,0,0,1551,0,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,177,0,0,0,0,0,0,0,0,0,0,1440,0,0,0,1698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudocalanus sp.,99.656,0,0,0,0,0,0,0,0,0,2259,0,0,0,1551,0,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,177,0,0,0,0,0,0,0,0,0,0,1440,0,0,0,1698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudocalanus sp.,98.35,0,0,0,0,0,0,0,0,0,2259,0,0,0,1551,0,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,177,0,0,0,0,0,0,0,0,0,0,1440,0,0,0,1698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ophelina acuminata,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ophelina acuminata,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ophelina acuminata,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ophelina acuminata CMC02,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ophelina acuminata,99.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bathycoccus prasinos,100,0,0,0,0,0,0,0,0,0,250,295,178,185,0,240,0,0,155,113,195,158,0,0,0,0,29,39,151,160,0,0,156,144,0,0,143,501,720,579,108,0,0,0,56,89,0,0,0,0,0,0,302,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,603,75,59,43,36,106,141,193,186,109,137,24,0,0
Bathycoccus prasinos,100,0,0,0,0,0,0,0,0,0,250,295,178,185,0,240,0,0,155,113,195,158,0,0,0,0,29,39,151,160,0,0,156,144,0,0,143,501,720,579,108,0,0,0,56,89,0,0,0,0,0,0,302,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,603,75,59,43,36,106,141,193,186,109,137,24,0,0
Bathycoccus prasinos,100,0,0,0,0,0,0,0,0,0,250,295,178,185,0,240,0,0,155,113,195,158,0,0,0,0,29,39,151,160,0,0,156,144,0,0,143,501,720,579,108,0,0,0,56,89,0,0,0,0,0,0,302,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,603,75,59,43,36,106,141,193,186,109,137,24,0,0
Bathycoccus prasinos,100,0,0,0,0,0,0,0,0,0,250,295,178,185,0,240,0,0,155,113,195,158,0,0,0,0,29,39,151,160,0,0,156,144,0,0,143,501,720,579,108,0,0,0,56,89,0,0,0,0,0,0,302,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,603,75,59,43,36,106,141,193,186,109,137,24,0,0
Bathycoccus prasinos,100,0,0,0,0,0,0,0,0,0,250,295,178,185,0,240,0,0,155,113,195,158,0,0,0,0,29,39,151,160,0,0,156,144,0,0,143,501,720,579,108,0,0,0,56,89,0,0,0,0,0,0,302,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,603,75,59,43,36,106,141,193,186,109,137,24,0,0
Bathycoccus prasinos,100,0,0,0,0,0,0,0,0,0,250,295,178,185,0,240,0,0,155,113,195,158,0,0,0,0,29,39,151,160,0,0,156,144,0,0,143,501,720,579,108,0,0,0,56,89,0,0,0,0,0,0,302,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,603,75,59,43,36,106,141,193,186,109,137,24,0,0
Bathycoccus prasinos,100,0,0,0,0,0,0,0,0,0,250,295,178,185,0,240,0,0,155,113,195,158,0,0,0,0,29,39,151,160,0,0,156,144,0,0,143,501,720,579,108,0,0,0,56,89,0,0,0,0,0,0,302,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,603,75,59,43,36,106,141,193,186,109,137,24,0,0
Bathycoccus prasinos,97.682,0,0,0,0,0,0,0,0,0,463,421,361,351,253,257,0,0,157,101,0,226,0,0,0,124,0,0,86,381,0,0,0,126,0,0,191,488,486,269,0,0,0,0,0,135,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,628,1014,0,0,0,88,122,87,171,168,0,0,0,0,0
Bathycoccus prasinos,97.682,0,0,0,0,0,0,0,0,0,463,421,361,351,253,257,0,0,157,101,0,226,0,0,0,124,0,0,86,381,0,0,0,126,0,0,191,488,486,269,0,0,0,0,0,135,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,628,1014,0,0,0,88,122,87,171,168,0,0,0,0,0
Bathycoccus prasinos,97.682,0,0,0,0,0,0,0,0,0,463,421,361,351,253,257,0,0,157,101,0,226,0,0,0,124,0,0,86,381,0,0,0,126,0,0,191,488,486,269,0,0,0,0,0,135,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,628,1014,0,0,0,88,122,87,171,168,0,0,0,0,0
Bathycoccus prasinos,97.682,0,0,0,0,0,0,0,0,0,463,421,361,351,253,257,0,0,157,101,0,226,0,0,0,124,0,0,86,381,0,0,0,126,0,0,191,488,486,269,0,0,0,0,0,135,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,628,1014,0,0,0,88,122,87,171,168,0,0,0,0,0
Bathycoccus prasinos,97.682,0,0,0,0,0,0,0,0,0,463,421,361,351,253,257,0,0,157,101,0,226,0,0,0,124,0,0,86,381,0,0,0,126,0,0,191,488,486,269,0,0,0,0,0,135,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,628,1014,0,0,0,88,122,87,171,168,0,0,0,0,0
Pseudo-nitzschia delicatissima,100,0,0,0,0,0,0,0,0,0,41,31,160,157,24,18,69,67,218,164,303,193,40,0,20,0,17,0,1323,1478,24,7,38,134,0,0,24,78,117,86,0,58,0,3,54,51,26,63,162,37,0,0,33,90,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,197,14,0,0,0,0,0,0,0,0,244,378,48,49,19,93,99,91,36,48,56,82,16,37,0
Thysanoessa longicaudata,99.338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6108,20,6,0,0,0,0,0,0,0,0
Thysanoessa longicaudata,99.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6108,20,6,0,0,0,0,0,0,0,0
Thysanoessa sp.,98.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6108,20,6,0,0,0,0,0,0,0,0
Thelepus cincinnatus,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,198,267,2439,2787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thelepus cincinnatus,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,198,267,2439,2787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thelepus cincinnatus,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,198,267,2439,2787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thelepus cincinnatus,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,198,267,2439,2787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thelepus cincinnatus,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,198,267,2439,2787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bathycoccus prasinos,99.007,0,0,0,0,0,0,0,0,0,127,62,0,61,89,0,0,37,0,49,0,104,0,0,0,0,0,0,0,198,0,0,236,60,0,0,211,293,358,903,655,97,0,0,39,105,0,70,93,78,0,0,335,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,263,101,0,0,0,0,89,111,125,0,53,27,0,0
Bathycoccus prasinos,98.675,0,0,0,0,0,0,0,0,0,127,62,0,61,89,0,0,37,0,49,0,104,0,0,0,0,0,0,0,198,0,0,236,60,0,0,211,293,358,903,655,97,0,0,39,105,0,70,93,78,0,0,335,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,263,101,0,0,0,0,89,111,125,0,53,27,0,0
Bathycoccus prasinos,98.675,0,0,0,0,0,0,0,0,0,127,62,0,61,89,0,0,37,0,49,0,104,0,0,0,0,0,0,0,198,0,0,236,60,0,0,211,293,358,903,655,97,0,0,39,105,0,70,93,78,0,0,335,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,263,101,0,0,0,0,89,111,125,0,53,27,0,0
Bathycoccus prasinos,98.675,0,0,0,0,0,0,0,0,0,127,62,0,61,89,0,0,37,0,49,0,104,0,0,0,0,0,0,0,198,0,0,236,60,0,0,211,293,358,903,655,97,0,0,39,105,0,70,93,78,0,0,335,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,263,101,0,0,0,0,89,111,125,0,53,27,0,0
Bathycoccus prasinos,98.675,0,0,0,0,0,0,0,0,0,127,62,0,61,89,0,0,37,0,49,0,104,0,0,0,0,0,0,0,198,0,0,236,60,0,0,211,293,358,903,655,97,0,0,39,105,0,70,93,78,0,0,335,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,263,101,0,0,0,0,89,111,125,0,53,27,0,0
Psamathe fusca,99.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cirratulidae sp. CMC02,100,0,0,0,0,0,0,0,0,0,80,23,1999,2970,0,0,0,0,57,0,13,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pholoe sp. CMC04,100,0,0,0,0,0,0,0,0,0,0,4937,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pholoe sp. CMC04,99.668,0,0,0,0,0,0,0,0,0,0,4937,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pholoe sp. CMC04,99.34,0,0,0,0,0,0,0,0,0,0,4937,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pholoe sp. CMC04,98.68,0,0,0,0,0,0,0,0,0,0,4937,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pholoe sp. CMC05,98.68,0,0,0,0,0,0,0,0,0,0,4937,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vazella pourtalesii,99.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881,3554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,72,81,0,35,0,85,0,83,39,33,0
Micromonas commoda,99.67,0,0,0,0,0,0,0,0,0,422,581,452,339,188,184,389,363,0,146,286,206,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,168,218,195,119,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,214,0,0,0,0,0,0,0,0,0,0,0,0,0
Micromonas commoda,99.67,0,0,0,0,0,0,0,0,0,422,581,452,339,188,184,389,363,0,146,286,206,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,168,218,195,119,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,214,0,0,0,0,0,0,0,0,0,0,0,0,0
Micromonas pusilla,99.669,0,0,0,0,0,0,0,0,0,422,581,452,339,188,184,389,363,0,146,286,206,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,168,218,195,119,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,214,0,0,0,0,0,0,0,0,0,0,0,0,0
Terebellides stroemii CMC01,99.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,3065,1241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,95,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terebellides stroemii CMC01,99.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,3065,1241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,95,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terebellides stroemii CMC01,99.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,3065,1241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,95,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terebellides stroemii,99.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,3065,1241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,95,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terebellides stroemii CMC01,99.242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,3065,1241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,95,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bathycoccus prasinos,98.013,0,0,0,0,0,0,0,0,0,52,0,0,50,55,0,0,0,0,17,42,31,0,0,0,0,0,0,0,34,0,0,330,0,0,0,176,424,509,448,48,205,0,0,0,173,32,122,0,79,0,0,247,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,130,129,51,0,69,0,154,126,116,51,92,0,0,0
Bathycoccus prasinos,98.013,0,0,0,0,0,0,0,0,0,52,0,0,50,55,0,0,0,0,17,42,31,0,0,0,0,0,0,0,34,0,0,330,0,0,0,176,424,509,448,48,205,0,0,0,173,32,122,0,79,0,0,247,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,130,129,51,0,69,0,154,126,116,51,92,0,0,0
Bathycoccus prasinos,98.013,0,0,0,0,0,0,0,0,0,52,0,0,50,55,0,0,0,0,17,42,31,0,0,0,0,0,0,0,34,0,0,330,0,0,0,176,424,509,448,48,205,0,0,0,173,32,122,0,79,0,0,247,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,130,129,51,0,69,0,154,126,116,51,92,0,0,0
Bathycoccus prasinos,98.013,0,0,0,0,0,0,0,0,0,52,0,0,50,55,0,0,0,0,17,42,31,0,0,0,0,0,0,0,34,0,0,330,0,0,0,176,424,509,448,48,205,0,0,0,173,32,122,0,79,0,0,247,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,130,129,51,0,69,0,154,126,116,51,92,0,0,0
