X6,X3,X962.ENEG.1,X962.ENEG.2,X963.ENEG.1,X963.ENEG.2,X964.ENEG.1,X964.ENEG.2,X965.ENEG.1,X965.ENEG.2,BBL25.521760,CAR25.518830,CAR25.518831,CAR25.518836,CAR25.518837,CAR25.518855,CAR25.518856,CAR25.518862,CAR25.518863,CAR25.518872,CAR25.518873,CAR25.518879,CAR25.518880,CAR25.518927,CAR25.518928,CAR25.519011,CAR25.519012,CAR25.519017,CAR25.519018,CAR25.519028,CAR25.519029,CAR25.519082,CAR25.519083,CAR25.519157,CAR25.519158,CAR25.519163,CAR25.519164,CAR25.519170,CAR25.519171,CAR25.519176,CAR25.519177,CAR25.519182,CAR25.519183,CAR25.519197,CAR25.519198,CAR25.519268,CAR25.519269,CAR25.519329,CAR25.519330,CAR25.519335,CAR25.519336,CAR25.519407,CAR25.519408,CAR25.519590,CAR25.519591,CAR25.519648,CAR25.519649,CAR25.FB101,CAR25.FB111,CAR25.FB114,CAR25.FB128,CAR25.FB131,CAR25.FB141,CAR25.FB144,CAR25.FB585,CAR25.FB614,CAR25.FB67,CAR25.FB72,CAR25.FB75,CAR25.FB82,CAR25.FB86,CAR25.FB98,GUL25.522118,GUL25.522119,GUL25.522134,GUL25.522135,GUL25.522163,GUL25.522164,GUL25.522169,GUL25.522185,GUL25.522186,GUL25.522192,GUL25.FB668,NEC25.521595,NEC25.521596,NEC25.521615,NEC25.521616,NEC25.521631,NEC25.521632,NEC25.521648,NEC25.521649,NEC25.521663,NEC25.521664,NEC25.521686,NEC25.521687,NEC25.521702,NEC25.521703,NEC25.FB641
Bathycoccus prasinos,99.67,0,0,0,0,0,0,0,0,0,148,176,84,167,0,0,0,0,95,138,331,296,0,0,257,227,264,264,350,299,0,0,184,119,1935,1938,84,431,280,322,0,0,94,58,0,0,0,0,0,0,0,0,405,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,601,665,1083,475,410,1687,1147,1202,1206,733,807,197,217,0
Bathycoccus prasinos,99.67,0,0,0,0,0,0,0,0,0,148,176,84,167,0,0,0,0,95,138,331,296,0,0,257,227,264,264,350,299,0,0,184,119,1935,1938,84,431,280,322,0,0,94,58,0,0,0,0,0,0,0,0,405,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,601,665,1083,475,410,1687,1147,1202,1206,733,807,197,217,0
Bathycoccus prasinos,99.67,0,0,0,0,0,0,0,0,0,148,176,84,167,0,0,0,0,95,138,331,296,0,0,257,227,264,264,350,299,0,0,184,119,1935,1938,84,431,280,322,0,0,94,58,0,0,0,0,0,0,0,0,405,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,601,665,1083,475,410,1687,1147,1202,1206,733,807,197,217,0
Heteranomia squamula,100,0,0,0,0,0,0,0,0,0,275,449,877,527,552,703,1054,4552,122,232,3025,1625,0,0,0,0,0,0,1667,67,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,193,0,0,0,0,0,0,0,0,0,0,0,73,0
Bathycoccus prasinos,98.344,0,0,0,0,0,0,0,0,0,976,628,420,580,484,496,0,142,62,187,416,242,0,0,0,0,0,120,633,427,0,0,0,0,0,84,624,1532,97,57,0,0,0,0,0,0,0,0,117,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1519,2899,175,266,65,92,171,242,331,432,221,134,0,0,0
Bathycoccus prasinos,98.344,0,0,0,0,0,0,0,0,0,976,628,420,580,484,496,0,142,62,187,416,242,0,0,0,0,0,120,633,427,0,0,0,0,0,84,624,1532,97,57,0,0,0,0,0,0,0,0,117,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1519,2899,175,266,65,92,171,242,331,432,221,134,0,0,0
Bathycoccus prasinos,98.344,0,0,0,0,0,0,0,0,0,976,628,420,580,484,496,0,142,62,187,416,242,0,0,0,0,0,120,633,427,0,0,0,0,0,84,624,1532,97,57,0,0,0,0,0,0,0,0,117,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1519,2899,175,266,65,92,171,242,331,432,221,134,0,0,0
Bathycoccus prasinos,98.344,0,0,0,0,0,0,0,0,0,976,628,420,580,484,496,0,142,62,187,416,242,0,0,0,0,0,120,633,427,0,0,0,0,0,84,624,1532,97,57,0,0,0,0,0,0,0,0,117,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1519,2899,175,266,65,92,171,242,331,432,221,134,0,0,0
Bathycoccus prasinos,98.344,0,0,0,0,0,0,0,0,0,976,628,420,580,484,496,0,142,62,187,416,242,0,0,0,0,0,120,633,427,0,0,0,0,0,84,624,1532,97,57,0,0,0,0,0,0,0,0,117,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1519,2899,175,266,65,92,171,242,331,432,221,134,0,0,0
Attheya longicornis,98.35,0,0,0,0,0,0,0,0,132,0,0,0,15,0,0,42,0,105,114,167,47,0,0,45,25,54,0,946,973,54,23,42,0,0,93,0,0,135,0,25,0,73,0,462,813,0,183,12,26,391,72,161,91,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831,1129,1502,1154,927,869,549,725,232,484,0,5,0,60,0,112,15,402,131,64,79,53,52,32,122,0
Attheya longicornis,98.35,0,0,0,0,0,0,0,0,132,0,0,0,15,0,0,42,0,105,114,167,47,0,0,45,25,54,0,946,973,54,23,42,0,0,93,0,0,135,0,25,0,73,0,462,813,0,183,12,26,391,72,161,91,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831,1129,1502,1154,927,869,549,725,232,484,0,5,0,60,0,112,15,402,131,64,79,53,52,32,122,0
Pseudoscourfieldia marina,100,0,0,0,0,0,0,0,0,0,31,58,25,0,75,58,14,0,253,94,290,233,35,0,0,0,198,120,725,614,0,0,163,144,323,601,86,163,273,137,36,137,0,94,48,120,140,55,113,187,0,0,735,1066,161,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,278,0,888,2080,130,183,113,116,139,256,130,188,390,498,130,511,0
Pycnococcus provasolii,100,0,0,0,0,0,0,0,0,0,31,58,25,0,75,58,14,0,253,94,290,233,35,0,0,0,198,120,725,614,0,0,163,144,323,601,86,163,273,137,36,137,0,94,48,120,140,55,113,187,0,0,735,1066,161,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,278,0,888,2080,130,183,113,116,139,256,130,188,390,498,130,511,0
Pseudoscourfieldia marina,100,0,0,0,0,0,0,0,0,0,31,58,25,0,75,58,14,0,253,94,290,233,35,0,0,0,198,120,725,614,0,0,163,144,323,601,86,163,273,137,36,137,0,94,48,120,140,55,113,187,0,0,735,1066,161,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,278,0,888,2080,130,183,113,116,139,256,130,188,390,498,130,511,0
Pseudoscourfieldia marina,100,0,0,0,0,0,0,0,0,0,31,58,25,0,75,58,14,0,253,94,290,233,35,0,0,0,198,120,725,614,0,0,163,144,323,601,86,163,273,137,36,137,0,94,48,120,140,55,113,187,0,0,735,1066,161,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,278,0,888,2080,130,183,113,116,139,256,130,188,390,498,130,511,0
Pycnococcus provasolii,100,0,0,0,0,0,0,0,0,0,31,58,25,0,75,58,14,0,253,94,290,233,35,0,0,0,198,120,725,614,0,0,163,144,323,601,86,163,273,137,36,137,0,94,48,120,140,55,113,187,0,0,735,1066,161,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,278,0,888,2080,130,183,113,116,139,256,130,188,390,498,130,511,0
Bathycoccus prasinos,99.007,0,0,0,0,0,0,0,0,0,745,547,300,489,511,457,73,146,0,131,279,425,0,0,0,0,0,0,285,469,0,27,29,382,79,90,458,857,737,605,132,297,0,0,0,0,0,0,0,0,0,0,200,224,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1235,2061,151,143,61,101,73,159,88,288,179,141,0,83,0
Bathycoccus prasinos,99.007,0,0,0,0,0,0,0,0,0,745,547,300,489,511,457,73,146,0,131,279,425,0,0,0,0,0,0,285,469,0,27,29,382,79,90,458,857,737,605,132,297,0,0,0,0,0,0,0,0,0,0,200,224,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1235,2061,151,143,61,101,73,159,88,288,179,141,0,83,0
Bathycoccus prasinos,99.007,0,0,0,0,0,0,0,0,0,745,547,300,489,511,457,73,146,0,131,279,425,0,0,0,0,0,0,285,469,0,27,29,382,79,90,458,857,737,605,132,297,0,0,0,0,0,0,0,0,0,0,200,224,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1235,2061,151,143,61,101,73,159,88,288,179,141,0,83,0
Bathycoccus prasinos,99.007,0,0,0,0,0,0,0,0,0,745,547,300,489,511,457,73,146,0,131,279,425,0,0,0,0,0,0,285,469,0,27,29,382,79,90,458,857,737,605,132,297,0,0,0,0,0,0,0,0,0,0,200,224,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1235,2061,151,143,61,101,73,159,88,288,179,141,0,83,0
Bathycoccus prasinos,99.007,0,0,0,0,0,0,0,0,0,745,547,300,489,511,457,73,146,0,131,279,425,0,0,0,0,0,0,285,469,0,27,29,382,79,90,458,857,737,605,132,297,0,0,0,0,0,0,0,0,0,0,200,224,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1235,2061,151,143,61,101,73,159,88,288,179,141,0,83,0
Microcalanus pusillus,100,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,765,1155,262,10,0,2864,0,0,0,5,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,1804,0,44,0,0,0,7,14,341,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,0,24,0,396,123,71,18,0,5,571,1078,1568,1461,0
Microcalanus pusillus,100,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,765,1155,262,10,0,2864,0,0,0,5,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,1804,0,44,0,0,0,7,14,341,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,0,24,0,396,123,71,18,0,5,571,1078,1568,1461,0
Microcalanus pusillus,100,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,765,1155,262,10,0,2864,0,0,0,5,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,1804,0,44,0,0,0,7,14,341,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,0,24,0,396,123,71,18,0,5,571,1078,1568,1461,0
Microcalanus pusillus,100,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,765,1155,262,10,0,2864,0,0,0,5,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,1804,0,44,0,0,0,7,14,341,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,0,24,0,396,123,71,18,0,5,571,1078,1568,1461,0
Microcalanus pusillus,100,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,765,1155,262,10,0,2864,0,0,0,5,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,1804,0,44,0,0,0,7,14,341,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,0,24,0,396,123,71,18,0,5,571,1078,1568,1461,0
Annelida sp.,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,527,6174,5292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Annelida sp.,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,527,6174,5292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Golfingia sp.,99.669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,527,6174,5292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suberites sp.,99.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1899,8254,936,578,0,0,0,0,0,0,87,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,84,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suberites sp.,99.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1899,8254,936,578,0,0,0,0,0,0,87,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,84,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suberites spermatozoon,99.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1899,8254,936,578,0,0,0,0,0,0,87,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,84,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suberites spermatozoon,99.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1899,8254,936,578,0,0,0,0,0,0,87,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,84,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suberites virgultosa,99.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1899,8254,936,578,0,0,0,0,0,0,87,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,84,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psamathe fusca,99.31,0,0,0,0,0,0,0,0,0,814,10943,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bathycoccus prasinos,99.67,0,0,0,0,0,0,0,0,0,1815,1245,911,1264,459,473,626,703,421,432,866,784,0,0,0,0,0,0,218,258,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,411,0,0,0,0,0,0,0,0,0,0,0,0,0
Bathycoccus prasinos,99.67,0,0,0,0,0,0,0,0,0,1815,1245,911,1264,459,473,626,703,421,432,866,784,0,0,0,0,0,0,218,258,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,411,0,0,0,0,0,0,0,0,0,0,0,0,0
Bathycoccus prasinos,99.67,0,0,0,0,0,0,0,0,0,1815,1245,911,1264,459,473,626,703,421,432,866,784,0,0,0,0,0,0,218,258,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,411,0,0,0,0,0,0,0,0,0,0,0,0,0
Bathycoccus prasinos,99.67,0,0,0,0,0,0,0,0,0,1815,1245,911,1264,459,473,626,703,421,432,866,784,0,0,0,0,0,0,218,258,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,411,0,0,0,0,0,0,0,0,0,0,0,0,0
Bathycoccus prasinos,99.67,0,0,0,0,0,0,0,0,0,1815,1245,911,1264,459,473,626,703,421,432,866,784,0,0,0,0,0,0,218,258,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,411,0,0,0,0,0,0,0,0,0,0,0,0,0
Echinarachnius parma,100,0,0,0,0,0,0,0,0,0,0,20,0,19,569,670,240,454,0,57,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,134,96,225,475,0,0,128,14,707,1159,1315,1822,280,2363,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,22,0,14,0,0,0,0,0,0,0,0,0,18,34,0,39,0
Echinarachnius parma,100,0,0,0,0,0,0,0,0,0,0,20,0,19,569,670,240,454,0,57,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,134,96,225,475,0,0,128,14,707,1159,1315,1822,280,2363,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,22,0,14,0,0,0,0,0,0,0,0,0,18,34,0,39,0
Echinarachnius parma,100,0,0,0,0,0,0,0,0,0,0,20,0,19,569,670,240,454,0,57,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,134,96,225,475,0,0,128,14,707,1159,1315,1822,280,2363,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,22,0,14,0,0,0,0,0,0,0,0,0,18,34,0,39,0
Echinarachnius parma,100,0,0,0,0,0,0,0,0,0,0,20,0,19,569,670,240,454,0,57,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,134,96,225,475,0,0,128,14,707,1159,1315,1822,280,2363,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,22,0,14,0,0,0,0,0,0,0,0,0,18,34,0,39,0
Echinarachnius parma,100,0,0,0,0,0,0,0,0,0,0,20,0,19,569,670,240,454,0,57,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,134,96,225,475,0,0,128,14,707,1159,1315,1822,280,2363,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,22,0,14,0,0,0,0,0,0,0,0,0,18,34,0,39,0
Attheya longicornis,100,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,36,57,23,23,33,117,0,0,23,367,386,190,180,48,39,31,149,317,0,21,219,177,0,25,43,194,672,1934,252,294,31,97,72,270,83,182,98,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,202,522,322,213,108,35,220,46,298,0,0,44,33,0,99,59,140,79,92,137,40,24,83,102,0
Attheya longicornis,100,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,36,57,23,23,33,117,0,0,23,367,386,190,180,48,39,31,149,317,0,21,219,177,0,25,43,194,672,1934,252,294,31,97,72,270,83,182,98,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,202,522,322,213,108,35,220,46,298,0,0,44,33,0,99,59,140,79,92,137,40,24,83,102,0
Polychaeta sp. BOLD:ACQ8109,100,0,0,0,0,0,0,0,0,0,3482,118,23,5124,43,366,46,0,57,0,65,28,0,0,0,0,0,0,0,57,0,0,0,0,0,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polychaeta sp. BOLD:ACQ8109,100,0,0,0,0,0,0,0,0,0,3482,118,23,5124,43,366,46,0,57,0,65,28,0,0,0,0,0,0,0,57,0,0,0,0,0,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polychaeta sp. BOLD:ACQ8109,100,0,0,0,0,0,0,0,0,0,3482,118,23,5124,43,366,46,0,57,0,65,28,0,0,0,0,0,0,0,57,0,0,0,0,0,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polychaeta sp. BOLD:ACQ8109,99.653,0,0,0,0,0,0,0,0,0,3482,118,23,5124,43,366,46,0,57,0,65,28,0,0,0,0,0,0,0,57,0,0,0,0,0,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polychaeta sp. BOLD:ACQ8109,99.65,0,0,0,0,0,0,0,0,0,3482,118,23,5124,43,366,46,0,57,0,65,28,0,0,0,0,0,0,0,57,0,0,0,0,0,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Protosuberites sp.,98.68,0,0,0,0,0,0,0,0,0,23,51,31,21,0,0,33,49,21,55,93,112,0,0,0,0,0,0,219,139,0,0,27,0,251,0,0,94,200,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,6355,888,33,0,0,0,88,0,18,23,74,87,0,0
Protosuberites sp. ZMAPOR18657,98.68,0,0,0,0,0,0,0,0,0,23,51,31,21,0,0,33,49,21,55,93,112,0,0,0,0,0,0,219,139,0,0,27,0,251,0,0,94,200,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,6355,888,33,0,0,0,88,0,18,23,74,87,0,0
Acartia hudsonica,99.67,0,0,0,0,0,0,0,0,0,0,0,3719,4725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acartia tonsa,99.67,0,0,0,0,0,0,0,0,0,0,0,3719,4725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acartia tonsa,99.67,0,0,0,0,0,0,0,0,0,0,0,3719,4725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acartia tonsa,99.67,0,0,0,0,0,0,0,0,0,0,0,3719,4725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acartia hudsonica,99.67,0,0,0,0,0,0,0,0,0,0,0,3719,4725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bathycoccus prasinos,98.675,0,0,0,0,0,0,0,0,0,349,303,79,185,134,157,92,0,133,231,87,149,0,0,0,0,0,0,90,0,0,0,131,143,0,0,177,401,449,665,280,721,0,0,134,0,84,35,125,0,0,0,279,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594,629,197,25,78,0,134,155,268,191,108,48,75,0,0
Bathycoccus prasinos,98.675,0,0,0,0,0,0,0,0,0,349,303,79,185,134,157,92,0,133,231,87,149,0,0,0,0,0,0,90,0,0,0,131,143,0,0,177,401,449,665,280,721,0,0,134,0,84,35,125,0,0,0,279,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594,629,197,25,78,0,134,155,268,191,108,48,75,0,0
Bathycoccus prasinos,98.675,0,0,0,0,0,0,0,0,0,349,303,79,185,134,157,92,0,133,231,87,149,0,0,0,0,0,0,90,0,0,0,131,143,0,0,177,401,449,665,280,721,0,0,134,0,84,35,125,0,0,0,279,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594,629,197,25,78,0,134,155,268,191,108,48,75,0,0
