Species,confidence,ENEG.1_S19,ENEG.1_S30,ENEG.1_S41,ENEG.2_S38,ENEG.2_S43,ENEG.2_S65,KEJI.1,KEJI.2,KEJI.3,KEJI.4,MCRG24.001,MCRG24.002,MCRG24.003,MCRG24.004,MCRG24.005,MCRG24.006,MCRG24.007,MCRG24.008,MCRG24.009,MCRG24.010,MCRG24.011,MCRG24.012,MCRG24.013,MCRG24.014,MCRG24.015,MCRG24.016,MCRG24.017,MCRG24.018,MCRG24.019,MCRG24.020,MCRG24.021,MCRG24.022,MCRG24.023,MCRG24.024,MCRG24.025,MCRG24.026,MCRG24.027,MCRG24.028,MCRG24.029,MCRG24.030,MCRG24.032,MCRG24.033,MCRG24.034,MCRG24.036,MCRG24.037,MCRG24.038,MCRG24.039,MCRG24.040,MCRG24.041,MCRG24.042,MCRG24.043,MCRG24.044,MCRG24.045,MCRG24.046,MCRG24.048,MCRG24.049,MCRG24.050,MCRG24.051,MCRG24.052,MCRG24.053,MCRG24.054,MCRG24.055,MCRG24.056,MCRG24.057,MCRG24.058,MCRG24.059,MCRG24.060
Corallina_officinalis,1,0,0,0,0,0,0,0,0,0,0,5,17,14,0,47,17,11,0,311,253,313,0,173,229,62,0,0,648,866,15,28,67,83,0,85,102,90,0,43,86,0,54,0,0,0,25,22,53,0,9,10,0,8,4,0,0,0,0,0,37,387,232,0,0,41,0,0
Aurelia_aurita,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,17,17,0,0,0,0,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polysiphonia_flexicaulis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,38,23,8,0,13,9,0,0,0,120,300,0,0,3,0,0,18,0,0,0,27,12,0,24,0,0,0,11,65,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polysiphonia_stricta,0.97,0,0,0,0,0,0,29,11,27,0,62,158,30,0,15,7,20,0,58,54,191,0,0,8,16,0,0,46,60,0,44,141,7,0,58,92,49,0,28,0,0,22,0,0,0,9,17,57,0,0,0,0,17,4,0,0,0,0,0,0,7,0,0,0,0,0,0
Dumontia_contorta,1,0,0,0,0,0,0,0,0,0,0,6,12,18,0,17,20,16,0,19,12,18,0,8,11,0,0,0,575,629,2,6,0,0,0,0,17,15,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0
Vertebrata_fucoides,1,0,0,0,0,0,0,0,0,0,0,26,58,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,193,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vertebrata_fucoides,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,178,102,0,0,0,0,0,0,0,0,0,0,0,0,0,60,73,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vertebrata_lanosa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,6,5,0,16,18,0,0,0,144,153,0,0,0,0,0,0,12,8,0,0,5,0,15,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dolichomastix_tenuilepis,1,0,0,0,0,0,0,148,271,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carcinus_maenas,1,0,0,0,0,0,0,0,0,41,0,0,23,25,0,43,38,72,0,69,34,94,0,39,33,0,0,0,197,243,0,34,30,0,0,223,234,164,0,0,21,0,161,0,0,0,0,0,0,0,56,39,0,70,151,0,0,0,0,0,45,94,272,0,0,31,41,0
Carcinus_maenas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,150,183,0,0,0,73,0,120,139,103,0,0,0,0,112,0,0,0,21,35,69,27,50,0,0,0,87,0,0,0,0,0,106,288,180,0,0,0,0,0
Carcinus_maenas,1,0,0,0,0,0,0,0,0,0,0,46,17,21,0,0,28,0,0,0,0,0,0,19,0,0,0,0,167,169,0,20,24,0,0,110,174,105,0,45,0,0,143,0,0,0,0,0,44,0,55,227,2,130,171,0,0,19,11,0,48,88,98,0,0,1366,60,0
Lepidonotus_squamatus_CMC02,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,89,574,70,0,24,40,100,0,10,15,0,0,0,197,387,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,12,0,2,0,0,0,0
Microstomum_compositum,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streblospio_benedicti,0.98,0,0,0,0,0,0,85,151,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acartia_tonsa,1,0,0,0,0,0,0,0,0,479,0,0,81,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3596,0,0,0,0,0,0,0,0,0,0,0,0,0
Halichondria_panicea,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,92,0,0,0,76,94,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,23,43,135,0,0,0,0,0,0,0,0,0,0,0,71,251,154,0,0,44,27,0
Halichondria_panicea,1,0,0,0,0,0,0,0,0,0,0,135,155,183,0,155,155,151,0,84,49,105,0,134,151,61,0,0,225,333,4,63,61,51,0,109,140,113,0,27,0,0,267,0,0,0,0,0,0,0,33,32,0,19,22,0,0,0,0,0,0,0,101,0,0,0,0,0
Laomedea_flexuosa,1,0,0,0,0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,6,0,0,0,0,0,0,0,0,41,27,0,0,8,0,0,88,122,121,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,27,15,0,0,0,0,0
Obelia_longissima,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Obelia_longissima,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,113,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Obelia_longissima,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0,54,57,55,0,0,0,0,0,17,13,0,0,0,238,399,5,80,71,59,0,186,145,125,0,12,21,0,32,0,0,0,0,22,52,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,10,0,0
Obelia_longissima,1,0,0,0,0,0,0,0,54,102,0,13,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,209,1016,0,0,69,63,0,136,110,91,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,71,16,0,0,0,0,0,0,16,0,0,0,0,0,0
Obelia_longissima,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Gonothyraea_loveni,1,0,0,0,0,0,0,135,268,242,0,10,10,21,0,0,0,0,0,19,12,17,0,44,69,14,0,0,102,108,0,0,0,0,0,46,0,45,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juxtacribrilina_mutabilis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,17,43,0,0,0,3,0,0,12,0,0,0,0,0,0,43,93,37,0,0,9,0,0,0,0,0,0,3,28,38,149,182,0,305,0,0,0,25,18,0,235,571,417,0,0,0,116,0
Juxtacribrilina_mutabilis,1,0,0,0,0,0,0,0,0,0,0,0,53,10,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,43,82,89,0,138,380,0,17,0,0,0,369,922,765,0,18,83,62,0
Polydora_cornuta,1,0,0,0,0,0,0,224,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Littorina_littorea,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,577,0,0,0,27,69,0,0,0,427,0,94,0,160,0,0,0,0,22,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Littorina_littorea,1,0,0,0,0,0,0,0,12,7,0,24,409,32,0,10,20,497,0,45,24,3471,0,0,0,9,0,0,163,257,0,511,0,0,0,58,90,51,0,12,4334,0,79,0,0,0,792,0,0,0,23,18,0,6,9,0,0,0,0,0,0,131,95,0,0,33,19,0
Littorina_littorea,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584,0,0,0,0,0,0,443,0,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pleopis_polyphemoides,1,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,1545,0,68,0,0,0,8680,1619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polycirrus_eximius,1,0,0,0,0,0,0,0,0,0,0,0,36,158,0,0,0,0,0,12,8,13,0,0,0,0,0,0,0,0,0,464,1002,419,0,86,96,103,0,0,0,0,0,0,0,0,23,40,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polycirrus_eximius,1,0,0,0,0,0,0,0,0,0,0,69,0,0,0,24,17,14,0,0,0,0,0,39,61,24,0,0,51,40,0,1535,2994,1564,0,0,0,0,0,35,84,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,31,0,0,13,7,0
Paranais_litoralis,1,0,0,0,0,0,0,60,79,56,0,2,5,7,0,5,8,16,0,0,0,0,0,0,0,0,0,0,0,14,0,47,35,40,0,118,166,75,0,0,0,0,58,0,0,0,0,0,0,0,9,0,0,11,39,0,0,0,0,0,0,0,0,0,0,0,0,0
Tortanus_discaudatus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tortanus_discaudatus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
Tortanus_discaudatus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,20177,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0
Tortanus_discaudatus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,0,0,58,0,5,0,0,0,23,0,0,0,0,0,0,0,235,0,5003,0,0,0,0,0,0,0,12,0
Tortanus_discaudatus,1,0,0,6,31,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,29,0,3211,6240,0,26587,333,0,0,0,0,0,939,0,373,0,66,0,0,0,30,0,0,6,0,0,31,0,0,0,0,21,0,0
Tortanus_discaudatus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tortanus_discaudatus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tortanus_discaudatus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,13,0,11066,0,0,0,0,11,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tortanus_discaudatus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asterias_rubens,1,0,0,0,0,0,0,0,0,0,0,0,9,21,0,0,0,0,0,0,32,0,0,0,19,0,0,0,60,0,0,0,0,0,0,43,43,28,0,7,0,0,0,0,0,0,20,16,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Synchaeta_vorax,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,255,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Synchaeta_vorax,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Synchaeta_vorax,1,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,55,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dynamena_pumila,1,0,0,0,0,0,0,13,11,11,0,6,9,30,0,33,21,28,0,133,108,44,0,112,122,16,0,0,602,668,6,127,189,146,0,277,290,263,0,38,73,0,628,10,0,0,38,41,117,0,64,78,0,10,6,0,8,9,8,0,58,398,272,0,4,39,25,0
Mytilus_trossulus,1,0,0,0,0,0,0,0,0,0,0,0,17,3,0,3,0,0,0,61,22,19,0,0,7,0,0,0,81,59,0,0,6,0,0,0,29,0,0,0,0,0,15,0,0,0,18,16,89,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0
Cliona_celata,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,201,261,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Micromonas_pusilla,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,29,41,0,0,0,0,0,6,0,0,0,0,0,0,0,142,172,169,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,302,1497,1823,0,285,357,0,626,537,345,0,260,427,542,0,183,731,708,0
Micromonas_pusilla,0.95,0,0,0,4,0,0,0,0,0,0,8,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,14206,9312,8191,0,326,204,66,0,1275,578,0,24,6,0,0,12,16,9,102,517,632,8,162,404,0,260,308,201,0,775,119,436,0,70,72,152,0
Temora_longicornis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Temora_longicornis,1,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,676,0,0,0,228,0,0,0,1114,0,0,0,0,0,0,211,0,0,0,971,696,0,0,0,0,0
Membranipora_membranacea,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,732,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,89,70,0,0,0,0,0
Membranipora_membranacea,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,41,0,0,122,0,0,0,172,265,0,0,0,0,12,0,0,0,0,0,30,0,26,0,0,0,0,0,0,5,0,0,388,206,241,0,0,130,96,0
Membranipora_membranacea,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
