Species,confidence,ENEG.1_S19,ENEG.1_S30,ENEG.1_S41,ENEG.2_S38,ENEG.2_S43,ENEG.2_S65,KEJI.1,KEJI.2,KEJI.3,KEJI.4,MCRG24.001,MCRG24.002,MCRG24.003,MCRG24.004,MCRG24.005,MCRG24.006,MCRG24.007,MCRG24.008,MCRG24.009,MCRG24.010,MCRG24.011,MCRG24.012,MCRG24.013,MCRG24.014,MCRG24.015,MCRG24.016,MCRG24.017,MCRG24.018,MCRG24.019,MCRG24.020,MCRG24.021,MCRG24.022,MCRG24.023,MCRG24.024,MCRG24.025,MCRG24.026,MCRG24.027,MCRG24.028,MCRG24.029,MCRG24.030,MCRG24.032,MCRG24.033,MCRG24.034,MCRG24.036,MCRG24.037,MCRG24.038,MCRG24.039,MCRG24.040,MCRG24.041,MCRG24.042,MCRG24.043,MCRG24.044,MCRG24.045,MCRG24.046,MCRG24.048,MCRG24.049,MCRG24.050,MCRG24.051,MCRG24.052,MCRG24.053,MCRG24.054,MCRG24.055,MCRG24.056,MCRG24.057,MCRG24.058,MCRG24.059,MCRG24.060
Dinophilus_vorticoides,1,0,0,41,0,0,0,0,13,0,0,97300,162149,3940,0,0,0,10,0,2419,2167,5241,33,58,16,0,62,0,883,1602,28,122,109,0,49,113,94,73,0,0,0,0,55,0,23,0,0,0,91,0,21,14,46,0,0,0,66,132,5,54,20,0,15,97,0,26,0,42
Dinophilus_vorticoides,1,0,0,0,0,0,0,0,0,0,0,1148,21920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dinophilus_vorticoides,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dinophilus_vorticoides,1,0,0,0,0,0,0,0,0,0,0,8792,0,3502,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pholoe_minuta,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,34,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pholoe_minuta,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pholoe_minuta,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701,1033,524,0,0,0,367,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pholoe_minuta,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pholoe_minuta,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,752,841,0,0,0,820,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pholoe_minuta,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,914,792,0,0,0,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pholoe_minuta,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pholoe_minuta,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pholoe_minuta,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,917,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pholoe_minuta,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pholoe_minuta,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2350,1749,27,0,714,1960,0,0,0,0,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pholoe_minuta,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pholoe_minuta,0.99,0,0,0,0,0,0,0,0,0,0,24,0,0,0,743,0,0,0,2128,7932,5132,0,1650,4387,0,0,0,168,173,0,0,0,0,0,0,0,10,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,10,14,0,4,18,0,0
Pholoe_minuta,0.99,0,0,0,0,0,0,0,0,0,0,0,194,717,0,0,0,0,0,5831,3561,1715,0,0,1477,640,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
Pholoe_minuta,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pholoe_minuta,0.95,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,775,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pholoe_minuta,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oithona_similis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,25,32,0,0,31,20,0,6,0,0,0,12,0,0,0,65,71,0,0,0,0,56,55,66,0,9,204,154,0,0,0,0,0
Polydora_cornuta,1,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polydora_cornuta,1,0,0,0,0,0,0,0,0,0,0,0,0,328,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polydora_cornuta,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polydora_cornuta,1,0,0,0,0,0,0,0,0,0,0,0,0,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polydora_cornuta,1,0,0,0,0,0,0,0,0,0,0,331,0,1619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polydora_cornuta,1,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polydora_cornuta,1,0,0,0,0,0,0,2890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polydora_cornuta,1,0,0,0,0,0,0,0,0,0,0,0,0,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polydora_cornuta,1,0,0,0,0,0,0,0,0,0,0,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polydora_cornuta,1,0,0,0,0,0,0,115,170,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polydora_cornuta,1,0,0,0,0,0,0,0,0,0,0,0,983,1447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polydora_cornuta,1,17,0,0,0,9,0,72,107,86,0,6108,0,37221,14725,45,314,67,0,0,8,22,0,0,185,2223,27,28,157,2249,6,40,47,49,8,236,190,62,17,3688,9686,19,114,0,14,5,19,12,161,19,568,60,4,0,860,0,9833,0,10,10,86,183,367,5,12,77,962,0
Polydora_cornuta,1,0,0,0,0,0,0,0,0,0,0,0,0,1745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polydora_cornuta,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,851,0,0,0,0,0
Polydora_cornuta,1,0,0,0,0,0,0,0,0,0,0,0,0,2735,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polydora_cornuta,1,0,0,0,0,0,0,0,0,0,0,0,0,2242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polydora_cornuta,1,0,0,0,0,0,0,0,0,0,0,0,0,1553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polydora_cornuta,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polydora_cornuta,1,0,0,0,0,0,0,0,0,0,0,314,0,1307,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polydora_onagawaensis,1,0,0,0,0,0,0,0,0,0,0,0,0,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Botrylloides_violaceus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,744,865,0,0,0,0,0
Harpacticus_uniremis,0.99,0,0,0,0,0,0,0,0,0,0,16,33,0,0,0,0,7,0,26,44,0,0,0,45,0,0,0,121,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,74,0,0,0,6,0,0,0,0,0,0,0,25,0
Ahnfeltia_plicata,1,0,0,0,0,0,0,0,0,0,0,8,5,15,0,66,0,0,0,48,52,201,0,165,90,0,0,0,16,73,0,58,60,47,0,18,38,9,0,22,19,0,0,0,0,0,0,6,43,0,49,20,0,46,114,0,0,0,3,0,53,111,80,0,25,112,212,0
Polycirrus_eximius,1,0,0,0,0,0,0,0,0,0,0,24,0,7,0,0,5,0,0,681,421,323,0,53,40,11,0,0,988,1951,17,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
Pseudocalanus_newmani,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudocalanus_newmani,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2319,0,0,0,0,0,0,0,0,0,0
Pseudocalanus_newmani,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,46,9887,3438,0,2489,19393,0,0,0,0,0,460,355,0,0,38,3673,0,0,0,0,1970,0,0,0,0,0,14239,0,0,0,0,0
Pseudocalanus_newmani,1,0,0,0,0,0,0,0,0,0,0,0,1906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,0,0,0,0,0,0,0
Pseudocalanus_newmani,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,924,1372,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,98,0,0,0,0,0,944,0,0,0,0,0
Pseudocalanus_newmani,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudocalanus_newmani,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,47,0,90,2126,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Semibalanus_balanoides,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,9,8,0,0,0,61,68,0,0,0,4,0,52,42,16,0,2,0,0,39,0,0,0,0,0,0,0,8,20,0,5,0,0,0,0,0,0,0,32,77,0,0,2,0,0
Centropages_hamatus,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,20,26,0,0,0,0,11,0,0,0,0,0,14,0,1241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,5,0,0,0,0,62,13,8,212,195,25184,0,21,7,13,0,15,60,92,0
Centropages_hamatus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Centropages_hamatus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Centropages_hamatus,1,0,0,0,0,0,0,0,0,0,0,702,0,0,0,0,149,0,0,1460,0,0,0,0,3276,249,0,0,131,7446,0,19,0,0,0,39,2243,534,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bipalponephtys_neotena,1,0,0,0,0,5,0,0,0,0,0,16,8,71,0,0,0,0,0,908,424,0,0,167,224,121,0,0,100,95,0,6,0,0,0,10,0,0,11,30,13226,0,0,0,0,0,10,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Bipalponephtys_neotena,1,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,238,217,0,0,133,88,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capitella_capitata,0.99,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capitella_capitata,0.99,0,0,0,0,0,0,0,0,0,0,239,0,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,22,7,0,0,0,0,0,0,0,5,0,0,0,0,0
Acartia_hudsonica,1,0,0,0,0,0,0,0,0,0,0,426,0,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acartia_hudsonica,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acartia_hudsonica,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acartia_hudsonica,1,12,0,0,0,12,10,0,12,0,0,818,0,2302,12,24,0,689,0,5785,2113,4297,0,0,0,2032,15,23,15,9,0,27,0,0,0,49,0,10,27,3658,19134,12,77,0,15,14,4540,4217,13925,139,6,223,0,7,0,11,553,716,400,0,0,0,196,0,47,1671,0,0
Acartia_hudsonica,1,0,0,0,0,0,0,0,0,0,0,268,0,514,0,352,130,768,0,512,760,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,492,1306,0,0,0,0,0,369,294,3436,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,0,0
Acartia_hudsonica,1,0,0,0,0,0,0,0,0,0,0,742,1697,2098,0,2022,0,416,0,2609,2790,1861,6,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,2114,3798,0,0,0,0,0,1948,2968,6741,0,107,54,0,0,233,0,673,367,0,0,88,381,263,0,0,0,766,0
Acartia_hudsonica,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acartia_hudsonica,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acartia_hudsonica,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acartia_hudsonica,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Synchaeta_triophthalma,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Synchaeta_triophthalma,0.98,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,3414,5868,567,0,250,1648,161,0,0,47,99,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
Synchaeta_triophthalma,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,358,0,0,0,100,0,0,0,0,1185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Synchaeta_triophthalma,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evadne_nordmanni,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evadne_nordmanni,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,7,0,9,0,0,0,11,1239,0,218,12,0,0,0,0,1604,0,0,0,0,0,0,0,2,0,0,0,5,0,7,0,0,0,0,0
Sarsia_tubulosa,1,0,0,0,0,0,0,0,18,0,0,0,20,114,0,0,0,12,0,79,398,568,0,109,70,26,0,0,50,68,0,0,0,4,0,28,27,15,0,13,33,0,0,0,0,0,0,0,27,0,3,7,0,0,0,0,0,0,0,0,0,40,34,0,0,25,11,0
Eubranchus_olivaceus,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Menidia_menidia,1,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,145,0,0,0,0,0,0,0,0,0,0,0,0,0
Rathkea_octopunctata,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,895,1275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doto_coronata,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doto_coronata,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monocorophium_insidiosum,1,0,0,0,0,0,0,0,11,0,0,0,9,6,0,9,10,0,0,38,14,29,0,0,0,6,0,0,14,19,0,10,11,0,0,79,61,50,0,3,0,0,8,0,0,0,8,0,17,0,0,20,0,4,6,0,0,5,7,0,0,16,0,0,0,0,0,0
Bonnemaisonia_hamifera,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,5,7,0,0,0,0,0,0,11,46,7,0,26,43,27,68,0,3,0,5,0,0,0,9,27,25,0,11,13,0,19,55,0,0,0,0,0,34,609,335,0,0,52,18,0
Acrochaetium_moniliforme,1,0,0,0,0,0,0,0,4,8,0,0,0,5,0,0,0,0,0,0,0,31,0,23,12,18,0,0,0,0,0,0,0,0,0,264,216,229,0,66,132,0,0,0,0,0,96,122,354,12,46,0,0,0,0,0,0,0,11,0,36,340,227,0,27,160,83,0
Rhodomela_lycopodioides,1,0,0,0,0,0,0,0,0,0,0,9,36,29,0,14,44,19,0,143,562,334,0,98,108,25,0,0,645,807,3,12,15,11,0,38,38,23,0,5,0,0,6,0,0,0,0,3,20,0,0,3,0,0,0,0,0,0,0,0,0,25,22,0,0,0,0,0
Rhodophysema_georgei,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,15,13,0,0,0,0,0,0,0,0,0,7,0,0,0,11,6,13,0,0,0,0,0,0,0,0,0,0,9,0,11,65,0,0,0,0,0,0,2,0,7,320,252,0,0,9,46,0
Acrochaetium_secundatum,1,0,0,0,0,0,0,0,0,5,0,18,4,10,0,0,0,0,0,40,18,33,0,31,53,0,0,0,9,26,0,15,11,4,0,21,0,16,0,29,25,0,17,0,0,0,8,0,0,6,24,25,0,0,10,0,0,8,9,0,4,21,18,0,7,71,26,0
