OTU ID	962-ENEG-1	962-ENEG-2	963-ENEG-1	963-ENEG-2	964-ENEG-1	964-ENEG-2	965-ENEG-1	965-ENEG-2	BBL25-521760	CAR25-518830	CAR25-518831	CAR25-518836	CAR25-518837	CAR25-518855	CAR25-518856	CAR25-518862	CAR25-518863	CAR25-518872	CAR25-518873	CAR25-518879	CAR25-518880	CAR25-518927	CAR25-518928	CAR25-519011	CAR25-519012	CAR25-519017	CAR25-519018	CAR25-519028	CAR25-519029	CAR25-519082	CAR25-519083	CAR25-519157	CAR25-519158	CAR25-519163	CAR25-519164	CAR25-519170	CAR25-519171	CAR25-519176	CAR25-519177	CAR25-519182	CAR25-519183	CAR25-519197	CAR25-519198	CAR25-519268	CAR25-519269	CAR25-519329	CAR25-519330	CAR25-519335	CAR25-519336	CAR25-519407	CAR25-519408	CAR25-519590	CAR25-519591	CAR25-519648	CAR25-519649	CAR25-FB101	CAR25-FB111	CAR25-FB114	CAR25-FB128	CAR25-FB131	CAR25-FB141	CAR25-FB144	CAR25-FB585	CAR25-FB614	CAR25-FB67	CAR25-FB72	CAR25-FB75	CAR25-FB82	CAR25-FB86	CAR25-FB98	GUL25-522118	GUL25-522119	GUL25-522134	GUL25-522135	GUL25-522163	GUL25-522164	GUL25-522169	GUL25-522185	GUL25-522186	GUL25-522192	GUL25-FB668	NEC25-521595	NEC25-521596	NEC25-521615	NEC25-521616	NEC25-521631	NEC25-521632	NEC25-521648	NEC25-521649	NEC25-521663	NEC25-521664	NEC25-521686	NEC25-521687	NEC25-521702	NEC25-521703	NEC25-FB641
c9c1028e1d52387c885090b953cbe6c6	0.0	0.0	20.0	0.0	71.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.0	0.0	0.0	0.0	53.0	0.0	26.0	0.0	56.0	192.0	0.0	0.0	0.0	73.0	62.0	36.0	67.0	0.0	0.0	0.0	0.0	74041.0	127354.0	74.0	37.0	0.0	21.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	172.0	0.0	48431.0	50205.0	0.0	0.0	0.0	47.0	0.0	20.0	0.0	0.0	86.0	0.0	62.0	0.0	0.0	0.0	63.0	0.0	22.0	0.0	144.0	0.0	74.0	93.0	0.0	158.0	24.0	103.0	0.0	0.0	0.0	0.0	1286.0	0.0	16.0	0.0	0.0	0.0	0.0	40.0	159.0	0.0	0.0	0.0	0.0
0c44a153215a5e6d605394315656c5bd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	4877.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34953.0	28440.0	0.0	0.0	0.0	0.0	0.0	44.0	82.0	0.0	0.0	0.0	0.0	52.0	0.0	0.0	50454.0	58916.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	5940.0	8385.0	0.0	76.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	24.0	0.0	0.0
18fd7e941e8ae763817728fcaf14aa8a	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	38.0	0.0	69.0	0.0	0.0	55.0	0.0	0.0	0.0	0.0	13.0	57.0	57.0	59.0	0.0	41.0	77.0	416.0	7361.0	114.0	0.0	10.0	5.0	78.0	104149.0	57349.0	0.0	59.0	48.0	16.0	0.0	0.0	36.0	0.0	0.0	0.0	9.0	0.0	5.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	76.0	29.0	17.0	0.0	46.0	4063.0	0.0	69.0	52.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
056241f91403b7f27c060c88d6ee28d4	36.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	25.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	20.0	0.0	32.0	0.0	0.0	21.0	0.0	0.0	34.0	0.0	0.0	20.0	58.0	4680.0	4505.0	64794.0	80584.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f1ddab4133edb6dfbf8d94737a4cea61	0.0	23.0	0.0	58.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	43.0	0.0	30.0	0.0	0.0	0.0	5.0	34.0	0.0	0.0	0.0	6.0	11.0	0.0	19.0	54.0	0.0	0.0	0.0	0.0	0.0	5966.0	6335.0	0.0	0.0	0.0	0.0	0.0	0.0	71.0	0.0	20565.0	13417.0	76571.0	9396.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	19.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0
69d9eb7645123af5d4cbb6f0cda79e6f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	137.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	12334.0	0.0	0.0	0.0	0.0	0.0	65.0	0.0	54.0	0.0	15042.0	0.0	0.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	7124.0	77105.0	0.0	40.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	12943.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	26.0	0.0	32.0	0.0	0.0	0.0
7554ab3e922f9e385d9fbf277f586d8b	12.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	16.0	0.0	7.0	10.0	0.0	0.0	14.0	10.0	0.0	17585.0	0.0	9.0	0.0	15.0	27.0	0.0	0.0	0.0	11.0	8.0	21.0	0.0	0.0	0.0	0.0	20.0	0.0	52708.0	13175.0	5.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	17.0	18.0	0.0	75.0	0.0	9.0	0.0	8.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	16.0	29.0	0.0	0.0	22.0	0.0	17.0	13.0	0.0	31.0	0.0	20.0	0.0	0.0	19.0	32814.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a073dd35b42f133ed756bfbeef89a8b0	0.0	15.0	0.0	0.0	28.0	20.0	0.0	0.0	26.0	0.0	14.0	0.0	9661.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	8191.0	18176.0	0.0	0.0	0.0	0.0	8.0	10.0	16.0	0.0	0.0	7.0	0.0	0.0	6.0	6.0	0.0	7.0	0.0	0.0	10.0	6.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19032.0	2761.0	2690.0	35097.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	9722.0	0.0
df329af06c891700b6237dece3576fea	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	69608.0	0.0	0.0	10038.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	83.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	11.0	15.0	14.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	7.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	17.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0
c103c7aa9f99e9cf27a332c714b9b780	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	4182.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	8.0	0.0	7.0	0.0	4.0	16744.0	0.0	7434.0	0.0	0.0	7.0	0.0	10.0	0.0	9247.0	0.0	0.0	0.0	0.0	11774.0	0.0	0.0	0.0	0.0	10.0	13.0	7.0	7.0	0.0	17.0	20339.0	0.0	0.0	7.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	6.0	0.0	0.0	0.0	9.0	0.0	4.0	0.0	0.0	8930.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2465da5ffca8378c080febb5144ffe1c	0.0	10.0	0.0	6.0	13.0	0.0	0.0	0.0	10.0	0.0	0.0	47193.0	29982.0	0.0	0.0	3.0	0.0	34.0	0.0	6.0	0.0	10.0	5.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	7.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	16.0	10.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0
65057fb4ac5c9e5e13a877a90af2107c	0.0	7.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	9295.0	0.0	0.0	3922.0	13923.0	23362.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	10.0	7.0	0.0	15.0	0.0	0.0	11.0	4.0	11.0	5.0	6.0	0.0	0.0	0.0	0.0	0.0	21682.0	3653.0	16.0	0.0	0.0	0.0	0.0	6.0	3.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0
7f4db1afba99f5ef04baa4490d8fab62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.0	146.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.0	0.0	0.0	0.0	0.0	0.0	2513.0	0.0	0.0	70308.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29f72f4233478755870bff0e54eb73d4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8466.0	0.0	0.0	0.0	0.0	0.0	0.0	4460.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	22725.0	35280.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	195.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ced9dd196553173c277b583e68c0e084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19504.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9547.0	0.0	0.0	0.0	0.0	16762.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8047.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10078.0	0.0
5d4864b9cf7a4a66b2019bb8f2b7ff77	17.0	0.0	0.0	0.0	8.0	0.0	10.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	13617.0	0.0	34.0	0.0	0.0	0.0	0.0	26.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	6650.0	4142.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12678.0	11886.0	0.0	8066.0	0.0	0.0	0.0	0.0	0.0	5344.0	0.0	0.0	0.0	0.0	0.0
deec69cc156fb5ef838e28c560157fff	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1294.0	0.0	0.0	12180.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17937.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	3705.0	10770.0	1051.0	0.0	0.0	0.0	0.0	0.0	10480.0	0.0	0.0	0.0	0.0	0.0	0.0
8fcee3bf1e28d2979564f07d9e821844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6224.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8432.0	540.0	0.0	0.0	576.0	0.0	8250.0	2629.0	2001.0	3601.0	0.0	0.0	0.0	0.0	1632.0	0.0	0.0	0.0	0.0	7054.0	2936.0	0.0	0.0	0.0	11843.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ce56a6bd36e2c21df72cdb210b69fa9c	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	16112.0	0.0	0.0	0.0	0.0	0.0	6950.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9113.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22346.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
